DefectComponent,DetectEpisode,ReconvergeEpisode,RecoveryEpisodes,SecondaryDetectEpisode,RecoveredGoalRate,NominalGoal,BestEffortRank,RankShortfall,DegradedMode,BlacklistEvents,DetectorVersion,ProtocolVersion
http://example.org/was#SetZ1Light,6,-1,-1,8,0.5000,3,3,0,0,http://example.org/was#SetZ1Light@6;http://example.org/was#SetZ2Light@8,fault-detector-v2,phase2-v2
