StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
0,19.24,0.00,22.73,0.00,8.61,101.80,0.00,0.17,16.06,0.00,12.95
1,8.95,3.95,12.55,7.11,0.99,0.00,0.00,0.00,19.23,129.50,2.54
2,11.06,0.00,0.00,129.50,17.39,19.02,1.89,8.02,3.14,7.50,0.00
3,0.00,0.00,0.00,0.00,0.00,62.02,0.00,0.00,-0.05,0.00,0.00
8,0.00,0.00,0.00,0.00,0.00,0.00,57.97,0.00,0.00,0.00,0.00
16,-0.55,0.00,0.00,-0.55,0.00,0.00,-0.05,3.54,0.00,22.64,-0.30
24,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,58.69,0.00
649,-0.55,60.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
657,0.00,0.00,-2.05,0.00,-0.55,65.72,0.00,0.00,-0.05,0.00,-0.30
1284,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.56,0.00
1285,-2.51,-0.55,-0.55,-0.55,-0.55,35.00,-0.05,0.00,0.00,0.00,0.00
1286,0.00,0.00,-0.55,0.00,0.00,10.00,-0.05,15.36,0.00,0.00,0.00
1287,0.00,0.00,0.00,27.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1290,0.00,0.00,0.00,0.00,0.00,0.00,66.85,0.00,0.00,0.00,0.00
1292,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.56,0.00
1293,-1.52,0.00,0.00,0.00,-0.55,83.32,0.00,0.00,0.00,0.00,0.00
1298,8.25,19.02,4.25,15.83,8.44,0.00,9.51,100.00,17.00,19.00,0.00
1300,0.00,0.00,0.00,0.00,0.00,57.70,0.00,0.00,0.00,0.00,0.00
1301,-2.05,-0.55,0.00,0.00,-0.55,0.00,0.00,0.00,-0.05,19.00,-0.30
1305,-0.55,-0.55,-1.22,-0.55,-0.55,52.75,-0.34,-0.05,-0.05,0.00,-0.30
1308,0.00,0.00,0.00,0.00,0.00,0.00,8.40,0.00,0.00,0.00,-0.30
1309,-0.55,-0.55,0.00,-0.55,-0.55,34.39,-0.05,0.00,-0.05,0.00,0.00
1419,0.00,68.62,0.00,0.00,0.00,0.00,0.00,0.00,-0.29,0.00,0.00
1422,0.00,0.00,-0.55,0.00,0.00,68.62,-0.11,0.00,0.00,0.00,-0.30
1440,0.00,0.00,0.00,0.00,-0.55,61.26,-0.15,0.00,0.00,0.00,0.00
1441,-0.55,-0.55,-0.55,1.03,27.72,100.00,16.02,0.81,0.00,16.15,24.20
1442,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,33.99,0.00,0.00,0.00
1443,0.00,0.00,-0.55,0.00,0.00,61.26,0.00,0.00,0.00,0.00,0.00
1444,0.00,0.00,0.00,0.00,-0.55,79.41,0.00,0.00,-0.05,0.00,-0.30
1445,0.00,0.00,0.00,46.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1446,0.00,0.00,-1.05,0.00,0.00,0.00,-0.25,40.95,0.00,0.00,-0.32
1447,0.00,-0.55,0.35,0.00,0.00,0.00,0.00,52.17,0.00,-0.10,-0.30
1448,0.00,0.00,0.00,48.36,0.00,0.00,2.39,0.00,0.00,0.00,0.00
1449,0.00,52.17,0.00,0.00,0.00,0.00,0.00,0.00,-1.72,0.00,0.00
