StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
1450,0.00,0.00,0.00,0.00,0.00,79.41,0.00,0.00,5.24,-0.15,0.00
1452,-0.55,0.00,0.00,0.00,-0.55,0.00,20.60,0.00,0.00,0.00,0.00
1456,-1.39,0.00,-0.55,-1.63,-0.55,0.00,-0.48,0.00,-2.85,-4.87,-0.79
1457,0.00,94.77,0.00,1.16,4.58,0.00,3.05,0.00,0.00,0.00,0.00
1460,0.00,0.00,17.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1464,0.00,0.00,0.00,0.00,0.00,96.91,0.00,0.00,0.00,0.00,0.00
1465,-0.55,0.00,0.00,0.00,0.00,0.00,45.91,0.00,0.00,0.00,0.00
1468,0.00,0.00,0.00,0.00,-0.67,0.00,0.00,-2.69,0.00,-0.14,-0.54
1811,0.20,0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.20,0.00,0.00
1814,0.00,0.00,0.00,0.00,0.00,0.69,0.00,0.00,0.00,0.00,0.00
1856,1.05,0.20,1.52,0.68,-18.71,5.82,2.04,0.00,0.72,2.00,0.97
1857,1.06,0.78,0.00,0.00,-1.47,0.00,1.03,0.20,0.88,2.00,0.88
1858,0.00,0.00,0.00,1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1859,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,1.76,0.00
1860,0.00,0.00,0.00,1.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1861,2.80,0.00,0.00,0.00,-10.00,0.00,0.00,0.00,0.00,0.00,0.20
1862,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1863,0.22,0.00,2.45,0.00,0.00,0.00,0.00,0.69,0.00,0.00,0.00
1864,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.82,0.00
1865,0.70,0.00,0.00,3.84,-8.86,0.00,0.20,0.27,0.20,0.00,0.20
1868,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00
1872,0.00,2.67,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00
1873,0.00,1.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1874,0.00,0.00,0.00,0.00,-8.29,0.00,0.20,1.44,0.00,0.00,0.00
1876,0.00,0.22,0.00,0.27,-10.00,0.00,0.00,0.00,0.00,1.98,0.00
1880,0.00,0.00,2.55,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00
1881,0.20,1.67,4.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1884,0.00,0.00,0.00,0.00,0.00,0.00,1.91,0.00,0.00,0.00,0.20
