StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
0,3,0,4,0,1,322,0,1,2,0,2
1,4,1,3,1,1,0,0,0,2,313,2
2,1,0,0,325,3,2,2,2,1,2,0
3,0,0,0,0,0,9,0,0,1,0,0
8,0,0,0,0,0,0,11,0,0,0,0
16,1,0,0,1,0,0,1,2,0,9,1
24,0,0,0,0,0,0,1,0,0,7,0
649,1,17,0,0,0,0,0,0,0,0,0
657,0,0,1,0,1,10,0,0,1,0,1
1284,0,0,0,0,0,0,0,0,0,3,0
1285,1,1,1,1,1,4,1,0,0,0,0
1286,0,0,1,0,0,1,1,8,0,0,0
1287,0,0,0,3,0,0,0,0,0,0,0
1290,0,0,0,0,0,0,22,0,0,0,0
1292,0,0,0,0,0,0,0,0,0,5,0
1293,2,0,0,0,1,17,0,0,0,0,0
1298,1,2,2,2,1,0,2,328,2,2,0
1300,0,0,0,0,0,8,0,0,0,0,0
1301,1,1,0,0,1,0,0,0,1,2,1
1305,1,1,1,1,1,7,1,1,1,0,1
1308,0,0,0,0,0,0,4,0,0,0,1
1309,1,1,0,1,1,4,1,0,1,0,0
1419,0,11,0,0,0,0,0,0,6,0,0
1422,0,0,1,0,0,11,2,0,0,0,1
1440,0,0,0,0,1,9,3,0,0,0,0
1441,1,1,1,3,6,322,2,2,0,2,4
1442,1,0,0,0,0,0,0,11,0,0,0
1443,0,0,1,0,0,9,0,0,0,0,0
1444,0,0,0,0,1,15,0,0,1,0,1
1445,0,0,0,6,0,0,0,0,0,0,0
1446,0,0,2,0,0,0,5,5,0,0,1
1447,0,1,1,0,0,0,0,7,0,2,1
1448,0,0,0,13,0,0,1,0,0,0,0
1449,0,7,0,0,0,0,0,0,1,0,0
1450,0,0,0,0,0,15,0,0,1,3,0
1452,1,0,0,0,1,0,5,0,0,0,0
1456,2,0,1,3,1,0,1,0,1,362,2
1457,0,28,0,1,1,0,1,0,0,0,0
1460,0,0,6,0,0,0,0,0,0,0,0
1464,0,0,0,0,0,33,0,0,0,0,0
1465,1,0,0,0,0,0,9,0,0,0,0
1468,0,0,0,0,1,0,0,77,0,1,1
1811,1,0,0,0,0,0,0,7,1,0,0
1814,0,0,0,0,0,4,0,0,0,0,0
1856,2,1,3,3,3,40,5,0,2,320,3
1857,4,3,0,0,1,0,3,1,3,317,3
1858,0,0,0,9,0,0,0,0,0,0,0
1859,0,0,0,0,0,0,0,0,1,20,0
1860,0,0,0,8,0,0,0,0,0,0,0
1861,13,0,0,0,1,0,0,0,0,0,1
1862,0,0,0,1,0,0,0,0,0,0,0
1863,1,0,13,0,0,0,0,4,0,0,0
1864,0,0,0,0,0,0,0,0,0,23,0
1865,2,0,0,25,1,0,1,1,1,0,1
1868,0,0,0,0,0,0,0,0,0,2,0
1872,0,14,0,0,0,1,0,0,0,0,0
1873,0,15,0,0,0,0,0,0,0,0,0
1874,0,0,0,0,1,0,1,12,0,0,0
1876,0,1,0,1,1,0,0,0,0,43,0
1880,0,0,14,0,0,0,0,0,1,0,0
1881,1,17,21,0,0,0,0,0,0,0,0
1884,0,0,0,0,0,0,7,0,0,0,1
