StateIndex,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
0,7.91,0.25,0.00,89.50,6.88,6.20,19.26,8.41,0.00
1,9.00,0.85,11.62,0.14,1.40,4.11,4.62,101.80,7.19
2,0.00,13.70,12.84,89.50,3.49,7.62,-0.27,28.30,-0.02
3,-0.05,0.00,-0.05,0.00,0.35,76.51,-0.55,0.00,0.00
4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.65,0.00
8,67.30,0.00,0.00,0.00,-1.05,-0.55,0.00,0.00,0.00
12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.85,0.00
69,0.00,0.00,0.00,0.00,52.82,-0.55,0.00,0.00,0.00
134,0.00,0.00,-0.05,40.50,0.00,-0.55,-0.55,0.00,0.00
199,0.00,0.00,0.00,0.00,-18.10,0.00,0.00,4.65,0.00
208,0.57,0.00,0.00,0.00,0.00,-0.74,-19.38,4.60,0.42
209,0.70,0.23,0.64,2.00,0.00,0.20,0.00,1.89,0.00
210,1.68,0.00,0.80,1.63,9.06,0.20,-9.93,2.00,1.22
211,0.00,1.99,0.00,0.00,0.79,0.24,0.00,0.00,0.54
212,0.00,0.00,0.20,0.00,-14.81,0.00,0.00,0.00,0.00
213,0.00,0.00,0.20,1.54,0.00,0.00,0.00,0.20,0.00
214,0.00,0.00,0.00,1.49,0.00,0.00,0.00,0.00,0.00
215,0.00,0.00,0.00,0.00,3.64,0.00,0.00,0.00,0.00
216,0.00,0.00,0.20,1.54,0.22,0.00,0.00,0.22,0.00
220,0.00,0.36,0.00,1.78,0.00,11.40,0.00,0.00,0.36
265,0.00,0.85,0.00,0.00,-0.55,0.00,0.00,72.70,0.00
333,0.15,-0.05,-0.05,-2.54,-0.31,0.00,0.00,0.00,-0.30
473,0.20,0.25,0.22,1.86,0.23,0.38,0.00,3.97,0.00
477,0.43,0.00,0.00,0.00,0.00,18.52,-10.00,0.00,0.22
522,0.00,0.00,0.31,0.00,1.68,122.11,0.98,0.00,1.41
654,0.00,0.00,0.00,0.00,0.00,0.00,0.00,115.46,-0.30
730,1.01,6.01,7.71,0.00,20.00,0.25,-20.87,2.56,4.87
734,0.00,0.00,0.00,0.20,19.83,0.00,0.00,0.00,0.00
779,0.00,0.00,-4.53,-0.10,-0.69,10.00,0.00,0.00,-0.31
800,30.52,0.85,8.58,24.35,28.54,5.67,15.97,100.00,8.36
801,0.00,40.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00
802,24.85,-0.05,0.80,5.46,0.00,0.00,13.57,100.00,1.41
803,-0.39,-4.73,1.66,0.00,-0.91,0.00,-0.55,0.00,-1.16
804,0.00,0.00,0.00,0.00,73.07,0.00,0.00,0.00,0.00
808,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.13,0.00
809,0.00,0.00,-0.05,0.00,3.14,0.00,-0.55,92.02,0.00
810,0.00,0.00,0.00,0.00,0.00,101.81,0.00,0.00,0.00
811,-4.73,0.00,-0.25,0.00,-0.86,10.00,0.00,0.00,0.00
812,0.00,0.00,0.00,-3.70,3.67,0.00,0.00,0.00,-0.56
869,0.00,0.00,0.40,-0.43,0.00,0.00,-0.55,61.26,0.00
877,5.08,-4.87,0.00,0.00,2.65,-0.55,0.00,0.00,-0.33
934,0.00,80.25,0.00,0.29,-2.34,0.00,0.00,0.00,0.00
942,3.42,0.00,0.00,11.07,0.00,-0.55,-0.55,99.91,0.00
