profile,condition,n_seeds,mean_first_goal,ci_lo,ci_hi
lab2,pbrs_on,10,1280.0215711633284,1259.2913461993091,1301.5775047393722
lab3,pbrs_on,10,1350.5532205660436,1332.8229684010016,1366.24052933008
