profile,condition,n_seeds,mean_first_goal,ci_lo,ci_hi
lab2,pbrs_on,5,1288.0344018177143,1265.0013859646401,1311.0674176707885
lab3,pbrs_on,5,1371.882096111629,1356.3181030568176,1389.4736019409522
