profile,mode,n_seeds,goal_rate_mean,goal_rate_ci_lo,goal_rate_ci_hi,avg_steps_mean,avg_steps_ci_lo,avg_steps_ci_hi,avg_dev_mean,avg_dev_ci_lo,avg_dev_ci_hi,avg_policy_energy_mean,avg_policy_energy_ci_lo,avg_policy_energy_ci_hi,avg_legacy_wallclock_energy_mean,avg_legacy_wallclock_energy_ci_lo,avg_legacy_wallclock_energy_ci_hi,avg_wasted_mean,avg_wasted_ci_lo,avg_wasted_ci_hi,avg_cycling_mean,avg_cycling_ci_lo,avg_cycling_ci_hi,avg_redundant_mean,avg_redundant_ci_lo,avg_redundant_ci_hi
lab4chain3,ql_false,10,1.0,1.0,1.0,1.7625,1.575,1.9875,2.6625,2.1,3.3375,2.0,1.6,2.462812499999995,4.2725,3.2449999999999997,5.487562499999999,0.0,0.0,0.0,1.7625,1.575,1.9875,1.7625,1.575,1.9875
lab4chain3,ql_true,10,1.0,1.0,1.0,1.5,1.5,1.5,1.875,1.875,1.875,1.025,1.0,1.0625,2.9325,2.8850000000000002,2.9825,0.0,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5
lab4chain3,rule_based,10,1.0,1.0,1.0,1.5,1.5,1.5,1.875,1.875,1.875,1.25,1.25,1.25,2.8575,2.805,2.9225000000000003,0.0,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5
labband,ql_false,10,0.9875,0.96875,1.0,1.6125,1.34,1.9050312499999995,0.9137500000000001,0.6325000000000001,1.2225,2.1412500000000003,1.49875,2.80375,11.790000000000001,10.307500000000001,13.304999999999998,0.45125000000000004,0.19871875000000003,0.7512812499999997,1.1612500000000001,1.0675,1.2550000000000001,1.6125,1.34,1.9050312499999995
labband,ql_true,10,0.99375,0.98125,1.0,1.46,1.295,1.65,0.76,0.5874687500000001,0.9612499999999999,1.7875,1.355,2.25253125,11.067499999999999,10.127500000000001,12.06625,0.16999999999999998,0.030000000000000006,0.41875,1.29,1.15375,1.4287812499999997,1.46,1.295,1.65
labband,rule_based,10,0.4375,0.4375,0.4375,11.4375,11.4375,11.4375,15.0,15.0,15.0,11.1875,11.1875,11.1875,32.246249999999996,31.94625,32.496249999999996,0.0,0.0,0.0,11.4375,11.4375,11.4375,11.4375,11.4375,11.4375
labrel0,ql_false,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.67,4.5200000000000005,4.83,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel0,ql_true,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.720000000000001,4.59,4.85,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel0,rule_based,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.4799999999999995,4.37,4.589999999999999,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel16,ql_false,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.58,4.44,4.7299999999999995,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
