profile,mode,n_seeds,goal_rate_mean,goal_rate_ci_lo,goal_rate_ci_hi,avg_steps_mean,avg_steps_ci_lo,avg_steps_ci_hi,avg_dev_mean,avg_dev_ci_lo,avg_dev_ci_hi,avg_energy_mean,avg_energy_ci_lo,avg_energy_ci_hi,avg_wasted_mean,avg_wasted_ci_lo,avg_wasted_ci_hi,avg_cycling_mean,avg_cycling_ci_lo,avg_cycling_ci_hi,avg_redundant_mean,avg_redundant_ci_lo,avg_redundant_ci_hi
lab1,ql_false,10,1.0,1.0,1.0,0.5,0.5,0.5,1.125,1.125,1.125,4.43,4.375,4.4875,0.4574999999999999,0.42750000000000005,0.48250000000000004,0.0,0.0,0.0,0.4574999999999999,0.42750000000000005,0.48250000000000004
lab1,ql_true,10,1.0,1.0,1.0,0.5,0.5,0.5,1.125,1.125,1.125,4.3975,4.3149999999999995,4.495000000000001,0.4525,0.43,0.4725,0.0,0.0,0.0,0.4525,0.43,0.4725
lab1,rule_based,10,1.0,1.0,1.0,0.5,0.5,0.5,1.125,1.125,1.125,4.44,4.382499999999999,4.507499999999999,0.4549999999999999,0.4425,0.465,0.0,0.0,0.0,0.4549999999999999,0.4425,0.465
lab2,ql_false,10,0.9625,0.9375,0.9875,2.08125,1.54375,2.61875,6.68125,5.13125,8.243906249999998,11.77125,10.66871875,12.858843749999998,2.02125,1.49371875,2.55878125,0.68125,0.58125,0.78125,2.7025,2.1062187499999996,3.3012500000000005
lab2,ql_true,10,1.0,1.0,1.0,1.125,1.08125,1.16875,3.83125,3.71875,3.9375,9.809999999999999,9.67621875,9.94625,1.05625,1.01875,1.095,0.4375,0.39375,0.48125,1.49375,1.415,1.57375
lab2,rule_based,10,1.0,1.0,1.0,0.9375,0.9375,0.9375,3.4375,3.4375,3.4375,9.809999999999999,9.7025,9.91375,0.88125,0.8675,0.8949999999999999,0.25,0.25,0.25,1.13125,1.1175,1.145
lab3,ql_false,10,0.99375,0.98125,1.0,1.2875,1.1375,1.525,3.15,2.9625,3.39375,15.28625,14.13625,17.012531250000002,1.2337500000000001,1.0825,1.48,0.60625,0.54375,0.66875,1.8399999999999999,1.65625,2.08378125
lab3,ql_true,10,0.9875,0.96875,1.0,1.49375,1.2125,1.85,3.525,3.09375,4.04375,16.2225,15.511249999999999,17.113781250000002,1.42125,1.14625,1.7725000000000002,0.93125,0.65,1.2875,2.3524999999999996,1.7987499999999996,3.0587812499999996
lab3,rule_based,10,1.0,1.0,1.0,0.875,0.875,0.875,2.6875,2.6875,2.6875,12.681249999999999,12.573749999999999,12.818781249999999,0.80625,0.7962499999999999,0.8162499999999999,0.3125,0.3125,0.3125,1.11875,1.1087500000000001,1.1287500000000001
