DefectComponent,DetectEpisode,ReconvergeEpisode,RecoveryEpisodes,SecondaryDetectEpisode,RecoveredGoalRate,NominalGoal,BestEffortRank,RankShortfall,DegradedMode,BlacklistEvents,DetectorVersion,ProtocolVersion
http://example.org/was#SetZ2Light,0,502,502,2,0.1000,3,0,3,1,http://example.org/was#SetZ2Light@0;http://example.org/was#SetZ1Light@2,fault-detector-v2,phase2-v2
