profile,mode,n_seeds,goal_rate_mean,goal_rate_ci_lo,goal_rate_ci_hi,avg_steps_mean,avg_steps_ci_lo,avg_steps_ci_hi,avg_dev_mean,avg_dev_ci_lo,avg_dev_ci_hi,avg_policy_energy_mean,avg_policy_energy_ci_lo,avg_policy_energy_ci_hi,avg_legacy_wallclock_energy_mean,avg_legacy_wallclock_energy_ci_lo,avg_legacy_wallclock_energy_ci_hi,avg_wasted_mean,avg_wasted_ci_lo,avg_wasted_ci_hi,avg_cycling_mean,avg_cycling_ci_lo,avg_cycling_ci_hi,avg_redundant_mean,avg_redundant_ci_lo,avg_redundant_ci_hi
lab4chain3,ql_false,10,1.0,1.0,1.0,1.7625,1.575,1.9875,2.6625,2.1,3.3375,2.0,1.6,2.462812499999995,4.279999999999999,3.2074375000000006,5.597499999999999,0.0,0.0,0.0,1.7625,1.575,1.9875,1.7625,1.575,1.9875
lab4chain3,ql_true,10,1.0,1.0,1.0,1.83,1.655,2.0225,2.8649999999999998,2.34,3.4425,2.3575,1.75,3.0375,5.0375,3.8624375,6.3375,0.0,0.0,0.0,1.83,1.655,2.0225,1.83,1.655,2.0225
lab4chain3,rule_based,10,1.0,1.0,1.0,1.5,1.5,1.5,1.875,1.875,1.875,1.25,1.25,1.25,2.875,2.8150000000000004,2.925,0.0,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5
labband,ql_false,10,0.9875,0.96875,1.0,1.6125,1.34,1.9050312499999995,0.9137500000000001,0.6325000000000001,1.2225,2.1412500000000003,1.49875,2.80375,11.891250000000001,10.377437500000001,13.476312499999997,0.45125000000000004,0.19871875000000003,0.7512812499999997,1.1612500000000001,1.0675,1.2550000000000001,1.6125,1.34,1.9050312499999995
labband,ql_true,10,0.99375,0.98125,1.0,1.2937500000000002,1.125,1.5537500000000002,0.5925,0.41125,0.8699999999999999,1.38375,0.9637500000000001,1.98875,10.14875,9.1475,11.5713125,0.155,0.02,0.4025,1.13875,1.09,1.18625,1.2937500000000002,1.125,1.5537500000000002
labband,rule_based,10,0.4375,0.4375,0.4375,11.4375,11.4375,11.4375,15.0,15.0,15.0,11.1875,11.1875,11.1875,31.951249999999998,31.681218749999996,32.21874999999999,0.0,0.0,0.0,11.4375,11.4375,11.4375,11.4375,11.4375,11.4375
labrel0,ql_false,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.53,4.43,4.639999999999999,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel0,ql_true,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.6,4.4,4.81,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel0,rule_based,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.4,4.319999999999999,4.48,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel16,ql_false,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.61,4.45,4.75,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel16,ql_true,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.59,4.4399999999999995,4.760249999999997,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel16,rule_based,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.35,4.27,4.43,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel4,ql_false,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.720000000000001,4.55,4.880000000000001,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel4,ql_true,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.6000000000000005,4.4399999999999995,4.7700000000000005,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel4,rule_based,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.42,4.26,4.62,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel8,ql_false,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.5,4.4,4.6,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel8,ql_true,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.550000000000001,4.389999999999999,4.73,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel8,rule_based,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.700000000000001,4.53,4.86,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel8s,ql_false,10,1.0,1.0,1.0,0.6,0.5,0.75,0.3,0.0,0.75,0.7,0.5,1.0,5.18,4.41,6.15,0.0,0.0,0.0,0.6,0.5,0.75,0.6,0.5,0.75
labrel8s,ql_true,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.46,4.3,4.66,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel8s,rule_based,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.59,4.4399999999999995,4.720000000000001,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
