StateIndex,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
0,2,4,0,295,1,0,1,1,0
1,1,0,1,1,1,0,1,308,1
2,2,2,0,288,3,1,0,1,0
3,0,14,1,0,0,0,1,1,0
4,0,0,0,0,7,0,0,0,0
8,1,0,0,15,0,1,0,1,1
12,0,0,0,0,0,0,0,13,0
69,1,0,0,0,21,1,0,0,1
134,0,0,0,0,0,1,0,12,0
199,0,0,0,0,1,0,0,9,0
208,0,0,0,18,0,0,0,2,0
209,4,1,2,3,2,584,3,3,1
210,0,29,0,0,2,16,0,0,0
211,0,0,0,35,0,0,0,0,0
212,0,0,0,10,0,0,0,0,0
213,0,3,4,588,2,1,2,3,2
214,0,0,0,0,38,0,0,2,1
215,3,0,0,0,25,0,0,0,1
216,1,1,0,0,2,0,1,256,0
220,0,1,0,22,0,19,0,0,1
265,0,0,0,0,0,14,1,0,0
333,1,0,2,31,1,1,2,0,2
473,0,0,0,18,1,0,0,2,0
477,0,1,0,12,0,18,1,0,0
522,0,0,0,0,0,15,1,0,0
654,0,1,0,0,1,1,2,30,2
730,0,0,1,83,22,1,1,1,0
734,0,0,0,0,42,0,0,0,1
779,0,24,0,0,0,0,1,26,1
800,5,15,2,1,0,2,1,574,1
801,0,0,0,0,0,0,0,16,0
802,3,0,2,3,2,1,0,292,1
803,12,0,0,0,0,0,1,26,1
804,0,0,0,0,2,0,0,23,1
808,6,4,2,1,1,2,2,31,0
809,1,1,0,0,0,16,0,0,0
810,0,0,0,0,0,21,0,0,0
811,1,384,2,3,4,0,0,0,1
812,13,0,0,0,0,0,0,0,0
869,15,0,1,0,0,0,0,11,1
877,1,3,5,1088,4,4,2,0,3
934,0,9,0,0,0,0,0,0,0
942,0,0,0,0,0,0,0,42,1
