StateIndex,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
0,30.09,12.88,0.00,194.30,-0.57,0.00,-0.57,16.80,0.00
1,11.28,0.00,10.52,11.05,10.52,0.00,12.28,186.47,4.14
2,13.89,9.54,0.00,194.30,34.41,12.08,0.00,11.44,0.00
3,0.00,131.75,-0.57,0.00,0.00,0.00,-0.57,10.12,0.00
4,0.00,0.00,0.00,0.00,85.00,0.00,0.00,0.00,0.00
8,16.47,0.00,0.00,139.83,0.00,-0.57,0.00,10.12,-0.57
12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120.61,0.00
69,-0.54,0.00,0.00,0.00,125.83,-0.58,0.00,0.00,-0.57
134,0.00,0.00,0.00,0.00,0.00,-0.58,0.00,97.35,0.00
199,0.00,0.00,0.00,0.00,-9.18,0.00,0.00,24.50,0.00
208,0.00,0.00,0.00,87.97,0.00,0.00,0.00,0.33,0.00
209,26.87,9.12,5.48,28.05,14.92,94.80,3.82,18.86,1.15
210,0.00,126.44,0.00,0.00,0.43,2.65,0.00,0.00,0.00
211,0.00,0.00,0.00,100.91,0.00,0.00,0.00,0.00,0.00
212,0.00,0.00,0.00,67.41,0.00,0.00,0.00,0.00,0.00
213,0.00,9.37,15.63,103.50,9.51,9.37,-17.80,15.51,12.45
214,0.00,0.00,0.00,0.00,84.53,0.00,0.00,0.70,-0.07
215,7.98,0.00,0.00,0.00,76.37,0.00,0.00,0.00,0.58
216,-0.34,-0.29,0.00,0.00,1.89,0.00,-4.28,15.24,0.00
220,0.00,-0.21,0.00,93.31,0.00,2.87,0.00,0.00,0.04
265,0.00,0.00,0.00,0.00,0.00,76.71,1.22,0.00,0.00
333,-2.13,0.00,5.08,109.78,-1.50,-0.58,4.68,0.00,7.40
473,0.00,0.00,0.00,87.54,0.19,0.00,0.00,0.32,0.00
477,0.00,-0.16,0.00,73.91,0.00,2.65,-5.24,0.00,0.00
522,0.00,0.00,0.00,0.00,0.00,105.54,-0.58,0.00,0.00
654,0.00,-0.59,0.00,0.00,-3.82,-0.59,1.99,161.67,1.99
730,0.00,0.00,8.53,102.48,3.07,0.21,-9.12,0.28,0.00
734,0.00,0.00,0.00,0.00,90.36,0.00,0.00,0.00,-0.10
779,0.00,3.54,0.00,0.00,0.00,0.00,-0.26,96.81,-0.04
800,32.31,19.66,5.01,9.48,0.00,7.55,8.91,103.50,0.28
801,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.32,0.00
802,23.37,0.00,9.88,21.19,6.55,4.26,0.00,103.50,-0.09
803,1.87,0.00,0.00,0.00,0.00,0.00,-0.34,96.81,-0.09
804,0.00,0.00,0.00,0.00,8.78,0.00,0.00,94.33,-0.09
808,1.09,19.37,-18.41,0.18,-0.32,-0.64,-0.55,99.55,0.00
809,0.17,0.17,0.00,0.00,0.00,29.03,0.00,0.00,0.00
810,0.00,0.00,0.00,0.00,0.00,111.89,0.00,0.00,0.00
811,0.17,16.15,3.52,2.57,0.80,0.00,0.00,0.00,1.25
812,47.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
869,2.24,0.00,-0.89,0.00,0.00,0.00,0.00,70.68,-0.09
877,1.92,2.99,-31.63,16.00,-3.20,2.16,1.49,0.00,2.79
934,0.00,45.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00
942,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101.27,1.66
