StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
1452,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.28,0.00,-2.84,0.00
1456,0.00,0.00,0.00,0.00,0.00,89.50,1.67,0.00,-4.14,-0.05,-0.30
1457,0.00,77.51,1.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1460,0.68,0.00,0.00,0.00,0.00,10.05,0.00,0.00,-0.05,-1.03,-0.30
1464,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,-4.15,-2.93,0.00
1465,0.00,0.00,0.00,0.00,0.00,65.46,0.00,0.00,0.00,0.00,0.00
1468,0.00,-0.57,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,-1.99,0.00
1811,0.00,0.00,-10.14,0.00,0.00,0.00,0.00,1.84,0.00,0.00,0.20
1814,-4.05,0.00,0.00,0.00,9.06,0.00,0.00,0.00,0.00,0.00,0.00
1856,1.36,0.74,1.08,0.00,-19.26,9.99,2.59,0.85,2.03,2.00,1.83
1857,0.75,0.00,0.54,3.80,-27.98,1.38,1.12,0.20,0.20,0.38,0.40
1858,0.57,0.52,1.16,0.63,-3.49,0.22,0.22,0.20,0.34,2.00,0.22
1859,0.00,0.00,0.00,1.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1860,0.53,0.20,0.00,0.00,0.00,0.28,0.20,0.00,0.20,1.63,0.20
1861,0.22,0.00,13.70,0.00,-9.14,0.00,0.00,0.00,0.48,0.00,0.57
1862,0.00,0.32,0.71,0.00,0.00,6.62,0.42,0.00,0.00,0.54,0.00
1863,0.00,0.00,1.36,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1864,0.00,0.00,0.00,2.08,0.00,0.25,0.00,0.00,0.00,0.00,0.00
1865,0.00,1.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1868,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.99,0.00
1872,0.00,0.22,0.00,15.95,-7.97,0.00,0.20,0.00,0.00,0.00,0.00
1873,0.00,2.00,0.48,0.38,-9.75,1.38,0.56,0.00,0.83,0.00,0.38
1874,0.27,0.00,3.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20
1876,0.00,0.00,1.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1880,0.00,0.20,0.25,0.00,-10.14,0.00,0.00,0.20,0.20,1.80,0.00
1881,0.00,0.00,0.22,2.11,0.00,0.52,3.79,0.36,0.00,0.00,0.00
1884,0.00,0.00,1.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
