StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
0,14.96,4.06,6.41,-0.19,8.63,103.30,5.37,0.00,17.31,0.00,13.58
1,-1.02,6.54,12.47,2.01,10.45,28.15,15.52,0.00,21.20,131.00,-0.29
2,27.87,4.06,8.76,27.54,16.20,103.30,17.57,4.06,17.57,0.00,6.32
3,0.00,0.00,0.00,73.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8,2.02,119.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16,0.00,0.00,67.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24,-0.55,0.00,57.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
649,0.00,0.00,0.00,78.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00
657,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.02,0.00
1284,0.00,0.00,-0.55,-0.55,0.00,0.00,-0.05,18.46,-0.05,0.00,0.00
1285,0.00,0.00,0.00,0.00,0.00,43.05,0.00,0.00,0.00,0.00,-0.30
1286,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,13.55,0.00,0.00,0.00
1287,0.00,-0.55,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,-0.16,0.00
1290,-0.55,27.10,0.00,0.00,-1.04,0.00,-0.98,0.00,0.00,0.00,-0.30
1292,-4.14,-0.55,-0.55,-0.55,-0.13,100.36,0.00,-0.05,-0.05,0.00,0.00
1293,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,34.56,-0.30
1298,0.00,0.00,0.00,0.00,-0.55,76.57,0.00,0.00,0.00,0.00,0.00
1300,-3.17,-0.55,-0.55,-0.55,-0.55,34.86,0.00,-0.05,-0.05,0.00,-0.56
1301,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,47.09,0.00
1305,0.00,0.00,0.00,0.00,0.36,102.41,0.00,-0.05,0.00,0.00,0.00
1308,0.00,0.00,-0.55,-0.55,-0.55,34.82,0.00,0.00,0.00,0.00,0.00
1309,46.41,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00
1419,0.00,0.00,0.00,83.74,0.00,0.00,0.00,0.00,-0.31,0.00,-0.30
1422,0.00,0.00,0.00,0.00,0.00,81.88,-0.05,0.00,0.00,0.00,0.00
1440,-0.55,0.00,0.00,38.29,-0.55,0.00,0.00,-0.11,0.00,0.00,0.00
1441,7.11,-1.04,-1.07,-0.13,-0.62,100.50,14.34,17.21,11.96,13.25,0.34
1442,0.00,0.00,0.00,61.56,0.00,0.00,-0.22,0.00,0.00,0.00,-0.30
1443,0.00,0.00,0.00,0.00,0.00,61.56,0.00,0.00,0.00,0.00,-0.30
1444,0.00,0.00,0.00,0.00,-0.55,10.05,-2.23,0.00,0.00,0.00,0.00
1445,0.00,0.00,0.00,47.09,0.00,0.00,0.00,0.00,-0.05,0.00,0.00
1446,0.00,0.00,0.00,0.00,0.00,0.00,-2.32,0.00,0.30,0.00,0.00
1447,-0.55,0.00,0.00,0.00,0.00,19.10,0.00,0.00,0.00,-2.25,-0.34
1448,-1.05,0.00,0.00,-0.64,0.00,0.00,1.11,-3.31,0.00,0.00,0.00
1449,0.00,0.00,0.00,0.00,-0.55,72.12,0.00,0.00,0.00,0.00,-0.30
1450,0.00,0.00,0.00,0.00,0.00,65.46,0.00,0.00,0.00,0.00,0.00
