StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
0,1,304,2,3,1,1,1,0,1,2,4
1,0,316,1,2,0,3,1,1,1,0,1
2,1,329,0,4,0,0,1,2,0,3,3
3,0,8,0,0,0,1,0,0,1,0,0
8,0,9,0,0,0,0,0,0,0,0,0
16,1,21,0,0,0,0,0,0,0,0,0
24,0,12,0,0,0,0,0,0,0,0,0
649,0,11,0,0,0,0,0,0,0,0,0
657,0,11,0,0,1,0,0,0,0,0,0
1284,1,2,3,2,1,332,0,0,3,3,1
1285,3,4,1,0,2,1,2,2,0,316,0
1286,1,0,0,2,2,332,0,2,1,1,0
1287,0,0,0,0,0,0,0,0,0,10,0
1290,0,15,1,0,0,0,0,0,0,0,0
1292,0,0,0,0,0,15,0,0,0,0,0
1293,0,0,0,0,0,17,0,0,1,0,0
1298,0,11,1,0,1,0,0,0,0,0,0
1300,0,0,0,0,0,29,1,0,0,0,0
1301,0,0,1,0,0,10,1,2,0,1,0
1305,0,11,0,0,0,0,0,0,0,0,0
1308,0,0,0,0,0,1,0,0,0,15,0
1309,0,0,0,0,0,16,0,0,0,0,0
1419,0,0,0,0,0,0,0,0,0,15,0
1422,1,0,1,1,0,0,0,0,0,17,1
1440,4,1,1,1,0,39,0,0,1,0,87
1441,0,1,0,1,0,17,0,23,3,2,19
1442,0,0,1,1,0,0,0,197,1,2,0
1443,0,0,1,0,0,0,0,8,1,1,1
1444,1,0,0,0,0,0,0,0,21,0,0
1445,1,1,2,1,1,1,1,315,1,2,0
1446,1,1,0,0,0,0,0,0,4,0,1
1447,0,0,0,0,0,0,0,11,0,0,0
1448,0,0,0,0,0,0,12,0,1,0,2
1449,0,0,0,0,0,1,36,0,1,0,1
1450,0,0,1,0,0,0,197,2,0,0,3
1452,1,0,0,0,0,0,0,0,0,0,0
1456,0,0,19,0,0,0,0,0,1,0,21
1457,0,0,2,1,0,0,0,128,1,0,10
1460,1,0,14,0,0,0,0,0,1,0,0
1464,0,0,1,0,0,0,7,0,2,0,0
1465,0,0,1,2,0,0,127,0,0,1,1
1468,1,0,0,0,0,1,15,0,0,0,0
1811,0,0,1,0,0,6,0,0,0,0,1
1814,1,0,1,1,0,14,1,0,0,0,1
1856,5,4,2,2,3,4,2,1,1,411,88
1857,2,1,4,22,5,1,3,2,1,322,12
1858,0,0,0,50,20,0,0,0,0,0,1
1859,0,0,0,7,1,0,0,0,0,0,0
1860,377,5,5,8,6,3,5,1,5,1,70
1861,5,0,0,0,0,0,0,0,0,0,0
1862,0,1,2,334,0,1,2,2,1,0,1
1863,0,0,0,7,0,0,0,0,0,0,1
1864,1,0,1,0,2,0,13,1,1,0,15
1865,1,0,0,20,0,1,0,1,0,0,2
1868,3,1,0,0,1,0,16,1,0,0,11
1872,1,0,29,1,1,0,0,0,1,0,4
1873,0,0,30,0,0,0,1,1,1,0,2
1874,0,0,57,0,1,0,1,0,0,0,1
1876,1,1,43,0,1,1,0,1,1,0,4
1880,0,0,0,0,1,0,6,0,0,0,0
1881,3,0,7,0,1,3,1,0,0,24,1
1884,0,0,0,0,1,0,6,0,0,0,0
