StateIndex,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
0,0,1,0,0,0,0,1,286,1
1,1,1,1,0,0,288,3,0,0
2,0,2,3,1,0,278,2,2,0
3,0,0,0,14,0,0,0,0,0
4,0,0,0,0,0,0,0,11,0
8,0,0,0,0,0,0,0,20,0
12,0,0,0,16,0,0,1,0,0
69,1,299,0,1,1,0,2,1,1
134,1,291,1,0,0,0,1,0,3
199,0,18,0,0,0,0,0,0,0
208,2,1,2,293,1,1,1,0,1
209,2,284,2,1,0,3,0,0,2
210,0,0,0,9,0,0,0,0,0
211,0,18,0,0,0,0,0,1,0
212,0,0,0,26,0,0,0,0,0
213,0,0,0,8,0,0,0,0,1
214,0,11,0,0,0,0,0,0,0
215,0,19,0,0,0,0,0,0,0
216,0,0,0,34,0,0,0,0,0
220,0,0,0,8,0,0,0,0,0
265,0,0,0,0,0,0,0,16,0
333,3,1,1,304,1,0,1,1,1
473,1,2,0,308,0,1,2,1,3
477,0,0,0,12,0,0,0,1,0
522,1,0,0,0,0,10,0,0,0
654,0,1,4,309,1,2,0,1,1
730,0,0,0,8,0,0,0,0,0
734,0,0,1,21,0,0,0,0,0
779,0,0,0,0,0,11,0,0,1
800,1,3,1,1,5,1,0,277,0
801,0,0,0,0,0,9,0,1,0
802,0,1,0,0,0,18,0,0,0
803,0,0,0,0,0,23,0,0,0
804,0,0,0,0,0,0,0,20,0
808,0,0,0,0,0,0,0,16,0
809,0,0,0,0,0,14,0,0,1
810,0,0,0,0,0,17,0,0,0
811,0,0,0,0,0,0,0,15,0
812,0,0,0,0,0,0,0,29,0
869,0,0,0,0,1,0,1,26,2
877,2,2,0,0,0,0,0,322,3
934,0,0,0,1,0,0,0,37,0
942,0,0,0,1,1,0,0,334,1
