StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
1309,70.18,0.00,0.00,0.00,-0.59,0.00,0.00,0.00,0.00,0.00,0.00
1419,0.00,0.00,0.00,85.41,0.00,0.00,0.00,0.00,1.05,0.00,-0.10
1422,0.00,0.00,0.00,0.00,0.00,83.51,-9.19,0.00,0.00,0.00,0.00
1440,-0.35,0.00,0.00,40.35,-0.35,0.00,0.00,0.39,0.00,0.00,0.00
1441,8.23,-0.66,-0.53,0.27,-0.10,102.50,18.10,18.24,4.16,14.18,0.74
1442,0.00,0.00,0.00,62.79,0.00,0.00,0.76,0.00,0.00,0.00,-0.10
1443,0.00,0.00,0.00,0.00,0.00,62.79,0.00,0.00,0.00,0.00,-0.10
1444,0.00,0.00,0.00,0.00,-0.35,10.25,7.67,0.00,0.00,0.00,0.00
1445,0.00,0.00,0.00,48.03,0.00,0.00,0.00,0.00,-10.09,0.00,0.00
1446,0.00,0.00,0.00,0.00,0.00,0.00,7.98,0.00,-7.29,0.00,0.00
1447,-0.35,0.00,0.00,0.00,0.00,19.47,0.00,0.00,0.00,7.75,0.08
1448,-0.61,0.00,0.00,-0.02,0.00,0.00,1.38,11.39,0.00,0.00,0.00
1449,0.00,0.00,0.00,0.00,-0.35,73.55,0.00,0.00,0.00,0.00,-0.10
1450,0.00,0.00,0.00,0.00,0.00,66.76,0.00,0.00,0.00,0.00,0.00
1452,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.00,9.77,0.00
1456,0.00,0.00,0.00,0.00,0.00,91.28,1.91,0.00,-14.27,0.16,-0.10
1457,0.00,79.05,2.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1460,1.10,0.00,0.00,0.00,0.00,10.25,0.00,0.00,-10.09,3.56,-0.10
1464,0.00,-0.35,0.00,0.00,0.00,0.00,0.00,0.00,-14.26,10.10,0.00
1465,0.00,0.00,0.00,0.00,0.00,66.76,0.00,0.00,0.00,0.00,0.00
1468,0.00,-0.26,0.00,-0.35,0.00,0.00,0.00,0.00,0.00,6.85,0.00
1811,0.00,0.00,-14.27,0.00,0.00,0.00,0.00,94.32,0.00,0.00,-0.10
1814,-2.25,0.00,0.00,0.00,7.02,0.00,0.00,0.00,0.00,0.00,0.00
1856,0.10,1.40,0.83,0.00,-24.13,16.81,-0.04,-0.98,0.62,102.50,0.56
1857,7.57,0.00,8.60,93.80,-23.26,1.07,7.33,-0.35,-0.35,19.47,3.20
1858,9.32,-0.55,4.62,5.41,5.63,1.08,-0.33,10.25,6.77,102.50,-0.08
1859,0.00,0.00,0.00,62.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1860,-0.09,-0.35,0.00,0.00,0.00,4.48,-0.35,0.00,-0.35,83.51,-0.10
1861,-0.33,0.00,10.62,0.00,-9.19,0.00,0.00,0.00,-0.13,0.00,0.19
1862,0.00,-0.25,0.55,0.00,0.00,5.13,-0.17,0.00,0.00,27.78,0.00
1863,0.00,0.00,1.05,19.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1864,0.00,0.00,0.00,33.80,0.00,0.19,0.00,0.00,0.00,0.00,0.00
1865,0.00,70.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1868,-0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101.91,0.00
1872,0.00,-0.11,0.00,12.36,-10.58,0.00,-0.35,0.00,0.00,0.00,0.00
1873,0.00,102.50,6.11,9.37,-10.93,7.59,8.57,0.00,8.24,0.00,9.13
1874,0.87,0.00,83.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10
1876,0.00,0.00,35.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1880,0.00,-0.35,0.19,0.00,-14.27,0.00,0.00,-0.35,-0.35,92.41,0.00
1881,0.00,0.00,1.08,1.87,0.00,7.52,88.44,-0.22,0.00,0.00,0.00
1884,0.00,0.00,31.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
