StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
0,28.27,8.11,9.15,-0.07,18.61,234.30,6.87,0.00,35.55,0.00,22.51
1,-2.03,10.57,30.04,4.02,24.88,51.91,30.57,0.00,37.67,234.30,-0.57
2,59.33,8.11,20.52,45.20,38.44,234.30,38.82,8.11,38.80,0.00,11.20
3,0.00,0.00,0.00,144.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8,3.28,221.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16,0.00,0.00,153.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24,-1.06,0.00,105.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
649,0.00,0.00,0.00,131.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00
657,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112.46,0.00
1284,0.00,0.00,-0.59,-0.59,0.00,0.00,-0.59,30.52,-0.59,0.00,0.00
1285,0.00,0.00,0.00,0.00,0.00,42.44,0.00,0.00,0.00,0.00,-0.59
1286,0.00,0.00,0.00,0.00,0.31,0.00,0.00,54.98,0.00,0.00,0.00
1287,0.00,-1.09,0.00,0.00,0.00,0.00,-0.59,0.00,0.00,19.27,0.00
1290,-1.09,80.12,0.00,0.00,-1.12,0.00,-3.71,0.00,0.00,0.00,-0.59
1292,-8.27,-1.09,-0.59,-0.59,-0.14,185.08,0.00,-0.59,-0.59,0.00,0.00
1293,0.00,0.00,0.00,-0.59,0.00,0.00,0.00,0.00,0.00,69.12,-0.59
1298,0.00,0.00,0.00,0.00,-0.59,112.36,0.00,0.00,0.00,0.00,0.00
1300,-6.89,-1.09,-0.59,-0.59,-0.59,39.41,0.00,-0.59,-0.59,0.00,-1.12
1301,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,94.18,0.00
1305,0.00,0.00,0.00,0.00,0.31,174.46,0.00,-0.59,0.00,0.00,0.00
1308,0.00,0.00,-0.59,-0.59,-0.59,37.87,0.00,0.00,0.00,0.00,0.00
