StateIndex,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
0,14.04,4.83,0.00,91.00,-0.54,0.00,-0.54,10.28,0.00
1,8.18,0.00,7.90,0.88,7.40,0.00,8.01,104.92,4.04
2,6.18,1.85,0.00,91.00,14.31,10.45,0.00,10.20,0.00
3,0.00,52.43,-0.04,0.00,0.00,0.00,-0.54,10.15,0.00
4,0.00,0.00,0.00,0.00,37.74,0.00,0.00,0.00,0.00
8,7.84,0.00,0.00,58.04,0.00,-0.54,0.00,10.15,-0.29
12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.57,0.00
69,0.00,0.00,0.00,0.00,63.72,-0.54,0.00,0.00,-0.29
134,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,74.41,0.00
199,0.00,0.00,0.00,0.00,-10.06,0.00,0.00,2.37,0.00
208,0.00,0.00,0.00,1.70,0.00,0.00,0.00,0.40,0.00
209,1.83,0.33,0.75,0.54,0.99,3.80,-6.50,1.34,0.32
210,0.00,3.58,0.00,0.00,0.53,3.21,0.00,0.00,0.00
211,0.00,0.00,0.00,1.95,0.00,0.00,0.00,0.00,0.00
212,0.00,0.00,0.00,1.30,0.00,0.00,0.00,0.00,0.00
213,0.00,0.84,1.01,2.00,0.80,0.38,-18.10,0.83,0.62
214,0.00,0.00,0.00,0.00,4.54,0.00,0.00,0.85,0.22
215,0.99,0.00,0.00,0.00,3.30,0.00,0.00,0.00,0.26
216,0.20,0.25,0.00,0.00,2.30,0.00,-8.57,18.47,0.00
220,0.00,0.36,0.00,1.80,0.00,3.48,0.00,0.00,0.36
265,0.00,0.00,0.00,0.00,0.00,13.81,0.07,0.00,0.00
333,-0.04,0.00,-0.17,-3.64,-1.74,-0.54,-1.11,0.00,-0.78
473,0.00,0.00,0.00,1.70,0.24,0.00,0.00,0.40,0.00
477,0.00,0.42,0.00,1.44,0.00,3.31,-10.15,0.00,0.00
522,0.00,0.00,0.00,0.00,0.00,84.20,-0.54,0.00,0.00
654,0.00,-0.05,0.00,0.00,-3.77,-0.55,2.09,99.16,2.57
730,0.00,0.00,0.37,2.00,3.97,0.27,-9.06,0.36,0.00
734,0.00,0.00,0.00,0.00,3.73,0.00,0.00,0.00,0.20
779,0.00,-0.75,0.00,0.00,0.00,0.00,-0.55,94.94,-0.29
800,30.81,17.48,9.75,9.10,0.00,7.01,8.53,101.50,-0.08
801,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.69,0.00
802,22.39,0.00,12.54,20.25,6.03,4.06,0.00,101.50,-0.29
803,-0.40,0.00,0.00,0.00,0.00,0.00,-0.54,94.94,-0.29
804,0.00,0.00,0.00,0.00,8.10,0.00,0.00,92.50,-0.29
808,-0.23,18.32,0.85,-0.04,-0.54,-1.02,-1.03,97.63,0.00
809,-0.04,-0.04,0.00,0.00,0.00,13.62,0.00,0.00,0.00
810,0.00,0.00,0.00,0.00,0.00,108.66,0.00,0.00,0.00
811,-0.04,-3.43,3.08,-0.55,-2.25,0.00,0.00,0.00,-0.57
812,45.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
869,-0.56,0.00,4.73,0.00,0.00,0.00,0.00,69.31,-0.29
877,1.69,-0.75,-0.26,-4.00,-5.41,-2.69,-1.56,0.00,-1.54
934,0.00,43.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00
942,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.30,1.42
