profile,mode,n_seeds,goal_rate_mean,goal_rate_ci_lo,goal_rate_ci_hi,avg_steps_mean,avg_steps_ci_lo,avg_steps_ci_hi,avg_dev_mean,avg_dev_ci_lo,avg_dev_ci_hi,avg_policy_energy_mean,avg_policy_energy_ci_lo,avg_policy_energy_ci_hi,avg_legacy_wallclock_energy_mean,avg_legacy_wallclock_energy_ci_lo,avg_legacy_wallclock_energy_ci_hi,avg_wasted_mean,avg_wasted_ci_lo,avg_wasted_ci_hi,avg_cycling_mean,avg_cycling_ci_lo,avg_cycling_ci_hi,avg_redundant_mean,avg_redundant_ci_lo,avg_redundant_ci_hi
lab4chain3,ql_false,10,1.0,1.0,1.0,1.7875,1.6625,1.925,2.7375,2.3625,3.15,2.0375,1.55,2.625,4.407500000000001,3.5049375,5.407500000000001,0.0,0.0,0.0,1.7875,1.6625,1.925,1.7875,1.6625,1.925
lab4chain3,ql_true,10,1.0,1.0,1.0,1.5,1.5,1.5,1.875,1.875,1.875,1.0,1.0,1.0,2.815,2.7525,2.8825000000000003,0.0,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5
lab4chain3,rule_based,10,1.0,1.0,1.0,1.5,1.5,1.5,1.875,1.875,1.875,1.25,1.25,1.25,2.8899999999999997,2.83,2.9575000000000005,0.0,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5
labband,ql_false,10,0.9974999999999999,0.99375,1.0,1.4187499999999997,1.275,1.5775,0.7125,0.55375,0.8850312499999997,1.585,1.225,1.9775312499999997,10.632500000000002,9.720000000000002,11.626281250000002,0.25625,0.13875,0.3775312499999996,1.1625,1.11375,1.2200000000000002,1.4187499999999997,1.275,1.5775
labband,ql_true,10,0.99875,0.9962500000000001,1.0,1.255,1.13625,1.3775,0.54125,0.42125,0.66875,1.31875,1.0099687499999999,1.6212499999999999,10.12375,9.361250000000002,10.87,0.04125,0.02,0.062499999999999986,1.21375,1.1075,1.3287499999999999,1.255,1.13625,1.3775
labband,rule_based,10,0.4375,0.4375,0.4375,11.4375,11.4375,11.4375,15.0,15.0,15.0,11.1875,11.1875,11.1875,32.175,31.96125,32.38249999999999,0.0,0.0,0.0,11.4375,11.4375,11.4375,11.4375,11.4375,11.4375
labrel0,ql_false,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.4799999999999995,4.3100000000000005,4.66,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel0,ql_true,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.56,4.3999999999999995,4.7299999999999995,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel0,rule_based,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.74,4.550000000000001,4.970000000000001,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel16,ql_false,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.59,4.370000000000001,4.82,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel16,ql_true,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.57,4.45,4.71,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel16,rule_based,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.54,4.359999999999999,4.739999999999999,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel4,ql_false,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.66,4.5200000000000005,4.8,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel4,ql_true,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.5600000000000005,4.39,4.7299999999999995,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel4,rule_based,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.64,4.49,4.76,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel8,ql_false,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.46,4.3100000000000005,4.6000000000000005,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
