profile,mode,n_seeds,goal_rate_mean,goal_rate_ci_lo,goal_rate_ci_hi,avg_steps_mean,avg_steps_ci_lo,avg_steps_ci_hi,avg_dev_mean,avg_dev_ci_lo,avg_dev_ci_hi,avg_energy_mean,avg_energy_ci_lo,avg_energy_ci_hi,avg_wasted_mean,avg_wasted_ci_lo,avg_wasted_ci_hi,avg_cycling_mean,avg_cycling_ci_lo,avg_cycling_ci_hi,avg_redundant_mean,avg_redundant_ci_lo,avg_redundant_ci_hi
lab1,ql_false,10,1.0,1.0,1.0,0.5,0.5,0.5,1.125,1.125,1.125,4.3950000000000005,4.359999999999999,4.430000000000001,0.47000000000000003,0.45499999999999996,0.48249999999999993,0.0,0.0,0.0,0.47000000000000003,0.45499999999999996,0.48249999999999993
lab1,ql_true,10,1.0,1.0,1.0,0.5,0.5,0.5,1.125,1.125,1.125,4.465000000000001,4.38,4.549999999999999,0.47000000000000003,0.45249999999999996,0.485,0.0,0.0,0.0,0.47000000000000003,0.45249999999999996,0.485
lab1,rule_based,10,1.0,1.0,1.0,0.5,0.5,0.5,1.125,1.125,1.125,4.3275,4.27,4.3825,0.47000000000000003,0.45249999999999996,0.485,0.0,0.0,0.0,0.47000000000000003,0.45249999999999996,0.485
lab2,ql_false,10,0.9625,0.9375,0.9875,1.86875,1.375,2.38125,5.88125,4.45625,7.44375,11.425,10.3425,12.54628125,1.8225000000000002,1.3362500000000002,2.33,0.46875,0.375,0.575,2.2912500000000002,1.7575000000000003,2.83125
lab2,ql_true,10,0.975,0.95625,0.99375,1.725,1.35625,2.10625,5.675,4.6125,6.775,10.742500000000001,9.97246875,11.628812499999999,1.6587500000000002,1.28871875,2.03875,0.5625,0.46875,0.65625,2.2212500000000004,1.82871875,2.6562499999999996
lab2,rule_based,10,1.0,1.0,1.0,0.9375,0.9375,0.9375,3.4375,3.4375,3.4375,9.7075,9.57625,9.838750000000001,0.8712500000000001,0.8537500000000001,0.8850000000000001,0.25,0.25,0.25,1.1212499999999999,1.1037500000000002,1.135
lab3,ql_false,10,1.0,1.0,1.0,0.875,0.825,0.9314062499999978,2.41875,2.30625,2.54375,12.5725,12.2,12.96875,0.83625,0.79,0.89125,0.3125,0.2625,0.36890624999999777,1.1487500000000002,1.05125,1.2612812499999995
lab3,ql_true,10,0.9875,0.96875,1.0,1.13125,0.85625,1.50625,2.7,2.38125,3.1314062499999977,12.83125,12.1325,13.563781249999998,1.0887499999999997,0.8174999999999999,1.4637499999999999,0.33125,0.275,0.4,1.4200000000000002,1.1137499999999998,1.82875
lab3,rule_based,10,1.0,1.0,1.0,0.8125,0.8125,0.8125,2.125,2.125,2.125,12.091249999999999,11.99375,12.178749999999999,0.75375,0.73,0.7775,0.25,0.25,0.25,1.0037499999999997,0.9799999999999999,1.0274999999999999
