profile,condition,metric,metric_tier,direction,n_seeds,mean,ci_lo,ci_hi
lab1,ql_true,auc_goal,primary,higher_better,10,1.0,1.0,1.0
lab1,ql_true,auc_reward,secondary,higher_better,10,82.44558018418913,81.3961482514058,83.46217607319012
lab1,ql_true,episodes_to_threshold,secondary_censored,lower_better,10,99.0,99.0,99.0
lab1,ql_true,mean_first_goal,secondary,lower_better,10,39.3,31.05,48.9
lab1,ql_false,auc_goal,primary,higher_better,10,1.0,1.0,1.0
lab1,ql_false,auc_reward,secondary,higher_better,10,83.81081356042161,82.77911338941159,84.81605574618058
lab1,ql_false,episodes_to_threshold,secondary_censored,lower_better,10,99.0,99.0,99.0
lab1,ql_false,mean_first_goal,secondary,lower_better,10,41.25,31.2,51.6
lab2,ql_true,auc_goal,primary,higher_better,10,0.9854951650550182,0.9796261253751251,0.9911641380460154
lab2,ql_true,auc_reward,secondary,higher_better,10,205.2897965988663,201.53955735245083,209.75194856618876
lab2,ql_true,episodes_to_threshold,secondary_censored,lower_better,10,99.0,99.0,99.0
lab2,ql_true,mean_first_goal,secondary,lower_better,10,1275.6619361820526,1256.5475280214496,1294.837087065484
lab2,ql_false,auc_goal,primary,higher_better,10,0.9819939979993333,0.9773924641547183,0.9862124874958319
lab2,ql_false,auc_reward,secondary,higher_better,10,206.86180393464488,202.24266380460153,211.81548474491498
lab2,ql_false,episodes_to_threshold,secondary_censored,lower_better,10,99.0,99.0,99.0
lab2,ql_false,mean_first_goal,secondary,lower_better,10,1305.0824778043525,1289.4854275368862,1319.5433767377538
lab3,ql_true,auc_goal,primary,higher_better,10,0.9807269089696566,0.9760415971990664,0.9857119039679894
lab3,ql_true,auc_reward,secondary,higher_better,10,224.1679059686562,219.600268006002,228.67807019006335
lab3,ql_true,episodes_to_threshold,secondary_censored,lower_better,10,99.0,99.0,99.0
lab3,ql_true,mean_first_goal,secondary,lower_better,10,1362.2663082506042,1346.999057806645,1378.2358343247638
lab3,ql_false,auc_goal,primary,higher_better,10,0.9784261420473491,0.973507835945315,0.9832277425808602
lab3,ql_false,auc_reward,secondary,higher_better,10,221.2586862287429,216.03203651217075,226.72174766588859
lab3,ql_false,episodes_to_threshold,secondary_censored,lower_better,10,99.0,99.0,99.0
lab3,ql_false,mean_first_goal,secondary,lower_better,10,1374.5734705558223,1354.2163541047648,1392.9950513852411
