profile,condition,n_seeds,mean_first_goal,ci_lo,ci_hi
lab1,pbrs_on,10,39.3,30.75,48.903749999999945
lab2,pbrs_on,10,1275.6619361820526,1256.8919542612564,1294.9904352082635
lab3,pbrs_on,10,1362.2663082506042,1346.747544775824,1378.3663799291962
