profile,condition,n_seeds,mean_first_goal,ci_lo,ci_hi
custom3,pbrs_on,10,2718.522347999291,2429.33491995955,2997.698837591929
custom5,pbrs_on,10,1858.820862992081,1668.6759416802115,2048.391843677077
custom9,pbrs_on,10,1915.4003323506265,1832.9982210442502,1986.2769153174447
