profile,mode,scenarios,goal_rate,avg_steps,avg_dev,avg_energy,avg_wasted,avg_cycling,avg_redundant,w1_unmodelled,w2_inversion,w3_delayed,w4_dropped,w5_topology
lab2noise,ql_false,80,1.0,1.25,4.375,9.65,1.15,0.5625,1.7125,0,0,0,0,0
lab2noise,ql_true,80,1.0,1.0625,3.6875,9.525,1.025,0.375,1.4,0,0,0,0,0
lab2noise,rule_based,80,1.0,0.9375,3.4375,9.8375,0.9,0.25,1.15,0,0,0,0,0
lab2noise,training_stereo_false,,,,,,,,,0,0,0,0,0
lab2noise,training_stereo_true,,,,,,,,,0,0,0,0,0
