DefectComponent,DetectEpisode,ReconvergeEpisode,RecoveryEpisodes,SecondaryDetectEpisode,RecoveredGoalRate,NominalGoal,BestEffortRank,RankShortfall,DegradedMode,BlacklistEvents,DetectorVersion,ProtocolVersion
http://example.org/was#SetZ2Light,0,130,130,1,0.6000,3,2,1,1,http://example.org/was#SetZ2Light@0;http://example.org/was#SetZ1Light@1,fault-detector-v2,phase2-v2
