Episode,Steps,RewardZ1,RewardZ2,GoalReached,Epsilon,WastedByPenalty,WastedByNoEffect,ScenarioId
547,3,188.00,0.00,1,0.057993,1,0,2
548,4,177.00,0.00,1,0.057819,2,1,3
549,2,189.00,0.00,1,0.057645,1,0,4
550,1,200.00,0.00,1,0.057472,0,0,6
551,0,0.00,0.00,1,0.057300,0,0,8
552,3,178.00,0.00,1,0.057128,2,0,1
553,3,188.00,0.00,1,0.056957,1,0,2
554,3,188.00,0.00,1,0.056786,1,0,3
555,3,188.00,0.00,1,0.056615,1,1,4
556,1,200.00,0.00,1,0.056445,0,0,6
557,0,0.00,0.00,1,0.056276,0,0,8
558,3,178.00,0.00,1,0.056107,2,0,1
559,3,188.00,0.00,1,0.055939,1,0,2
560,3,188.00,0.00,1,0.055771,1,0,3
561,2,189.00,0.00,1,0.055604,1,0,4
562,1,200.00,0.00,1,0.055437,0,0,6
563,0,0.00,0.00,1,0.055271,0,0,8
564,5,176.00,0.00,1,0.055105,2,0,1
565,5,186.00,0.00,1,0.054940,1,0,2
566,3,188.00,0.00,1,0.054775,1,0,3
567,2,189.00,0.00,1,0.054610,1,0,4
568,1,200.00,0.00,1,0.054447,0,0,6
569,0,0.00,0.00,1,0.054283,0,0,8
570,3,178.00,0.00,1,0.054120,2,0,1
571,3,188.00,0.00,1,0.053958,1,0,2
572,3,188.00,0.00,1,0.053796,1,0,3
573,2,189.00,0.00,1,0.053635,1,0,4
574,1,200.00,0.00,1,0.053474,0,0,6
575,0,0.00,0.00,1,0.053314,0,0,8
576,4,167.00,0.00,1,0.053154,3,1,1
577,3,188.00,0.00,1,0.052994,1,0,2
578,3,188.00,0.00,1,0.052835,1,0,3
579,2,189.00,0.00,1,0.052677,1,0,4
580,1,200.00,0.00,1,0.052519,0,0,6
581,0,0.00,0.00,1,0.052361,0,0,8
582,3,178.00,0.00,1,0.052204,2,0,1
583,3,188.00,0.00,1,0.052047,1,0,2
584,3,188.00,0.00,1,0.051891,1,0,3
585,2,189.00,0.00,1,0.051736,1,0,4
586,1,200.00,0.00,1,0.051580,0,0,6
587,0,0.00,0.00,1,0.051426,0,0,8
588,3,178.00,0.00,1,0.051271,2,0,1
589,3,188.00,0.00,1,0.051117,1,0,2
590,3,188.00,0.00,1,0.050964,1,0,3
591,2,189.00,0.00,1,0.050811,1,0,4
592,1,200.00,0.00,1,0.050659,0,0,6
593,0,0.00,0.00,1,0.050507,0,0,8
594,4,167.00,0.00,1,0.050355,3,1,1
595,3,188.00,0.00,1,0.050204,1,0,2
596,3,188.00,0.00,1,0.050054,1,0,3
597,2,189.00,0.00,1,0.049903,1,0,4
598,1,200.00,0.00,1,0.049754,0,0,6
599,0,0.00,0.00,1,0.049605,0,0,8
600,3,178.00,0.00,1,0.049456,2,0,1
601,4,177.00,0.00,1,0.049307,2,1,2
602,3,188.00,0.00,1,0.049159,1,0,3
603,2,189.00,0.00,1,0.049012,1,0,4
604,1,200.00,0.00,1,0.048865,0,0,6
605,0,0.00,0.00,1,0.048718,0,0,8
606,3,178.00,0.00,1,0.048572,2,0,1
607,3,188.00,0.00,1,0.048426,1,0,2
608,5,186.00,0.00,1,0.048281,1,0,3
609,2,189.00,0.00,1,0.048136,1,0,4
610,1,200.00,0.00,1,0.047992,0,0,6
611,0,0.00,0.00,1,0.047848,0,0,8
612,4,177.00,0.00,1,0.047704,2,1,1
613,3,188.00,0.00,1,0.047561,1,0,2
614,3,188.00,0.00,1,0.047419,1,0,3
615,2,189.00,0.00,1,0.047276,1,0,4
616,1,200.00,0.00,1,0.047134,0,0,6
617,0,0.00,0.00,1,0.046993,0,0,8
618,3,178.00,0.00,1,0.046852,2,0,1
619,3,188.00,0.00,1,0.046712,1,0,2
620,6,165.00,0.00,1,0.046571,3,0,3
621,2,189.00,0.00,1,0.046432,1,0,4
622,1,200.00,0.00,1,0.046292,0,0,6
623,0,0.00,0.00,1,0.046154,0,0,8
624,3,178.00,0.00,1,0.046015,2,0,1
625,3,188.00,0.00,1,0.045877,1,0,2
626,3,188.00,0.00,1,0.045739,1,0,3
627,2,189.00,0.00,1,0.045602,1,0,4
628,1,200.00,0.00,1,0.045465,0,0,6
629,0,0.00,0.00,1,0.045329,0,0,8
630,4,177.00,0.00,1,0.045193,2,0,1
631,3,188.00,0.00,1,0.045057,1,0,2
632,3,188.00,0.00,1,0.044922,1,0,3
633,2,189.00,0.00,1,0.044787,1,0,4
634,1,200.00,0.00,1,0.044653,0,0,6
635,0,0.00,0.00,1,0.044519,0,0,8
636,3,178.00,0.00,1,0.044386,2,0,1
637,3,188.00,0.00,1,0.044252,1,0,2
638,3,188.00,0.00,1,0.044120,1,0,3
639,3,183.00,0.00,1,0.043987,1,1,4
640,1,200.00,0.00,1,0.043855,0,0,6
641,0,0.00,0.00,1,0.043724,0,0,8
642,4,177.00,0.00,1,0.043593,2,0,1
643,3,188.00,0.00,1,0.043462,1,0,2
644,3,188.00,0.00,1,0.043331,1,0,3
645,2,189.00,0.00,1,0.043201,1,0,4
646,1,200.00,0.00,1,0.043072,0,0,6
647,0,0.00,0.00,1,0.042943,0,0,8
648,3,178.00,0.00,1,0.042814,2,0,1
649,3,188.00,0.00,1,0.042685,1,0,2
650,3,188.00,0.00,1,0.042557,1,0,3
651,2,189.00,0.00,1,0.042430,1,0,4
652,1,200.00,0.00,1,0.042302,0,0,6
653,0,0.00,0.00,1,0.042175,0,0,8
654,3,178.00,0.00,1,0.042049,2,0,1
655,3,188.00,0.00,1,0.041923,1,0,2
656,3,188.00,0.00,1,0.041797,1,0,3
657,3,178.00,0.00,1,0.041672,2,1,4
658,1,200.00,0.00,1,0.041547,0,0,6
659,0,0.00,0.00,1,0.041422,0,0,8
660,3,178.00,0.00,1,0.041298,2,0,1
661,3,188.00,0.00,1,0.041174,1,0,2
662,3,188.00,0.00,1,0.041050,1,0,3
663,2,189.00,0.00,1,0.040927,1,0,4
664,1,200.00,0.00,1,0.040804,0,0,6
665,0,0.00,0.00,1,0.040682,0,0,8
666,3,178.00,0.00,1,0.040560,2,0,1
667,3,188.00,0.00,1,0.040438,1,0,2
668,3,188.00,0.00,1,0.040317,1,0,3
669,2,189.00,0.00,1,0.040196,1,0,4
670,1,200.00,0.00,1,0.040075,0,0,6
671,0,0.00,0.00,1,0.039955,0,0,8
672,3,178.00,0.00,1,0.039835,2,0,1
673,3,188.00,0.00,1,0.039716,1,0,2
674,3,188.00,0.00,1,0.039597,1,0,3
675,2,189.00,0.00,1,0.039478,1,0,4
676,1,200.00,0.00,1,0.039359,0,0,6
677,0,0.00,0.00,1,0.039241,0,0,8
678,3,178.00,0.00,1,0.039124,2,0,1
679,3,188.00,0.00,1,0.039006,1,0,2
680,3,188.00,0.00,1,0.038889,1,0,3
681,2,189.00,0.00,1,0.038773,1,0,4
682,1,200.00,0.00,1,0.038656,0,0,6
683,0,0.00,0.00,1,0.038540,0,0,8
684,3,178.00,0.00,1,0.038425,2,0,1
685,3,188.00,0.00,1,0.038309,1,0,2
686,3,188.00,0.00,1,0.038194,1,0,3
687,2,189.00,0.00,1,0.038080,1,0,4
688,1,200.00,0.00,1,0.037966,0,0,6
689,0,0.00,0.00,1,0.037852,0,0,8
690,3,178.00,0.00,1,0.037738,2,0,1
691,3,188.00,0.00,1,0.037625,1,0,2
692,3,188.00,0.00,1,0.037512,1,0,3
693,2,189.00,0.00,1,0.037400,1,0,4
694,2,199.00,0.00,1,0.037287,0,0,6
695,0,0.00,0.00,1,0.037175,0,0,8
696,6,155.00,0.00,1,0.037064,4,0,1
697,3,188.00,0.00,1,0.036953,1,0,2
698,3,188.00,0.00,1,0.036842,1,0,3
699,2,189.00,0.00,1,0.036731,1,0,4
700,1,200.00,0.00,1,0.036621,0,0,6
701,0,0.00,0.00,1,0.036511,0,0,8
702,3,178.00,0.00,1,0.036402,2,0,1
703,3,188.00,0.00,1,0.036293,1,0,2
704,3,188.00,0.00,1,0.036184,1,0,3
705,2,189.00,0.00,1,0.036075,1,0,4
706,1,200.00,0.00,1,0.035967,0,0,6
707,0,0.00,0.00,1,0.035859,0,0,8
708,3,178.00,0.00,1,0.035751,2,0,1
709,3,188.00,0.00,1,0.035644,1,0,2
710,4,177.00,0.00,1,0.035537,2,1,3
711,2,189.00,0.00,1,0.035431,1,0,4
712,1,200.00,0.00,1,0.035324,0,0,6
713,0,0.00,0.00,1,0.035218,0,0,8
714,3,178.00,0.00,1,0.035113,2,0,1
715,3,188.00,0.00,1,0.035007,1,0,2
716,3,188.00,0.00,1,0.034902,1,0,3
717,2,189.00,0.00,1,0.034798,1,0,4
718,1,200.00,0.00,1,0.034693,0,0,6
719,0,0.00,0.00,1,0.034589,0,0,8
720,3,178.00,0.00,1,0.034485,2,0,1
721,3,188.00,0.00,1,0.034382,1,0,2
722,3,188.00,0.00,1,0.034279,1,0,3
723,2,189.00,0.00,1,0.034176,1,0,4
724,1,200.00,0.00,1,0.034073,0,0,6
725,0,0.00,0.00,1,0.033971,0,0,8
726,3,178.00,0.00,1,0.033869,2,0,1
727,3,188.00,0.00,1,0.033768,1,0,2
728,3,188.00,0.00,1,0.033666,1,0,3
729,5,186.00,0.00,1,0.033565,1,1,4
730,1,200.00,0.00,1,0.033465,0,0,6
731,0,0.00,0.00,1,0.033364,0,0,8
732,3,178.00,0.00,1,0.033264,2,0,1
733,3,188.00,0.00,1,0.033164,1,0,2
734,3,188.00,0.00,1,0.033065,1,0,3
735,2,189.00,0.00,1,0.032966,1,0,4
736,1,200.00,0.00,1,0.032867,0,0,6
737,0,0.00,0.00,1,0.032768,0,0,8
738,3,178.00,0.00,1,0.032670,2,0,1
739,3,188.00,0.00,1,0.032572,1,0,2
740,3,188.00,0.00,1,0.032474,1,0,3
741,3,188.00,0.00,1,0.032377,1,1,4
742,1,200.00,0.00,1,0.032280,0,0,6
743,0,0.00,0.00,1,0.032183,0,0,8
744,3,178.00,0.00,1,0.032086,2,0,1
745,3,188.00,0.00,1,0.031990,1,0,2
746,3,188.00,0.00,1,0.031894,1,0,3
747,2,189.00,0.00,1,0.031798,1,0,4
748,1,200.00,0.00,1,0.031703,0,0,6
749,0,0.00,0.00,1,0.031608,0,0,8
750,3,178.00,0.00,1,0.031513,2,0,1
751,3,188.00,0.00,1,0.031418,1,0,2
752,3,188.00,0.00,1,0.031324,1,0,3
753,2,189.00,0.00,1,0.031230,1,0,4
754,1,200.00,0.00,1,0.031137,0,0,6
755,0,0.00,0.00,1,0.031043,0,0,8
756,3,178.00,0.00,1,0.030950,2,0,1
757,3,188.00,0.00,1,0.030857,1,0,2
758,3,188.00,0.00,1,0.030765,1,0,3
759,2,189.00,0.00,1,0.030672,1,0,4
760,1,200.00,0.00,1,0.030580,0,0,6
761,0,0.00,0.00,1,0.030489,0,0,8
762,3,178.00,0.00,1,0.030397,2,0,1
763,4,187.00,0.00,1,0.030306,1,0,2
764,3,188.00,0.00,1,0.030215,1,0,3
765,2,189.00,0.00,1,0.030124,1,0,4
766,1,200.00,0.00,1,0.030034,0,0,6
767,0,0.00,0.00,1,0.029944,0,0,8
768,3,178.00,0.00,1,0.029854,2,0,1
769,3,188.00,0.00,1,0.029764,1,0,2
770,4,177.00,0.00,1,0.029675,2,1,3
771,2,189.00,0.00,1,0.029586,1,0,4
772,1,200.00,0.00,1,0.029497,0,0,6
773,0,0.00,0.00,1,0.029409,0,0,8
774,3,178.00,0.00,1,0.029321,2,0,1
775,3,188.00,0.00,1,0.029233,1,0,2
776,3,188.00,0.00,1,0.029145,1,0,3
777,2,189.00,0.00,1,0.029058,1,0,4
778,1,200.00,0.00,1,0.028970,0,0,6
779,0,0.00,0.00,1,0.028883,0,0,8
780,3,178.00,0.00,1,0.028797,2,0,1
781,3,188.00,0.00,1,0.028710,1,0,2
782,3,188.00,0.00,1,0.028624,1,0,3
783,2,189.00,0.00,1,0.028538,1,0,4
784,1,200.00,0.00,1,0.028453,0,0,6
785,0,0.00,0.00,1,0.028367,0,0,8
786,3,178.00,0.00,1,0.028282,2,0,1
787,3,188.00,0.00,1,0.028198,1,0,2
788,3,188.00,0.00,1,0.028113,1,0,3
789,2,189.00,0.00,1,0.028029,1,0,4
790,1,200.00,0.00,1,0.027944,0,0,6
791,0,0.00,0.00,1,0.027861,0,0,8
792,3,178.00,0.00,1,0.027777,2,0,1
793,3,188.00,0.00,1,0.027694,1,0,2
794,4,187.00,0.00,1,0.027611,1,0,3
795,2,189.00,0.00,1,0.027528,1,0,4
796,1,200.00,0.00,1,0.027445,0,0,6
797,0,0.00,0.00,1,0.027363,0,0,8
798,3,178.00,0.00,1,0.027281,2,0,1
799,3,188.00,0.00,1,0.027199,1,0,2
800,3,188.00,0.00,1,0.027117,1,0,3
801,2,189.00,0.00,1,0.027036,1,0,4
802,1,200.00,0.00,1,0.026955,0,0,6
803,0,0.00,0.00,1,0.026874,0,0,8
804,3,178.00,0.00,1,0.026793,2,0,1
805,3,188.00,0.00,1,0.026713,1,0,2
806,3,188.00,0.00,1,0.026633,1,0,3
807,2,189.00,0.00,1,0.026553,1,0,4
808,1,200.00,0.00,1,0.026473,0,0,6
809,0,0.00,0.00,1,0.026394,0,0,8
810,3,178.00,0.00,1,0.026315,2,0,1
811,3,188.00,0.00,1,0.026236,1,0,2
812,3,188.00,0.00,1,0.026157,1,0,3
813,2,189.00,0.00,1,0.026079,1,0,4
814,1,200.00,0.00,1,0.026000,0,0,6
815,0,0.00,0.00,1,0.025922,0,0,8
816,3,178.00,0.00,1,0.025845,2,0,1
817,3,188.00,0.00,1,0.025767,1,0,2
818,3,188.00,0.00,1,0.025690,1,0,3
819,2,189.00,0.00,1,0.025613,1,0,4
820,1,200.00,0.00,1,0.025536,0,0,6
821,0,0.00,0.00,1,0.025459,0,0,8
822,3,178.00,0.00,1,0.025383,2,0,1
823,3,188.00,0.00,1,0.025307,1,0,2
824,3,188.00,0.00,1,0.025231,1,0,3
825,2,189.00,0.00,1,0.025155,1,0,4
826,1,200.00,0.00,1,0.025080,0,0,6
827,0,0.00,0.00,1,0.025004,0,0,8
828,3,178.00,0.00,1,0.024929,2,0,1
829,3,188.00,0.00,1,0.024855,1,0,2
830,3,188.00,0.00,1,0.024780,1,0,3
831,2,189.00,0.00,1,0.024706,1,0,4
832,1,200.00,0.00,1,0.024632,0,0,6
833,0,0.00,0.00,1,0.024558,0,0,8
834,3,178.00,0.00,1,0.024484,2,0,1
835,4,187.00,0.00,1,0.024411,1,1,2
836,3,188.00,0.00,1,0.024337,1,0,3
837,2,189.00,0.00,1,0.024264,1,0,4
838,1,200.00,0.00,1,0.024192,0,0,6
839,0,0.00,0.00,1,0.024119,0,0,8
840,3,178.00,0.00,1,0.024047,2,0,1
841,3,188.00,0.00,1,0.023974,1,0,2
842,3,188.00,0.00,1,0.023903,1,0,3
843,2,189.00,0.00,1,0.023831,1,0,4
844,1,200.00,0.00,1,0.023759,0,0,6
845,0,0.00,0.00,1,0.023688,0,0,8
846,3,178.00,0.00,1,0.023617,2,0,1
847,3,188.00,0.00,1,0.023546,1,0,2
848,3,188.00,0.00,1,0.023476,1,0,3
849,2,189.00,0.00,1,0.023405,1,0,4
850,1,200.00,0.00,1,0.023335,0,0,6
851,0,0.00,0.00,1,0.023265,0,0,8
852,3,178.00,0.00,1,0.023195,2,0,1
853,3,188.00,0.00,1,0.023126,1,0,2
854,3,188.00,0.00,1,0.023056,1,0,3
855,2,189.00,0.00,1,0.022987,1,0,4
856,1,200.00,0.00,1,0.022918,0,0,6
857,0,0.00,0.00,1,0.022849,0,0,8
858,3,178.00,0.00,1,0.022781,2,0,1
859,3,188.00,0.00,1,0.022712,1,0,2
860,3,188.00,0.00,1,0.022644,1,0,3
861,4,167.00,0.00,1,0.022576,3,0,4
862,1,200.00,0.00,1,0.022509,0,0,6
863,0,0.00,0.00,1,0.022441,0,0,8
864,3,178.00,0.00,1,0.022374,2,0,1
865,3,188.00,0.00,1,0.022307,1,0,2
866,3,188.00,0.00,1,0.022240,1,0,3
867,2,189.00,0.00,1,0.022173,1,0,4
868,1,200.00,0.00,1,0.022106,0,0,6
869,0,0.00,0.00,1,0.022040,0,0,8
870,3,178.00,0.00,1,0.021974,2,0,1
871,3,188.00,0.00,1,0.021908,1,0,2
872,4,177.00,0.00,1,0.021842,2,1,3
873,2,189.00,0.00,1,0.021777,1,0,4
874,1,200.00,0.00,1,0.021711,0,0,6
875,0,0.00,0.00,1,0.021646,0,0,8
876,3,178.00,0.00,1,0.021581,2,0,1
877,3,188.00,0.00,1,0.021517,1,0,2
878,3,188.00,0.00,1,0.021452,1,0,3
879,2,189.00,0.00,1,0.021388,1,0,4
880,1,200.00,0.00,1,0.021324,0,0,6
881,0,0.00,0.00,1,0.021260,0,0,8
882,3,178.00,0.00,1,0.021196,2,0,1
883,3,188.00,0.00,1,0.021132,1,0,2
884,3,188.00,0.00,1,0.021069,1,0,3
885,2,189.00,0.00,1,0.021006,1,0,4
886,1,200.00,0.00,1,0.020943,0,0,6
887,0,0.00,0.00,1,0.020880,0,0,8
888,3,178.00,0.00,1,0.020817,2,0,1
889,3,188.00,0.00,1,0.020755,1,0,2
890,3,188.00,0.00,1,0.020692,1,0,3
891,2,189.00,0.00,1,0.020630,1,0,4
892,1,200.00,0.00,1,0.020568,0,0,6
893,0,0.00,0.00,1,0.020507,0,0,8
894,3,178.00,0.00,1,0.020445,2,0,1
895,3,188.00,0.00,1,0.020384,1,0,2
896,3,188.00,0.00,1,0.020323,1,0,3
897,2,189.00,0.00,1,0.020262,1,0,4
898,1,200.00,0.00,1,0.020201,0,0,6
899,0,0.00,0.00,1,0.020140,0,0,8
900,3,178.00,0.00,1,0.020080,2,0,1
901,3,188.00,0.00,1,0.020020,1,0,2
902,3,188.00,0.00,1,0.019960,1,0,3
903,2,189.00,0.00,1,0.019900,1,0,4
904,1,200.00,0.00,1,0.019840,0,0,6
905,0,0.00,0.00,1,0.019781,0,0,8
906,3,178.00,0.00,1,0.019721,2,0,1
907,3,188.00,0.00,1,0.019662,1,0,2
908,3,188.00,0.00,1,0.019603,1,0,3
909,2,189.00,0.00,1,0.019544,1,0,4
910,2,199.00,0.00,1,0.019486,0,1,6
911,0,0.00,0.00,1,0.019427,0,0,8
912,3,178.00,0.00,1,0.019369,2,0,1
913,3,188.00,0.00,1,0.019311,1,0,2
914,3,188.00,0.00,1,0.019253,1,0,3
915,2,189.00,0.00,1,0.019195,1,0,4
916,1,200.00,0.00,1,0.019138,0,0,6
917,0,0.00,0.00,1,0.019080,0,0,8
918,3,178.00,0.00,1,0.019023,2,0,1
919,3,188.00,0.00,1,0.018966,1,0,2
920,3,188.00,0.00,1,0.018909,1,0,3
921,2,189.00,0.00,1,0.018852,1,0,4
922,1,200.00,0.00,1,0.018796,0,0,6
923,0,0.00,0.00,1,0.018739,0,0,8
924,3,178.00,0.00,1,0.018683,2,0,1
925,3,188.00,0.00,1,0.018627,1,0,2
926,3,188.00,0.00,1,0.018571,1,0,3
927,2,189.00,0.00,1,0.018515,1,0,4
928,1,200.00,0.00,1,0.018460,0,0,6
929,0,0.00,0.00,1,0.018404,0,0,8
930,3,178.00,0.00,1,0.018349,2,0,1
931,3,188.00,0.00,1,0.018294,1,0,2
932,3,188.00,0.00,1,0.018239,1,0,3
933,2,189.00,0.00,1,0.018185,1,0,4
934,1,200.00,0.00,1,0.018130,0,0,6
935,0,0.00,0.00,1,0.018076,0,0,8
936,3,178.00,0.00,1,0.018021,2,0,1
937,3,188.00,0.00,1,0.017967,1,0,2
938,3,188.00,0.00,1,0.017913,1,0,3
939,2,189.00,0.00,1,0.017860,1,0,4
940,1,200.00,0.00,1,0.017806,0,0,6
941,0,0.00,0.00,1,0.017753,0,0,8
942,3,178.00,0.00,1,0.017699,2,0,1
943,3,188.00,0.00,1,0.017646,1,0,2
944,3,188.00,0.00,1,0.017593,1,0,3
945,2,189.00,0.00,1,0.017541,1,0,4
946,1,200.00,0.00,1,0.017488,0,0,6
947,0,0.00,0.00,1,0.017436,0,0,8
948,3,178.00,0.00,1,0.017383,2,0,1
949,3,188.00,0.00,1,0.017331,1,0,2
950,3,188.00,0.00,1,0.017279,1,0,3
951,2,189.00,0.00,1,0.017227,1,0,4
952,1,200.00,0.00,1,0.017176,0,0,6
953,0,0.00,0.00,1,0.017124,0,0,8
954,3,178.00,0.00,1,0.017073,2,0,1
955,3,188.00,0.00,1,0.017021,1,0,2
956,3,188.00,0.00,1,0.016970,1,0,3
957,2,189.00,0.00,1,0.016920,1,0,4
958,1,200.00,0.00,1,0.016869,0,0,6
959,0,0.00,0.00,1,0.016818,0,0,8
960,3,178.00,0.00,1,0.016768,2,0,1
961,3,188.00,0.00,1,0.016717,1,0,2
962,3,188.00,0.00,1,0.016667,1,0,3
963,2,189.00,0.00,1,0.016617,1,0,4
964,1,200.00,0.00,1,0.016567,0,0,6
965,0,0.00,0.00,1,0.016518,0,0,8
966,3,178.00,0.00,1,0.016468,2,0,1
967,3,188.00,0.00,1,0.016419,1,0,2
968,3,188.00,0.00,1,0.016369,1,0,3
969,2,189.00,0.00,1,0.016320,1,0,4
970,1,200.00,0.00,1,0.016271,0,0,6
971,0,0.00,0.00,1,0.016223,0,0,8
972,3,178.00,0.00,1,0.016174,2,0,1
973,3,188.00,0.00,1,0.016125,1,0,2
974,3,188.00,0.00,1,0.016077,1,0,3
975,2,189.00,0.00,1,0.016029,1,0,4
976,1,200.00,0.00,1,0.015981,0,0,6
977,0,0.00,0.00,1,0.015933,0,0,8
978,3,178.00,0.00,1,0.015885,2,0,1
979,3,188.00,0.00,1,0.015837,1,0,2
980,3,188.00,0.00,1,0.015790,1,0,3
981,2,189.00,0.00,1,0.015742,1,0,4
982,1,200.00,0.00,1,0.015695,0,0,6
983,0,0.00,0.00,1,0.015648,0,0,8
984,3,178.00,0.00,1,0.015601,2,0,1
985,3,188.00,0.00,1,0.015554,1,0,2
986,3,188.00,0.00,1,0.015508,1,0,3
987,2,189.00,0.00,1,0.015461,1,0,4
988,1,200.00,0.00,1,0.015415,0,0,6
989,0,0.00,0.00,1,0.015369,0,0,8
990,3,178.00,0.00,1,0.015322,2,0,1
991,3,188.00,0.00,1,0.015276,1,0,2
992,3,188.00,0.00,1,0.015231,1,0,3
993,2,189.00,0.00,1,0.015185,1,0,4
994,1,200.00,0.00,1,0.015139,0,0,6
995,0,0.00,0.00,1,0.015094,0,0,8
996,3,178.00,0.00,1,0.015049,2,0,1
997,3,188.00,0.00,1,0.015004,1,0,2
998,3,188.00,0.00,1,0.014959,1,0,3
999,2,189.00,0.00,1,0.014914,1,0,4
1000,1,200.00,0.00,1,0.014869,0,0,6
1001,0,0.00,0.00,1,0.014824,0,0,8
1002,3,178.00,0.00,1,0.014780,2,0,1
1003,3,188.00,0.00,1,0.014736,1,0,2
1004,3,188.00,0.00,1,0.014691,1,0,3
1005,2,189.00,0.00,1,0.014647,1,0,4
1006,1,200.00,0.00,1,0.014603,0,0,6
1007,0,0.00,0.00,1,0.014559,0,0,8
1008,4,167.00,0.00,1,0.014516,3,1,1
1009,3,188.00,0.00,1,0.014472,1,0,2
1010,3,188.00,0.00,1,0.014429,1,0,3
1011,2,189.00,0.00,1,0.014386,1,0,4
1012,1,200.00,0.00,1,0.014342,0,0,6
1013,0,0.00,0.00,1,0.014299,0,0,8
1014,3,178.00,0.00,1,0.014256,2,0,1
1015,3,188.00,0.00,1,0.014214,1,0,2
1016,3,188.00,0.00,1,0.014171,1,0,3
1017,2,189.00,0.00,1,0.014129,1,0,4
1018,1,200.00,0.00,1,0.014086,0,0,6
1019,0,0.00,0.00,1,0.014044,0,0,8
1020,3,178.00,0.00,1,0.014002,2,0,1
1021,3,188.00,0.00,1,0.013960,1,0,2
1022,3,188.00,0.00,1,0.013918,1,0,3
1023,2,189.00,0.00,1,0.013876,1,0,4
1024,1,200.00,0.00,1,0.013834,0,0,6
1025,0,0.00,0.00,1,0.013793,0,0,8
1026,3,178.00,0.00,1,0.013752,2,0,1
1027,3,188.00,0.00,1,0.013710,1,0,2
1028,3,188.00,0.00,1,0.013669,1,0,3
1029,2,189.00,0.00,1,0.013628,1,0,4
1030,1,200.00,0.00,1,0.013587,0,0,6
1031,0,0.00,0.00,1,0.013547,0,0,8
1032,3,178.00,0.00,1,0.013506,2,0,1
1033,3,188.00,0.00,1,0.013465,1,0,2
1034,3,188.00,0.00,1,0.013425,1,0,3
1035,2,189.00,0.00,1,0.013385,1,0,4
1036,1,200.00,0.00,1,0.013345,0,0,6
1037,0,0.00,0.00,1,0.013305,0,0,8
1038,3,178.00,0.00,1,0.013265,2,0,1
1039,3,188.00,0.00,1,0.013225,1,0,2
1040,3,188.00,0.00,1,0.013185,1,0,3
1041,2,189.00,0.00,1,0.013146,1,0,4
1042,1,200.00,0.00,1,0.013106,0,0,6
1043,0,0.00,0.00,1,0.013067,0,0,8
1044,3,178.00,0.00,1,0.013028,2,0,1
1045,3,188.00,0.00,1,0.012989,1,0,2
1046,3,188.00,0.00,1,0.012950,1,0,3
1047,2,189.00,0.00,1,0.012911,1,0,4
1048,1,200.00,0.00,1,0.012872,0,0,6
1049,0,0.00,0.00,1,0.012833,0,0,8
1050,3,178.00,0.00,1,0.012795,2,0,1
1051,3,188.00,0.00,1,0.012757,1,0,2
1052,3,188.00,0.00,1,0.012718,1,0,3
1053,2,189.00,0.00,1,0.012680,1,0,4
1054,1,200.00,0.00,1,0.012642,0,0,6
1055,0,0.00,0.00,1,0.012604,0,0,8
1056,3,178.00,0.00,1,0.012566,2,0,1
1057,3,188.00,0.00,1,0.012529,1,0,2
1058,3,188.00,0.00,1,0.012491,1,0,3
1059,2,189.00,0.00,1,0.012454,1,0,4
1060,1,200.00,0.00,1,0.012416,0,0,6
1061,0,0.00,0.00,1,0.012379,0,0,8
1062,3,178.00,0.00,1,0.012342,2,0,1
1063,3,188.00,0.00,1,0.012305,1,0,2
1064,3,188.00,0.00,1,0.012268,1,0,3
1065,2,189.00,0.00,1,0.012231,1,0,4
1066,1,200.00,0.00,1,0.012194,0,0,6
1067,0,0.00,0.00,1,0.012158,0,0,8
1068,3,178.00,0.00,1,0.012121,2,0,1
1069,3,188.00,0.00,1,0.012085,1,0,2
1070,3,188.00,0.00,1,0.012049,1,0,3
1071,2,189.00,0.00,1,0.012013,1,0,4
1072,1,200.00,0.00,1,0.011977,0,0,6
1073,0,0.00,0.00,1,0.011941,0,0,8
1074,3,178.00,0.00,1,0.011905,2,0,1
1075,3,188.00,0.00,1,0.011869,1,0,2
1076,3,188.00,0.00,1,0.011833,1,0,3
1077,2,189.00,0.00,1,0.011798,1,0,4
1078,1,200.00,0.00,1,0.011763,0,0,6
1079,0,0.00,0.00,1,0.011727,0,0,8
1080,3,178.00,0.00,1,0.011692,2,0,1
1081,3,188.00,0.00,1,0.011657,1,0,2
1082,4,187.00,0.00,1,0.011622,1,1,3
1083,2,189.00,0.00,1,0.011587,1,0,4
1084,1,200.00,0.00,1,0.011552,0,0,6
1085,0,0.00,0.00,1,0.011518,0,0,8
1086,3,178.00,0.00,1,0.011483,2,0,1
1087,3,188.00,0.00,1,0.011449,1,0,2
1088,3,188.00,0.00,1,0.011414,1,0,3
1089,2,189.00,0.00,1,0.011380,1,0,4
1090,1,200.00,0.00,1,0.011346,0,0,6
1091,0,0.00,0.00,1,0.011312,0,0,8
1092,3,178.00,0.00,1,0.011278,2,0,1
1093,3,188.00,0.00,1,0.011244,1,0,2
1094,3,188.00,0.00,1,0.011210,1,0,3
1095,2,189.00,0.00,1,0.011177,1,0,4
1096,1,200.00,0.00,1,0.011143,0,0,6
1097,0,0.00,0.00,1,0.011110,0,0,8
1098,3,178.00,0.00,1,0.011077,2,0,1
1099,3,188.00,0.00,1,0.011043,1,0,2
