row_type,name,profile,mode,arm,seed,metric,presentation,value,n,ci_lo_bootstrap,ci_hi_bootstrap,p_signflip_two_sided_uncorrected,endpoint,note
redundancy_contrast,M1_labrel_stateless_frozen_slope_redundancy_only_analogue,,,,,auc_goal_slope_per_K,,-2.38095238095e-06,20,-8.45238095238e-06,3.69047619048e-06,0.45654296875,auc_goal_slope_per_K,redundancy_only minus baseline analogue
redundancy_contrast,M2_labrel_incremental_slope_redundancy_only_analogue,,,,,auc_goal_slope_per_K,,-2.38095238095e-06,20,-8.45238095238e-06,3.45238095238e-06,0.45654296875,auc_goal_slope_per_K,redundancy_only minus baseline analogue; identical construction to the M1 analogue
redundancy_contrast,M3_labrel8s_fragmentation_did_redundancy_only_analogue,,,,,auc_goal_did,,0.000783333333333,20,0.000416666666667,0.00113333333333,0.000808715820312,auc_goal_did,redundancy_only minus baseline analogue
redundancy_contrast,M4_labband_extended_vs_frozen_auc_redundancy_only_analogue,,,,,auc_goal,,0.000433333333333,20,0.000166666666667,0.0007,0.00750732421875,auc_goal,redundancy_only minus baseline analogue
redundancy_contrast,M5_labband_extended_vs_baseline_dev_redundancy_only_analogue,,,,,avg_dev,,-0.22625,20,-0.455,-0.001875,0.0731658935547,avg_dev,redundancy_only minus baseline analogue
redundancy_contrast,M6_chain3_frozen_vs_baseline_rmst_redundancy_only_analogue,,,,,rmst_first_success,,-0.225,20,-0.391666666667,-0.05,0.0263977050781,rmst,redundancy_only minus baseline analogue
rung_descriptive,,labrel0,phase1b_v2_baseline,true,,auc_goal,,1,20,,,,,
rung_descriptive,,labrel0,phase1b_v2_baseline,false,,auc_goal,,1,20,,,,,
rung_descriptive,,labrel4,phase1b_v2_baseline,true,,auc_goal,,1,20,,,,,
rung_descriptive,,labrel4,phase1b_v2_baseline,false,,auc_goal,,1,20,,,,,
rung_descriptive,,labrel8,phase1b_v2_baseline,true,,auc_goal,,0.999966666667,20,,,,,
rung_descriptive,,labrel8,phase1b_v2_baseline,false,,auc_goal,,0.999966666667,20,,,,,
rung_descriptive,,labrel16,phase1b_v2_baseline,true,,auc_goal,,0.99985,20,,,,,
rung_descriptive,,labrel16,phase1b_v2_baseline,false,,auc_goal,,0.99985,20,,,,,
rung_descriptive,,labrel8s,phase1b_v2_baseline,true,,auc_goal,,0.998666666667,20,,,,,
rung_descriptive,,labrel8s,phase1b_v2_baseline,false,,auc_goal,,0.998666666667,20,,,,,
first_success_curve,,labrel0,phase1b_v2_baseline,true,,cum_success_fraction,1,1,40,,,,,
first_success_curve,,labrel4,phase1b_v2_baseline,true,,cum_success_fraction,1,1,40,,,,,
first_success_curve,,labrel8,phase1b_v2_baseline,true,,cum_success_fraction,1,0.95,40,,,,,
first_success_curve,,labrel8,phase1b_v2_baseline,true,,cum_success_fraction,2,1,40,,,,,
first_success_curve,,labrel16,phase1b_v2_baseline,true,,cum_success_fraction,1,0.775,40,,,,,
first_success_curve,,labrel16,phase1b_v2_baseline,true,,cum_success_fraction,2,1,40,,,,,
first_success_curve,,labrel8s,phase1b_v2_baseline,true,,cum_success_fraction,1,0.775,40,,,,,
first_success_curve,,labrel8s,phase1b_v2_baseline,true,,cum_success_fraction,2,1,40,,,,,
first_success_curve,,labband,phase1b_v2_baseline,true,,cum_success_fraction,1,0.895,200,,,,,
first_success_curve,,labband,phase1b_v2_baseline,true,,cum_success_fraction,2,0.99,200,,,,,
first_success_curve,,labband,phase1b_v2_baseline,true,,cum_success_fraction,3,1,200,,,,,
first_success_curve,,lab4chain3,phase1b_v2_baseline,true,,cum_success_fraction,1,0.625,120,,,,,
first_success_curve,,lab4chain3,phase1b_v2_baseline,true,,cum_success_fraction,2,0.883333333333,120,,,,,
first_success_curve,,lab4chain3,phase1b_v2_baseline,true,,cum_success_fraction,3,0.991666666667,120,,,,,
first_success_curve,,lab4chain3,phase1b_v2_baseline,true,,cum_success_fraction,4,1,120,,,,,
policy_energy,,labrel0,phase1b_v2_baseline,true,,avg_policy_energy_mean,,0.5,20,,,,,
cycling,,labrel0,phase1b_v2_baseline,true,,avg_cycling_mean,,0.5,20,,,,,
policy_energy,,labrel4,phase1b_v2_baseline,true,,avg_policy_energy_mean,,0.5,20,,,,,
cycling,,labrel4,phase1b_v2_baseline,true,,avg_cycling_mean,,0.5,20,,,,,
policy_energy,,labrel8,phase1b_v2_baseline,true,,avg_policy_energy_mean,,0.5,20,,,,,
cycling,,labrel8,phase1b_v2_baseline,true,,avg_cycling_mean,,0.5,20,,,,,
policy_energy,,labrel16,phase1b_v2_baseline,true,,avg_policy_energy_mean,,0.5,20,,,,,
cycling,,labrel16,phase1b_v2_baseline,true,,avg_cycling_mean,,0.5,20,,,,,
policy_energy,,labrel8s,phase1b_v2_baseline,true,,avg_policy_energy_mean,,0.65,20,,,,,
cycling,,labrel8s,phase1b_v2_baseline,true,,avg_cycling_mean,,0.575,20,,,,,
policy_energy,,labband,phase1b_v2_baseline,true,,avg_policy_energy_mean,,1.863125,20,,,,,
cycling,,labband,phase1b_v2_baseline,true,,avg_cycling_mean,,1.161875,20,,,,,
policy_energy,,lab4chain3,phase1b_v2_baseline,true,,avg_policy_energy_mean,,2.01875,20,,,,,
cycling,,lab4chain3,phase1b_v2_baseline,true,,avg_cycling_mean,,1.775,20,,,,,
overshoot_proxy,,labband,phase1b_v2_baseline,true,,final_rank_above_target_fraction,,NA,,,,,,no FinalRank/TargetRank columns in benchmark CSV; deviation-above-band not derivable
cell_primitive,,labrel0,phase1b_v2_baseline,true,1,auc_goal,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,1,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,1,rmst,,1,,,,,,H=1500
cell_primitive,,labrel0,phase1b_v2_baseline,true,1,avg_dev,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,1,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,1,avg_wasted,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,1,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,1,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,2,auc_goal,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,2,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,2,rmst,,1,,,,,,H=1500
cell_primitive,,labrel0,phase1b_v2_baseline,true,2,avg_dev,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,2,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,2,avg_wasted,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,2,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,2,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,3,auc_goal,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,3,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,3,rmst,,1,,,,,,H=1500
cell_primitive,,labrel0,phase1b_v2_baseline,true,3,avg_dev,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,3,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,3,avg_wasted,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,3,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,3,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,4,auc_goal,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,4,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,4,rmst,,1,,,,,,H=1500
cell_primitive,,labrel0,phase1b_v2_baseline,true,4,avg_dev,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,4,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,4,avg_wasted,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,4,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,4,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,5,auc_goal,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,5,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,5,rmst,,1,,,,,,H=1500
cell_primitive,,labrel0,phase1b_v2_baseline,true,5,avg_dev,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,5,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,5,avg_wasted,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,5,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,5,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,6,auc_goal,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,6,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,6,rmst,,1,,,,,,H=1500
cell_primitive,,labrel0,phase1b_v2_baseline,true,6,avg_dev,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,6,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,6,avg_wasted,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,6,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,6,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,7,auc_goal,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,7,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,7,rmst,,1,,,,,,H=1500
cell_primitive,,labrel0,phase1b_v2_baseline,true,7,avg_dev,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,7,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,7,avg_wasted,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,7,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,7,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,8,auc_goal,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,8,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,8,rmst,,1,,,,,,H=1500
cell_primitive,,labrel0,phase1b_v2_baseline,true,8,avg_dev,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,8,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,8,avg_wasted,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,8,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,8,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,9,auc_goal,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,9,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,9,rmst,,1,,,,,,H=1500
cell_primitive,,labrel0,phase1b_v2_baseline,true,9,avg_dev,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,9,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,9,avg_wasted,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,9,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,9,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,10,auc_goal,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,10,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,10,rmst,,1,,,,,,H=1500
cell_primitive,,labrel0,phase1b_v2_baseline,true,10,avg_dev,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,10,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,10,avg_wasted,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,10,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,10,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,11,auc_goal,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,11,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,11,rmst,,1,,,,,,H=1500
cell_primitive,,labrel0,phase1b_v2_baseline,true,11,avg_dev,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,11,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,11,avg_wasted,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,11,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,11,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,12,auc_goal,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,12,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,12,rmst,,1,,,,,,H=1500
cell_primitive,,labrel0,phase1b_v2_baseline,true,12,avg_dev,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,12,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,12,avg_wasted,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,12,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,12,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,13,auc_goal,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,13,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,13,rmst,,1,,,,,,H=1500
cell_primitive,,labrel0,phase1b_v2_baseline,true,13,avg_dev,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,13,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,13,avg_wasted,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,13,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,13,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,14,auc_goal,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,14,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,14,rmst,,1,,,,,,H=1500
cell_primitive,,labrel0,phase1b_v2_baseline,true,14,avg_dev,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,14,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,14,avg_wasted,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,14,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,14,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,15,auc_goal,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,15,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,15,rmst,,1,,,,,,H=1500
cell_primitive,,labrel0,phase1b_v2_baseline,true,15,avg_dev,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,15,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,15,avg_wasted,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,15,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,15,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,16,auc_goal,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,16,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,16,rmst,,1,,,,,,H=1500
cell_primitive,,labrel0,phase1b_v2_baseline,true,16,avg_dev,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,16,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,16,avg_wasted,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,16,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,16,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,17,auc_goal,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,17,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,17,rmst,,1,,,,,,H=1500
cell_primitive,,labrel0,phase1b_v2_baseline,true,17,avg_dev,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,17,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,17,avg_wasted,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,17,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,17,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,18,auc_goal,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,18,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,18,rmst,,1,,,,,,H=1500
cell_primitive,,labrel0,phase1b_v2_baseline,true,18,avg_dev,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,18,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,18,avg_wasted,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,18,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,18,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,19,auc_goal,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,19,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,19,rmst,,1,,,,,,H=1500
cell_primitive,,labrel0,phase1b_v2_baseline,true,19,avg_dev,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,19,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,19,avg_wasted,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,19,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,19,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,20,auc_goal,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,20,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,20,rmst,,1,,,,,,H=1500
cell_primitive,,labrel0,phase1b_v2_baseline,true,20,avg_dev,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,20,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,20,avg_wasted,,0,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,20,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel0,phase1b_v2_baseline,true,20,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,1,auc_goal,,1,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,1,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,1,rmst,,1,,,,,,H=1500
cell_primitive,,labrel4,phase1b_v2_baseline,true,1,avg_dev,,0,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,1,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,1,avg_wasted,,0,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,1,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,1,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,2,auc_goal,,1,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,2,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,2,rmst,,1,,,,,,H=1500
cell_primitive,,labrel4,phase1b_v2_baseline,true,2,avg_dev,,0,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,2,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,2,avg_wasted,,0,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,2,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,2,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,3,auc_goal,,1,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,3,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,3,rmst,,1,,,,,,H=1500
cell_primitive,,labrel4,phase1b_v2_baseline,true,3,avg_dev,,0,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,3,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,3,avg_wasted,,0,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,3,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,3,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,4,auc_goal,,1,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,4,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,4,rmst,,1,,,,,,H=1500
cell_primitive,,labrel4,phase1b_v2_baseline,true,4,avg_dev,,0,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,4,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,4,avg_wasted,,0,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,4,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,4,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,5,auc_goal,,1,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,5,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,5,rmst,,1,,,,,,H=1500
cell_primitive,,labrel4,phase1b_v2_baseline,true,5,avg_dev,,0,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,5,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,5,avg_wasted,,0,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,5,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,5,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,6,auc_goal,,1,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,6,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,6,rmst,,1,,,,,,H=1500
cell_primitive,,labrel4,phase1b_v2_baseline,true,6,avg_dev,,0,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,6,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,6,avg_wasted,,0,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,6,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,6,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,7,auc_goal,,1,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,7,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,7,rmst,,1,,,,,,H=1500
cell_primitive,,labrel4,phase1b_v2_baseline,true,7,avg_dev,,0,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,7,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,7,avg_wasted,,0,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,7,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,7,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,8,auc_goal,,1,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,8,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,8,rmst,,1,,,,,,H=1500
cell_primitive,,labrel4,phase1b_v2_baseline,true,8,avg_dev,,0,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,8,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,8,avg_wasted,,0,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,8,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,8,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,9,auc_goal,,1,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,9,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,9,rmst,,1,,,,,,H=1500
cell_primitive,,labrel4,phase1b_v2_baseline,true,9,avg_dev,,0,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,9,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,9,avg_wasted,,0,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,9,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,9,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,10,auc_goal,,1,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,10,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,10,rmst,,1,,,,,,H=1500
cell_primitive,,labrel4,phase1b_v2_baseline,true,10,avg_dev,,0,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,10,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,10,avg_wasted,,0,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,10,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,10,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel4,phase1b_v2_baseline,true,11,auc_goal,,1,,,,,,
