profile,condition,n_seeds,mean_first_goal,ci_lo,ci_hi
lab1,pbrs_on,10,37.5,25.2,52.65
lab2,pbrs_on,10,1269.4643500178909,1250.4153081469392,1287.8308822411018
lab3,pbrs_on,10,1369.3792719877688,1333.8642818040837,1399.4200683138404
