profile,mode,n_seeds,goal_rate_mean,goal_rate_ci_lo,goal_rate_ci_hi,avg_steps_mean,avg_steps_ci_lo,avg_steps_ci_hi,avg_dev_mean,avg_dev_ci_lo,avg_dev_ci_hi,avg_energy_mean,avg_energy_ci_lo,avg_energy_ci_hi,avg_wasted_mean,avg_wasted_ci_lo,avg_wasted_ci_hi,avg_cycling_mean,avg_cycling_ci_lo,avg_cycling_ci_hi,avg_redundant_mean,avg_redundant_ci_lo,avg_redundant_ci_hi
lab1,ql_false,10,1.0,1.0,1.0,0.5,0.5,0.5,1.5,1.5,1.5,4.4575000000000005,4.415,4.5024999999999995,0.45249999999999996,0.43,0.4749999999999999,0.0,0.0,0.0,0.45249999999999996,0.43,0.4749999999999999
lab1,ql_true,10,1.0,1.0,1.0,0.5,0.5,0.5,1.5,1.5,1.5,4.404999999999999,4.35,4.4624999999999995,0.4699999999999999,0.45499999999999996,0.48249999999999993,0.0,0.0,0.0,0.4699999999999999,0.45499999999999996,0.48249999999999993
lab1,rule_based,10,1.0,1.0,1.0,0.5,0.5,0.5,1.5,1.5,1.5,4.437499999999999,4.3675,4.507499999999999,0.45249999999999996,0.43999999999999995,0.46499999999999997,0.0,0.0,0.0,0.45249999999999996,0.43999999999999995,0.46499999999999997
lab2,ql_false,10,0.975,0.95,1.0,1.7625,1.30625,2.30625,5.4,4.2875,6.71875,11.327499999999999,10.442499999999999,12.387593749999997,1.69375,1.2287499999999998,2.2362812499999998,0.6,0.4875,0.7125,2.29375,1.79496875,2.8775312499999997
lab2,ql_true,10,1.0,1.0,1.0,1.16875,1.11875,1.21875,3.90625,3.825,3.99375,9.962499999999999,9.764999999999999,10.17128125,1.0987500000000001,1.05125,1.1512499999999999,0.48125,0.43125,0.53125,1.58,1.4849999999999999,1.6824999999999999
lab2,rule_based,10,1.0,1.0,1.0,0.9375,0.9375,0.9375,3.4375,3.4375,3.4375,9.900000000000002,9.75,10.03625,0.8724999999999999,0.8612499999999998,0.885,0.25,0.25,0.25,1.1225,1.1112499999999998,1.135
lab3,ql_false,10,0.96875,0.9375,1.0,1.60625,1.08125,2.2125,3.1,2.58125,3.70625,14.5725,12.817437499999999,16.951343749999996,1.56,1.03496875,2.163812499999999,0.56875,0.4,0.8189062499999977,2.1287499999999997,1.48871875,2.92628125
lab3,ql_true,10,0.9625,0.94375,0.98125,1.875,1.5125,2.225,3.4875,3.08125,3.88125,17.205,16.416249999999998,17.920031249999997,1.81,1.44371875,2.16625,1.3125,0.95,1.6625,3.1224999999999996,2.3924999999999996,3.8299999999999996
lab3,rule_based,10,1.0,1.0,1.0,0.875,0.875,0.875,2.1875,2.1875,2.1875,12.821250000000001,12.66,12.9725,0.8,0.7825,0.8175000000000001,0.3125,0.3125,0.3125,1.1125000000000003,1.0950000000000002,1.1300000000000001
