profile,mode,n_seeds,goal_rate_mean,goal_rate_ci_lo,goal_rate_ci_hi,avg_steps_mean,avg_steps_ci_lo,avg_steps_ci_hi,avg_dev_mean,avg_dev_ci_lo,avg_dev_ci_hi,avg_energy_mean,avg_energy_ci_lo,avg_energy_ci_hi,avg_wasted_mean,avg_wasted_ci_lo,avg_wasted_ci_hi,avg_cycling_mean,avg_cycling_ci_lo,avg_cycling_ci_hi,avg_redundant_mean,avg_redundant_ci_lo,avg_redundant_ci_hi
lab1,ql_false,10,1.0,1.0,1.0,0.5,0.5,0.5,1.125,1.125,1.125,4.415,4.352500000000001,4.477500000000001,0.45,0.4375,0.4625,0.0,0.0,0.0,0.45,0.4375,0.4625
lab1,ql_true,10,1.0,1.0,1.0,0.5,0.5,0.5,1.125,1.125,1.125,4.3950000000000005,4.3025,4.505,0.45999999999999996,0.44000000000000006,0.47750000000000004,0.0,0.0,0.0,0.45999999999999996,0.44000000000000006,0.47750000000000004
lab1,rule_based,10,1.0,1.0,1.0,0.5,0.5,0.5,1.125,1.125,1.125,4.4,4.33,4.465000000000001,0.475,0.4574999999999999,0.49000000000000005,0.0,0.0,0.0,0.475,0.4574999999999999,0.49000000000000005
lab2,ql_false,10,0.9625,0.9375,0.9875,1.93125,1.48125,2.4375,5.64375,4.4875,7.025,11.502500000000001,10.532468750000001,12.603750000000002,1.8825000000000003,1.435,2.3862812499999997,0.65,0.475,0.8875,2.5325,2.00871875,3.0850312499999997
lab2,ql_true,10,1.0,1.0,1.0,1.14375,1.08125,1.2,3.85625,3.725,3.9875,9.89375,9.695000000000002,10.09,1.075,1.0174999999999998,1.1337499999999998,0.45625,0.39375,0.5125,1.53125,1.4149999999999998,1.645
lab2,rule_based,10,1.0,1.0,1.0,0.9375,0.9375,0.9375,3.4375,3.4375,3.4375,9.825,9.69125,9.94625,0.88125,0.86,0.9025000000000001,0.25,0.25,0.25,1.13125,1.1099999999999999,1.1525
lab3,ql_false,10,0.99375,0.98125,1.0,0.9875,0.83125,1.23125,2.49375,2.26875,2.76875,12.61875,11.97,13.34003125,0.9262500000000001,0.77125,1.17375,0.30625,0.25625,0.36875,1.2325,1.0425,1.485
lab3,ql_true,10,1.0,1.0,1.0,0.88125,0.84375,0.91875,2.63125,2.48125,2.78125,13.163750000000002,12.89375,13.4,0.82125,0.79,0.8524999999999998,0.31875,0.28125,0.35625,1.1400000000000001,1.07375,1.2025
lab3,rule_based,10,1.0,1.0,1.0,0.8125,0.8125,0.8125,2.125,2.125,2.125,12.117500000000001,12.02125,12.225,0.7625,0.7537499999999999,0.7737499999999999,0.25,0.25,0.25,1.0125,1.0037499999999997,1.0237499999999997
