StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
0,1,301,1,1,1,0,4,0,1,0,2
1,4,298,3,1,0,2,1,1,1,2,2
2,2,302,4,1,0,1,1,2,1,0,0
3,3,297,0,3,0,0,2,0,1,2,1
8,0,1,0,0,0,0,0,0,0,0,0
16,0,3,0,0,0,0,0,0,0,0,0
649,0,2,0,0,0,0,0,0,0,0,0
657,0,2,0,0,0,1,0,0,0,0,0
1284,1,3,1,0,2,0,3,1,2,304,2
1285,1,0,1,2,2,295,0,0,3,2,1
1286,3,1,3,1,3,0,2,302,3,1,1
1287,0,2,1,2,1,2,0,1,0,293,2
1290,0,6,0,0,0,0,0,0,0,0,0
1292,0,0,0,0,0,3,0,0,0,0,0
1293,0,0,0,1,0,0,0,0,0,1,0
1298,0,2,0,0,1,0,0,0,0,0,0
1300,1,0,0,0,0,1,0,0,0,2,0
1301,0,0,0,1,0,0,0,0,0,4,1
1309,0,0,0,0,0,0,0,0,0,1,0
1422,1,2,3,1,1,0,4,1,1,302,2
1440,1,0,0,1,0,0,1,0,1,0,15
1441,0,0,0,0,0,0,0,18,1,0,0
1442,1,1,1,1,1,2,2,308,2,0,2
1443,0,0,0,0,0,0,1,5,1,0,2
1444,2,3,0,2,1,297,1,0,4,0,5
1445,1,0,0,0,0,0,0,0,1,0,1
1446,1,0,0,1,0,0,0,0,0,0,1
1447,4,2,2,1,2,0,1,287,1,1,1
1449,0,0,0,0,0,0,16,0,0,0,1
1450,2,1,0,291,0,0,13,1,3,0,3
1456,0,0,2,0,0,0,0,0,1,0,4
1460,2,0,1,0,0,0,0,0,1,0,4
1811,0,1,1,0,0,1,0,0,0,0,1
1814,1,1,1,0,0,0,0,1,0,0,1
1857,7,5,2,13,2,8,2,2,1,584,46
1858,0,0,0,0,1,0,0,0,0,0,0
1860,0,0,0,0,1,0,0,0,0,0,1
1861,294,3,5,0,1,1,2,1,1,3,25
1863,0,0,0,2,0,0,0,0,0,0,0
1864,0,0,0,0,1,1,0,0,0,0,0
1865,0,0,0,0,1,0,1,0,0,0,1
1868,1,1,0,0,1,0,1,0,0,0,1
1873,1,0,11,1,2,0,0,0,1,0,1
1876,0,0,0,0,1,0,0,0,0,0,0
