profile,condition,n_seeds,mean_first_goal,ci_lo,ci_hi
custom3,pbrs_on,5,2455.9688257866387,2075.212849010572,2868.243328483694
custom5,pbrs_on,5,2052.500334709238,1795.150494380424,2312.272486508925
custom9,pbrs_on,5,1961.3473942705234,1837.597847900916,2066.3230444411083
