profile,metric,n_paired,ql_true_mean,ql_false_mean,mean_diff_true_minus_false,ci_lo,ci_hi,lower_is_better,p_bootstrap,p_wilcoxon,cliffs_delta,ql_true_better,q_bootstrap_bh,bh_family_m
lab4,goal_rate,10,1.0,0.9875,0.0125,0.0,0.03125,False,0.2102,0.5,0.2,True,0.25224,6
lab4,energy_compliance,10,1.0,0.9875,0.0125,0.0,0.03125,False,0.2102,0.5,0.2,True,0.25224,6
lab5,goal_rate,10,0.98125,0.98125,0.0,-0.01875,0.01875,False,1.0,1.0,0.0,False,1.0,6
lab5,energy_compliance,10,0.775,0.7175,0.057499999999999996,0.002499999999999991,0.1075,False,0.0428,0.0859375,0.57,True,0.1024,6
lab5,mean_steady_power,10,1.1125,1.5162499999999999,-0.40374999999999994,-0.5712499999999999,-0.205,True,0.0002,0.0078125,-0.78,True,0.0012000000000000001,6
lab5,over_budget_rate,10,0.20958333333333332,0.2679166666666667,-0.05833333333333335,-0.11791666666666667,1.041666666652053e-05,True,0.0512,0.140625,-0.52,True,0.1024,6
