profile,condition,n_seeds,mean_first_goal,ci_lo,ci_hi
lab2,pbrs_on,10,1301.5762795341216,1286.259307161166,1317.7782872784576
lab3,pbrs_on,10,1372.0643117958232,1344.7199879321959,1397.2781967899277
