StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
0,1,309,2,3,3,1,0,3,2,0,3
1,0,327,1,0,2,2,0,0,1,0,1
2,2,302,1,1,0,0,1,3,1,1,0
3,0,11,0,0,0,0,0,0,0,0,0
8,0,15,1,0,0,0,1,0,0,0,0
16,0,14,0,0,0,0,0,0,0,0,0
24,0,13,0,0,0,0,0,0,0,0,0
649,0,13,0,0,0,0,0,0,0,0,0
657,0,9,0,0,0,0,0,0,0,0,0
1284,1,2,1,0,1,1,2,0,1,313,1
1285,0,2,2,1,1,334,1,0,1,0,1
1286,0,2,1,311,1,1,1,1,2,1,1
1287,0,1,0,0,0,0,0,18,0,0,0
1290,0,10,0,0,0,0,0,0,0,0,0
1292,0,0,0,1,0,0,0,1,0,21,0
1293,0,0,0,0,0,0,0,0,0,16,0
1298,0,11,0,0,0,0,0,0,0,0,0
1300,0,0,0,0,0,20,1,0,0,0,0
1301,0,0,0,0,0,14,0,0,0,0,0
1305,0,4,0,0,0,0,0,0,0,0,0
1308,0,0,0,0,0,0,0,0,0,19,0
1309,0,0,0,0,0,9,0,0,0,0,0
1419,0,0,0,0,0,0,1,0,0,8,1
1422,1,0,0,0,0,0,1,0,1,12,1
1440,3,3,5,1,1,393,1,1,1,1,54
1441,1,0,1,0,1,0,0,19,20,2,44
1442,0,0,0,1,0,0,1,153,1,0,1
1443,0,0,0,0,0,0,0,19,0,0,0
1444,368,3,1,3,2,3,1,3,2,4,26
1445,0,0,0,0,0,0,0,0,6,0,0
1446,1,0,0,0,0,0,0,0,3,0,1
1447,7,0,0,0,0,0,0,0,0,0,0
1448,0,0,0,0,1,0,6,0,1,0,1
1449,0,0,0,0,0,0,25,0,0,0,1
1450,0,0,1,0,0,0,153,0,1,1,0
1452,1,0,1,1,0,0,30,0,1,0,1
1456,0,0,17,0,0,0,0,1,0,0,0
1457,0,0,11,0,0,0,0,0,1,0,2
1460,2,0,28,0,0,0,2,0,1,0,5
1464,0,0,0,0,0,1,11,0,1,0,1
1465,0,0,1,0,0,0,4,0,1,0,0
1468,0,0,0,1,0,0,27,0,0,0,0
1811,0,0,0,0,0,11,0,0,0,0,1
1814,0,1,0,0,2,326,0,0,0,1,0
1856,2,1,1,1,3,2,3,0,0,75,29
1857,2,2,0,3,2,0,2,2,0,339,3
1858,0,2,0,155,1,0,2,0,1,0,2
1859,0,0,0,6,1,0,0,0,0,0,0
1860,39,0,0,0,1,0,0,0,0,1,7
1861,0,0,0,334,1,0,1,1,1,2,2
1862,0,0,0,10,0,0,0,0,0,0,0
1863,1,0,0,0,2,0,1,0,0,0,1
1864,0,0,0,0,0,0,18,0,0,0,0
1865,0,0,0,0,1,1,18,1,0,0,1
1868,0,0,0,0,0,0,13,0,0,0,0
1872,0,0,12,0,0,0,0,0,0,0,0
1873,0,0,12,0,1,0,0,0,0,0,1
1874,0,1,154,0,1,0,2,0,1,1,0
1876,0,0,22,0,0,0,0,0,1,0,0
1880,0,0,11,0,1,0,1,0,0,0,0
1881,0,0,5,0,1,0,1,0,0,0,1
1884,0,0,8,0,0,0,1,0,0,0,1
