StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
0,4,1,1,1,2,303,1,1,1,4,3
1,1,0,1,1,1,0,2,0,0,321,2
2,0,306,2,1,1,1,2,0,0,3,1
3,0,0,0,1,0,19,0,0,1,0,0
8,0,6,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,6,0
24,1,10,0,0,0,0,0,0,0,0,0
649,1,9,1,0,0,0,2,0,2,0,0
657,0,0,0,0,0,0,0,11,0,1,0
1284,4,0,0,0,0,0,0,0,0,0,0
1285,2,0,0,1,1,0,0,0,0,0,0
1286,1,0,1,1,3,1,0,0,0,309,2
1287,0,0,0,0,0,5,0,0,0,0,0
1290,1,0,1,14,1,0,0,1,0,1,0
1292,0,1,0,0,0,0,0,0,1,23,0
1293,1,0,1,1,1,8,1,0,0,1,0
1298,1,0,0,0,0,0,1,0,0,18,0
1300,0,0,0,0,0,0,0,0,0,8,0
1301,0,1,0,1,0,0,1,1,0,3,1
1305,0,1,1,0,2,26,0,3,0,0,1
1308,0,0,14,1,0,0,0,1,0,0,0
1309,8,1,0,0,1,0,1,1,0,0,1
1419,1,0,0,0,1,0,1,1,130,0,0
1422,0,0,0,6,0,0,0,0,0,0,0
1440,1,0,0,0,1,31,0,0,0,1,1
1441,2,1,1,2,3,335,1,0,1,9,0
1442,0,0,1,13,0,0,3,0,0,0,1
1443,0,0,0,7,1,0,0,0,1,62,3
1444,5,1,0,0,1,0,6,0,0,0,0
1445,0,0,0,3,0,0,0,0,0,0,0
1446,1,1,5,1,1,1,0,310,1,2,0
1447,0,0,1,5,0,0,0,0,0,0,0
1448,1,0,2,1,1,0,12,0,0,0,0
1449,0,0,0,0,1,9,0,0,0,0,0
1450,0,0,1,0,0,11,0,0,1,0,0
1452,0,0,1,0,0,24,1,3,0,0,0
1456,1,0,0,0,0,0,0,11,0,0,0
1457,1,0,13,1,0,0,27,1,0,0,1
1460,0,0,0,1,0,12,0,0,1,8,2
1464,0,0,0,0,0,23,0,0,0,0,1
1465,1,0,0,0,0,6,0,0,1,0,2
1811,0,0,0,0,41,11,0,0,1,0,0
1814,0,1,1,190,0,0,1,1,0,0,0
1856,1,2,6,3,0,0,1,2,1,318,3
1857,0,3,1,1,3,1,2,1,2,308,3
1858,2,0,0,0,0,0,0,0,0,14,0
1859,1,0,0,0,0,1,1,31,0,0,0
1860,0,1,1,2,0,40,1,1,0,7,0
1861,7,0,15,0,0,0,1,0,0,0,0
1862,0,0,0,6,0,0,0,0,0,0,1
1863,0,0,0,0,0,1,0,0,0,8,0
1864,0,2,184,0,1,2,0,0,0,0,0
1865,0,0,0,0,0,0,0,0,0,51,0
1868,0,0,0,8,0,0,0,0,0,0,0
1872,0,0,16,0,0,0,1,0,1,0,0
1873,3,11,0,0,0,22,1,0,2,0,1
1874,1,0,7,0,2,0,1,0,0,0,0
1876,0,0,8,1,0,1,0,0,1,0,0
1880,0,0,0,147,0,0,1,1,0,0,1
1881,0,0,41,1,0,0,1,0,1,0,0
1884,0,0,0,0,0,0,0,0,0,14,0
