registered_cell,metric,n_paired,seeds_paired,mean_ql_true,mean_ql_false,mean_paired_difference,median_paired_difference,ci_lo_bootstrap,ci_hi_bootstrap,p_signflip_two_sided,p_sign_exact_two_sided,paired_rank_biserial,q_signflip_bh_m4,bh_family_m
lab4,avg_redundant,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.8875,1.5825,-0.6950000000000001,-0.44999999999999996,-0.985625,-0.4375,3.814697265625e-06,4.00543212890625e-05,-0.9904761904761905,5.086263020833333e-06,4
lab4dual,avg_redundant,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1.131875,1.876875,-0.745,-0.64375,-0.9737500000000001,-0.531875,3.814697265625e-06,4.00543212890625e-05,-0.9904761904761905,5.086263020833333e-06,4
lab4chain,avg_redundant,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.934375,1.66875,-0.734375,-0.7375,-0.885,-0.585,1.9073486328125e-06,1.9073486328125e-06,-1.0,5.086263020833333e-06,4
lab5,energy_compliance,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.753125,0.71,0.043125000000000004,0.050000000000000044,0.01437500000000001,0.07062500000000001,0.0093994140625,0.00738525390625,0.6833333333333333,0.0093994140625,4
