profile,condition,metric,metric_tier,direction,n_seeds,mean,ci_lo,ci_hi
lab4,ql_true,auc_goal,primary,higher_better,10,0.9993333333333334,0.9990666666666668,0.9995666666666667
lab4,ql_true,auc_reward,secondary,higher_better,10,263.30886666666663,263.02978583333334,263.5101691666666
lab4,ql_true,episodes_to_threshold,secondary_censored,lower_better,10,99.0,99.0,99.0
lab4,ql_true,mean_first_goal,secondary,lower_better,10,1.01,1.0,1.03
lab4,ql_false,auc_goal,primary,higher_better,10,0.9978333333333333,0.9973333333333333,0.9982333333333333
lab4,ql_false,auc_reward,secondary,higher_better,10,244.0288666666667,237.9727325,249.97152583333332
lab4,ql_false,episodes_to_threshold,secondary_censored,lower_better,10,99.0,99.0,99.0
lab4,ql_false,mean_first_goal,secondary,lower_better,10,1.08,1.03,1.1400000000000001
lab4chain,ql_true,auc_goal,primary,higher_better,10,0.9996666666666666,0.9994999999999999,0.9998333333333334
lab4chain,ql_true,auc_reward,secondary,higher_better,10,262.7244,262.56476499999997,262.9186033333334
lab4chain,ql_true,episodes_to_threshold,secondary_censored,lower_better,10,99.0,99.0,99.0
lab4chain,ql_true,mean_first_goal,secondary,lower_better,10,1.0,1.0,1.0
lab4chain,ql_false,auc_goal,primary,higher_better,10,0.9960999999999999,0.9953333333333333,0.9967333333333335
lab4chain,ql_false,auc_reward,secondary,higher_better,10,242.60703333333336,234.96255166666666,250.2866433333333
lab4chain,ql_false,episodes_to_threshold,secondary_censored,lower_better,10,99.0,99.0,99.0
lab4chain,ql_false,mean_first_goal,secondary,lower_better,10,1.2399999999999998,1.09,1.42
lab4dual,ql_true,auc_goal,primary,higher_better,10,0.9997999999999999,0.9996333333333333,0.9999333333333332
lab4dual,ql_true,auc_reward,secondary,higher_better,10,260.86440000000005,260.58596416666666,261.03833416666674
lab4dual,ql_true,episodes_to_threshold,secondary_censored,lower_better,10,99.0,99.0,99.0
lab4dual,ql_true,mean_first_goal,secondary,lower_better,10,1.0,1.0,1.0
lab4dual,ql_false,auc_goal,primary,higher_better,10,0.9926999999999999,0.9892000000000001,0.9952000000000002
lab4dual,ql_false,auc_reward,secondary,higher_better,10,242.9752333333334,238.88923249999996,247.62636666666668
lab4dual,ql_false,episodes_to_threshold,secondary_censored,lower_better,10,99.0,99.0,99.0
lab4dual,ql_false,mean_first_goal,secondary,lower_better,10,1.28,1.15,1.41
lab5,ql_true,auc_goal,primary,higher_better,10,0.9988000000000001,0.9983666666666666,0.9992333333333333
lab5,ql_true,auc_reward,secondary,higher_better,10,262.73640000000006,262.1808066666667,263.21437249999997
lab5,ql_true,episodes_to_threshold,secondary_censored,lower_better,10,99.0,99.0,99.0
lab5,ql_true,mean_first_goal,secondary,lower_better,10,1.0,1.0,1.0
lab5,ql_false,auc_goal,primary,higher_better,10,0.9979666666666664,0.9974666666666666,0.9984333333333334
lab5,ql_false,auc_reward,secondary,higher_better,10,241.79916666666662,238.07841916666666,245.24921083333336
lab5,ql_false,episodes_to_threshold,secondary_censored,lower_better,10,99.0,99.0,99.0
lab5,ql_false,mean_first_goal,secondary,lower_better,10,1.0799999999999998,1.0299999999999998,1.13
