StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
0,1,4,1,1,1,316,1,1,1,1,2
1,1,0,3,2,0,312,0,1,3,1,0
2,1,320,0,0,1,1,1,0,1,0,2
3,1,0,0,8,0,0,1,0,0,0,0
8,0,0,0,0,0,0,0,0,1,15,1
16,0,0,0,0,0,21,1,0,0,0,0
24,0,0,0,1,0,0,11,0,0,0,0
649,0,0,0,0,0,0,0,0,0,11,0
657,0,22,0,0,0,0,0,0,1,0,1
1284,1,1,1,1,0,9,0,1,0,0,2
1285,0,0,1,0,1,0,0,0,0,6,0
1286,3,2,1,0,1,1,2,319,1,0,2
1287,1,0,0,0,0,2,0,0,1,0,1
1290,0,0,0,0,0,0,1,0,0,8,0
1292,0,0,0,0,1,0,4,0,0,0,0
1293,1,0,0,0,1,0,0,1,0,3,0
1298,0,0,0,0,0,5,0,0,0,0,0
1300,0,0,0,0,0,11,0,0,0,0,0
1301,0,0,0,0,1,1,1,0,0,26,1
1305,0,0,0,0,0,0,0,1,0,11,1
1308,0,0,1,0,0,0,4,0,0,0,0
1309,1,0,1,0,1,2,0,1,1,0,1
1419,0,0,0,0,0,0,0,0,0,15,0
1422,2,0,2,2,1,316,1,1,2,3,2
1440,0,1,0,0,0,0,2,0,11,0,0
1441,0,0,0,0,0,0,0,20,0,1,0
1442,0,0,0,0,0,0,0,13,0,0,0
1443,0,1,0,0,0,13,0,0,0,0,2
1444,0,0,0,1,0,0,0,3,1,0,2
1445,0,1,1,0,0,15,0,0,0,0,0
1446,0,0,0,0,0,0,80,0,0,0,0
1447,0,0,1,5,0,0,0,0,0,6,0
1448,1,2,2,0,1,19,0,0,4,63,2
1449,1,27,0,0,1,0,11,1,0,0,0
1450,0,0,0,0,0,33,0,0,0,0,0
1452,0,1,0,1,0,0,1,0,0,171,2
1456,1,0,1,0,1,0,0,0,2,130,0
1457,0,0,1,1,0,15,0,0,0,0,1
1460,0,0,0,0,1,0,0,0,1,37,1
1464,0,0,0,0,1,0,3,0,0,0,0
1465,0,0,0,0,0,18,0,0,0,0,0
1468,1,1,1,0,1,7,0,0,1,0,1
1811,0,0,0,1,0,16,0,0,0,1,0
1814,0,0,0,0,0,0,0,3,0,0,0
1856,6,1,27,0,1,1,0,0,2,329,2
1857,3,2,5,623,2,4,2,4,5,2,2
1858,0,7,0,0,0,0,0,0,0,0,0
1859,1,0,271,0,1,2,1,0,0,0,2
1860,0,0,0,2,0,9,0,0,1,19,0
1861,7,0,11,0,0,0,1,0,0,0,0
1862,0,0,0,0,0,8,0,0,1,16,0
1863,1,0,0,8,0,0,1,0,1,0,0
1864,0,0,0,0,1,0,6,1,1,0,0
1865,1,0,0,1,1,40,1,2,1,24,0
1868,0,0,0,0,0,0,2,0,0,0,0
1872,0,1,1,0,0,10,0,0,0,31,0
1873,1,1,3,7,6,4,4,1,5,617,7
1874,0,0,0,1,1,228,2,0,3,0,0
1876,2,2,1,42,2,1,1,0,1,14,1
1880,0,1,0,0,0,0,0,1,0,15,1
1881,0,0,12,0,0,0,0,0,0,0,0
1884,0,0,0,0,1,0,5,0,1,0,0
