StateIndex,SetFan=OFF,SetFan=ON,SetHeater=OFF,SetHeater=ON,SetHumidifier=OFF,SetHumidifier=ON,SetSpeaker=OFF,SetSpeaker=ON,SetZ1Light=OFF,SetZ1Light=ON,DO_NOTHING
0,96.29,49.68,106.36,80.50,52.11,109.52,42.00,88.30,87.79,200.00,77.06
