StateIndex,SetFan=OFF,SetFan=ON,SetHeater=OFF,SetHeater=ON,SetHumidifier=OFF,SetHumidifier=ON,SetSpeaker=OFF,SetSpeaker=ON,SetZ1Light=OFF,SetZ1Light=ON,DO_NOTHING
0,8,5,10,6,6,9,4,7,8,1500,6
