DefectComponent,DetectEpisode,ReconvergeEpisode,RecoveryEpisodes,SecondaryDetectEpisode,RecoveredGoalRate,NominalGoal,BestEffortRank,RankShortfall,DegradedMode,BlacklistEvents,DetectorVersion,ProtocolVersion
http://example.org/was#SetZ1Blinds,6,249,243,-1,0.0000,3,2,1,1,http://example.org/was#SetZ1Blinds@6,fault-detector-v2,phase2-v2
