StateIndex,SetPlugZ1=OFF,SetPlugZ1=ON,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
2613,0.00,0.00,0.00,5.49,0.00,0.00,0.00,0.00,-2.09,0.00,0.00,0.00,-0.30
2616,0.00,0.00,0.67,0.00,0.03,-0.05,-0.05,-0.05,0.00,-0.55,-0.55,0.00,-0.30
2617,-0.05,-0.05,0.00,0.00,-0.05,-0.05,0.00,0.00,0.00,-0.55,-0.55,61.56,0.00
2620,-0.05,-0.05,0.00,-0.55,0.00,0.00,-0.05,0.00,0.36,0.00,-0.55,0.00,0.00
2621,-0.05,0.00,0.00,0.00,-0.05,-0.05,0.00,0.00,-0.55,-0.55,0.00,52.43,0.00
2696,0.00,19.10,0.00,0.00,-0.05,0.00,0.00,0.00,-0.55,-0.55,0.00,0.00,0.00
2697,-0.05,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,-0.55,0.00,0.00,0.00
2698,0.00,0.00,-4.14,-0.55,-0.05,0.00,0.00,0.00,0.00,19.10,-0.55,0.00,-0.30
2706,-0.05,68.96,0.00,0.00,-0.05,0.00,-0.05,-0.05,-3.44,-0.55,0.00,0.00,-0.30
2712,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,-0.05,-0.55,-0.55,0.00,74.95,0.00
2713,-0.05,0.00,-2.09,0.00,0.00,0.00,-0.05,0.00,0.00,-0.55,0.00,10.05,0.00
2722,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.56,0.00,0.00,0.00
2728,0.00,57.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2729,0.00,27.24,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2737,0.00,13.47,0.00,-0.55,-1.91,0.00,0.00,0.00,-2.09,0.00,-0.55,0.00,0.00
2744,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00
2745,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.10,0.00
2880,0.00,2.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.00
2881,0.00,0.20,0.20,0.00,0.00,0.00,0.44,0.00,14.36,0.00,0.00,0.47,0.31
2882,0.38,0.40,0.22,2.00,0.20,0.00,0.00,0.00,0.37,0.00,0.00,1.02,0.38
2883,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00
2884,0.20,0.00,1.53,1.82,0.80,0.00,0.23,0.00,8.26,0.00,-16.70,0.51,0.00
2885,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.54,0.00,0.00,-7.23,0.00,0.00
2886,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.49,0.00,0.00,0.00
2887,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.06,0.00
2896,0.00,0.38,0.00,1.23,0.00,0.00,0.00,0.00,0.00,0.79,0.00,0.00,0.20
2897,0.00,0.00,0.00,0.82,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00
2900,0.20,0.00,0.00,0.38,0.00,0.20,0.00,0.00,0.00,0.32,0.00,10.40,0.00
2901,0.00,0.20,0.00,0.00,0.20,0.00,0.20,0.54,0.00,0.00,0.00,0.00,0.00
2912,0.00,3.24,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00
2913,0.00,0.49,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.49,0.00,0.20
2916,0.34,0.00,0.00,0.00,0.00,0.00,0.00,1.98,0.00,0.00,0.00,0.00,0.00
2917,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.00,0.00,0.00,0.00,0.00
2928,0.00,0.00,0.20,0.00,0.00,0.20,0.20,0.20,3.33,0.00,0.00,0.00,0.00
2929,0.20,0.00,0.20,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,6.62,0.00
2932,0.00,0.00,0.20,0.00,0.00,0.20,0.20,0.00,0.89,2.27,-10.14,0.00,0.00
2933,0.00,0.00,0.20,0.00,0.22,0.00,0.00,0.00,0.00,0.00,-10.01,0.00,0.00
3008,0.00,1.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20
3009,0.00,0.00,0.00,1.73,0.00,0.00,0.00,0.00,0.00,0.00,-10.14,0.00,0.00
3010,0.00,0.00,0.00,1.14,0.00,0.00,0.00,0.00,0.00,0.00,-9.77,0.00,0.00
3011,0.20,0.00,0.00,0.00,0.20,0.94,0.00,0.00,0.00,0.00,0.00,0.23,0.20
3024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.34,0.00,0.00,0.00,0.00
3025,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,1.25,0.00,0.00,0.00,0.00
3040,0.00,0.00,0.20,0.00,0.00,0.98,0.00,0.00,0.77,0.00,0.00,14.95,0.00
3041,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,10.87,0.20
3056,0.20,0.00,2.97,0.00,0.00,0.95,0.20,2.77,0.00,3.47,-10.14,18.21,0.32
3057,0.00,0.00,0.00,1.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3716,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,-2.66,-0.55,-0.13,-0.55,0.00,0.00
3717,0.00,0.00,0.00,100.50,7.64,-0.05,-2.95,8.98,0.00,0.00,11.57,10.05,8.48
3718,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,47.09,-0.30
3719,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.56,0.00,0.00,0.00
3732,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,-0.55,52.43,0.00
3733,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,72.12,-0.30
3748,0.00,0.00,-1.12,0.00,0.00,0.00,-0.37,-2.01,0.00,0.00,0.00,0.00,-0.30
3749,0.00,0.00,0.00,0.00,36.77,0.00,-2.09,0.00,0.00,0.00,0.00,0.00,0.00
3764,0.00,0.00,-0.55,0.00,0.00,-2.45,0.00,-0.13,0.00,0.00,0.00,0.00,0.00
3765,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,-0.55,65.46,0.00
