StateIndex,SetPlugZ1=OFF,SetPlugZ1=ON,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
0,4.90,-0.04,5.01,131.00,9.59,0.01,-0.04,-0.03,27.47,1.46,0.00,0.00,6.50
1,0.00,0.00,10.94,131.00,6.19,2.01,0.00,0.00,18.14,2.66,0.00,28.16,20.77
2,3.71,1.67,0.00,4.06,0.00,0.00,0.00,2.22,0.00,0.00,16.53,103.30,11.59
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.53,0.00,0.00,0.00,0.00,0.00
4,0.00,0.00,0.00,0.00,0.00,-0.04,0.00,0.00,-1.02,-0.54,1.20,62.68,0.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101.99,0.00,0.00,-0.54,0.00,0.00
6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.24,0.00
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.92,0.00,0.00,0.00,0.00,0.00
16,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.00,62.53,0.00
20,0.00,0.00,0.00,33.04,0.00,0.00,0.00,0.00,-0.10,0.00,-0.54,0.00,0.00
32,0.00,16.98,0.00,0.00,0.00,0.00,0.00,0.00,-0.54,0.00,0.00,0.00,0.00
36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81.75,0.00
48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,67.08,0.00
52,-0.04,-0.04,-0.54,0.00,-0.04,-0.04,-0.04,0.00,13.92,-0.54,0.00,0.00,-0.29
128,0.00,0.00,0.00,0.00,-0.04,0.00,0.00,0.00,0.00,10.19,-0.54,0.00,0.00
129,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.46,0.00
130,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.54,42.04,-0.54,0.00,0.00
131,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.28,0.00,0.00,0.00
144,-0.04,0.00,-0.54,62.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160,0.00,0.00,0.00,30.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
176,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.77,0.00
1297,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.72,0.00,0.00,0.00,0.00
1301,0.00,0.00,0.00,16.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1313,0.00,0.14,0.00,0.00,39.21,0.00,0.00,0.14,0.00,0.00,-0.54,0.00,0.00
1317,0.00,-0.04,0.00,20.85,-2.09,-0.04,0.00,0.00,0.00,0.00,-0.54,0.00,0.00
1425,0.14,20.39,0.00,0.00,0.00,2.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1441,0.00,5.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2568,2.41,0.82,7.19,4.17,8.11,-0.09,-0.05,-0.05,7.48,-0.55,0.00,100.50,2.16
2569,10.62,0.15,-3.77,0.00,8.96,0.24,12.29,-0.09,0.00,-0.55,14.64,100.50,0.00
2570,0.00,0.00,0.00,-0.55,0.00,34.56,0.00,-0.05,-0.55,0.00,0.00,0.00,-0.30
2571,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.05,0.00,0.00,0.00
2572,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.24,0.00,0.00,0.00,0.00,0.00
2573,0.00,0.00,13.97,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2575,0.00,0.00,-3.77,0.00,0.00,41.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2578,-0.05,-0.05,0.00,41.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.30
2582,0.00,0.00,0.00,0.00,-0.05,41.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2584,0.00,9.19,-3.22,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,0.00
2585,-0.05,0.00,-2.09,-0.55,-0.05,-0.05,0.00,-0.05,22.98,0.00,0.00,0.00,-0.30
2588,0.00,0.00,-3.77,0.00,0.86,-0.09,0.00,0.00,0.00,-0.55,0.00,61.56,0.61
2589,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,52.43,0.00,0.00,0.00,0.00,0.00
2594,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.56,-0.30
2598,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,27.24,0.00
2600,0.00,-0.05,0.00,-0.55,0.00,0.00,0.00,0.00,-0.55,-0.55,0.00,19.10,-0.30
2601,-0.05,12.23,-1.27,-0.55,0.00,-0.05,-0.05,0.00,0.00,-0.55,-0.55,0.00,-0.30
2604,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,27.24,0.00,0.00,0.00,0.00,0.61
2605,-0.05,-0.05,0.00,1.91,0.00,-0.05,-0.05,65.46,-0.55,-0.55,-0.55,0.00,0.00
2609,0.00,0.00,0.00,14.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
