StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Eff=OFF,SetZ1Eff=ON,SetZ1Ineff=OFF,SetZ1Ineff=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Eff=OFF,SetZ2Eff=ON,SetZ2Ineff=OFF,SetZ2Ineff=ON,DO_NOTHING
0,1.02,9.42,-0.04,-0.04,0.33,131.00,2.00,0.00,10.44,-0.17,2.47,10.15,0.00,19.32,9.13
1,0.00,4.06,0.00,2.01,-0.04,131.00,0.00,0.00,11.25,4.73,1.15,0.00,11.25,10.15,6.79
2,0.00,8.61,2.12,7.70,11.75,14.25,0.00,131.00,1.14,19.34,5.75,0.00,9.10,10.15,0.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.59,0.00
8,0.00,8.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.54,0.00,0.00,0.00,0.00,0.00
16,0.00,0.00,0.00,-0.04,0.00,0.00,0.00,0.00,0.00,-0.54,0.00,0.00,0.00,19.70,0.00
24,0.00,8.61,0.00,0.00,-0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2569,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.80,0.00,0.00,0.00
2577,0.00,2.01,0.00,-0.04,-0.04,0.00,0.00,0.00,0.00,0.00,-0.54,0.00,0.00,0.00,0.00
5124,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,-0.55,0.00,0.00,0.00,27.24,0.00
5125,0.00,0.00,0.00,-0.05,-0.05,34.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5126,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,27.24,0.00
5127,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.05,0.00
5130,0.00,41.16,0.00,0.00,0.00,0.00,-0.05,0.00,-3.77,0.00,0.00,0.00,0.00,0.00,-0.30
5132,0.00,0.00,-0.09,0.00,0.00,19.10,0.00,0.00,-0.55,-1.04,-0.55,0.00,-0.55,0.00,0.00
5133,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5138,0.00,0.00,-1.49,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.05,-0.30
5140,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.10,0.00,0.00,0.00
5141,0.00,-0.55,-0.05,0.00,0.00,0.00,0.00,10.05,-0.55,-0.55,0.00,0.00,0.00,0.00,0.00
5145,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.04,-0.55,0.00,0.00
5148,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.10,0.00,0.00,0.00
5149,0.00,0.00,0.00,0.00,0.00,19.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5664,0.00,0.54,0.20,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20
5665,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5666,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5667,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.00,0.00,0.00,0.00,0.00
5672,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.00,0.00,0.00,-10.14,0.00,0.00
5673,0.00,0.00,0.00,0.00,0.00,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5680,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.20,8.83,0.00,0.00,0.00,0.00
5681,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.36,0.00,0.00,0.00,0.00,0.00
5688,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.62,0.00,0.00,0.00,0.00
5689,0.00,0.00,0.00,0.00,0.20,0.00,0.78,0.00,0.00,0.00,13.70,0.00,-9.14,0.67,0.00
5696,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5697,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5698,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.30,0.00,0.00,0.00,0.00
5699,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.20
5704,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5705,0.20,0.00,0.00,0.20,0.00,0.00,0.20,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5712,0.00,0.00,0.00,0.00,0.00,0.82,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5713,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.48,0.00,0.00,0.00,0.00,0.00,0.00
5720,0.00,0.00,0.00,0.39,0.92,0.00,0.00,0.00,0.00,15.30,0.00,0.00,0.00,0.22,0.00
5721,0.00,0.00,0.00,0.20,0.00,0.00,0.20,0.00,0.00,0.00,-10.05,0.00,0.00,11.97,0.41
5728,0.00,0.00,0.00,0.00,1.12,0.00,0.00,0.00,0.00,0.00,0.00,10.96,0.00,0.00,0.00
5729,0.20,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5730,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00
5731,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5736,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00
5737,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.06,0.00
5744,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.47,0.00,0.00,0.00,0.00,0.20
5745,0.00,0.00,0.00,0.20,0.20,0.00,0.00,0.00,0.00,3.37,0.00,0.00,0.00,0.00,0.00
5752,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.36,0.00,0.00
5753,0.22,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.51,0.00,0.00,12.01,0.00,0.42
7296,0.00,0.00,0.00,0.00,-0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7297,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.56,-0.55,0.00,0.00
7298,0.00,0.00,14.80,100.50,7.64,0.86,7.65,0.00,0.00,0.00,1.91,10.05,8.48,10.05,8.68
7304,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.10,0.00,0.00,0.00
7305,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,34.56,0.00,0.00,0.00
7312,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.16,0.00,0.00,-0.30
7313,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,-1.55,0.00,0.00,0.00,0.00,0.00,0.00,-0.30
7320,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.23,0.00,0.00,0.00,0.00,0.00,0.00
7321,0.00,0.00,0.00,-2.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7424,4.61,100.50,1.67,0.00,0.00,0.00,0.00,0.00,8.50,1.91,0.00,19.10,8.82,10.05,10.63
7425,23.03,10.05,20.65,0.00,-0.36,8.97,0.00,0.00,10.81,-0.55,8.40,100.50,0.00,0.00,6.20
7426,0.00,0.00,0.00,47.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
