profile,mode,n_seeds,goal_rate_mean,goal_rate_ci_lo,goal_rate_ci_hi,avg_steps_mean,avg_steps_ci_lo,avg_steps_ci_hi,avg_dev_mean,avg_dev_ci_lo,avg_dev_ci_hi,avg_energy_mean,avg_energy_ci_lo,avg_energy_ci_hi,avg_wasted_mean,avg_wasted_ci_lo,avg_wasted_ci_hi,avg_cycling_mean,avg_cycling_ci_lo,avg_cycling_ci_hi,avg_redundant_mean,avg_redundant_ci_lo,avg_redundant_ci_hi
lab2,ql_false,10,0.99375,0.98125,1.0,1.40625,1.24375,1.65625,4.65,4.13125,5.43125,10.49125,10.056249999999999,11.011312499999999,1.34,1.1700000000000002,1.59375,0.6,0.54375,0.6625,1.94,1.7274999999999998,2.20625
lab2,ql_true,10,1.0,1.0,1.0,1.18125,1.15,1.2125,3.86875,3.825,3.925,10.02875,9.80496875,10.225,1.0975,1.06875,1.125,0.49375,0.4625,0.525,1.5912499999999998,1.53,1.6462500000000002
lab2,rule_based,10,1.0,1.0,1.0,0.9375,0.9375,0.9375,3.4375,3.4375,3.4375,9.89375,9.783718749999998,10.00625,0.88125,0.85875,0.9000000000000001,0.25,0.25,0.25,1.13125,1.1087500000000001,1.1500000000000001
lab3,ql_false,10,0.9875,0.96875,1.0,1.4625,1.23125,1.74375,3.68125,3.2125,4.24375,15.69125,14.719999999999999,16.6875,1.3925,1.1612500000000001,1.6787499999999997,0.6625,0.5625,0.7625,2.0549999999999997,1.8024999999999998,2.3200000000000003
lab3,ql_true,10,0.95,0.925,0.975,2.175,1.76875,2.6,4.59375,3.94375,5.306406249999998,17.576249999999998,16.61371875,18.502531250000004,2.0812500000000003,1.6875,2.5025312499999997,1.49375,1.1625,1.76875,3.575,2.8712500000000003,4.2175312499999995
lab3,rule_based,10,1.0,1.0,1.0,0.875,0.875,0.875,2.6875,2.6875,2.6875,12.67125,12.53125,12.83875,0.8237499999999999,0.81125,0.835,0.3125,0.3125,0.3125,1.13625,1.12375,1.1475
