StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
0,6.05,251.17,41.81,11.79,41.71,0.00,41.42,0.00,0.00,0.00,0.00
1,17.97,16.06,23.61,0.00,38.41,231.30,20.22,0.00,19.45,14.30,0.00
2,28.20,19.56,9.81,38.01,16.92,14.07,-0.60,259.00,37.65,19.93,16.38
3,0.00,0.00,-0.60,0.00,-0.60,139.87,0.00,0.00,0.00,0.00,0.00
8,0.00,10.32,0.00,2.82,0.00,0.00,172.65,0.00,0.00,0.00,0.00
16,0.00,7.90,162.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,109.52,0.00
649,0.00,3.90,0.00,64.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00
657,0.00,0.00,0.00,0.00,0.00,81.68,-0.60,0.00,0.00,0.00,0.00
1284,-7.39,9.75,15.59,0.00,28.32,191.30,15.55,0.59,37.39,10.82,41.87
1285,0.00,0.00,0.00,-1.14,-0.09,113.00,0.00,0.00,0.00,0.00,-0.60
1286,0.00,0.00,0.00,0.00,0.00,69.80,0.00,0.00,0.00,0.00,0.00
1287,-8.10,-1.10,-0.60,0.00,0.00,0.00,-0.60,93.71,-0.60,0.00,-0.60
1290,14.47,0.00,18.24,200.00,0.00,38.00,13.74,33.86,31.88,20.73,31.09
1292,0.00,0.00,0.00,0.00,0.00,0.00,83.72,0.00,0.00,0.00,0.00
1293,0.00,0.00,0.00,-0.25,0.00,0.00,30.16,0.00,0.00,0.00,0.00
1298,-1.10,0.00,14.39,-0.60,-0.60,0.00,0.00,0.00,-0.60,166.65,9.11
1300,0.00,-1.10,0.00,0.00,1.10,60.36,0.00,-0.60,0.00,0.00,0.00
1301,-4.10,0.00,0.00,0.00,-0.60,154.25,-0.60,1.29,-0.60,0.00,0.00
1305,0.00,0.00,-4.10,0.00,3.77,0.00,0.00,-0.60,0.00,103.92,0.00
1308,0.00,-1.10,-0.60,-0.60,0.00,11.69,-0.60,0.00,-0.60,0.00,-0.60
1309,-1.10,0.00,0.00,0.00,0.00,0.00,45.51,-0.60,0.00,0.00,0.00
1419,0.00,78.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1422,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.79,0.00
1440,0.00,-0.35,0.00,-0.35,-0.35,0.00,0.00,8.54,0.00,0.00,0.00
1441,0.00,38.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1442,-0.52,-0.35,-0.28,91.96,-0.37,10.20,0.00,0.18,0.00,3.21,-0.28
1443,-0.35,0.00,0.00,0.00,3.95,0.00,0.00,76.07,0.00,1.07,0.00
1444,-0.29,0.53,0.00,-0.35,0.00,0.00,0.54,0.00,0.00,10.46,0.00
1445,0.00,0.00,-0.34,0.00,-0.35,0.00,0.45,84.99,0.00,0.00,0.00
1446,0.00,0.00,0.00,0.00,-0.35,0.00,0.00,35.08,0.00,0.00,0.00
1447,0.00,0.00,0.00,0.00,0.00,0.00,6.71,0.00,0.00,0.35,0.00
1448,-0.59,-0.35,-0.20,-0.34,0.51,0.00,1.31,0.47,-20.47,14.46,1.08
1449,-0.43,0.00,0.00,0.00,-0.35,66.43,0.15,2.23,0.00,0.00,0.00
1450,0.00,0.00,0.00,0.00,0.00,0.00,43.04,0.00,0.00,0.00,-0.07
1452,0.00,0.00,0.00,0.00,0.00,27.64,0.00,0.00,0.00,0.00,0.00
1456,0.21,0.00,-0.93,-0.52,-0.44,93.86,1.24,0.34,-25.98,8.99,0.33
1457,-0.67,0.00,0.00,-0.35,0.00,62.48,0.00,0.00,0.00,0.00,-0.10
1460,0.00,-0.25,0.00,0.00,-0.35,0.00,0.33,0.15,0.00,6.71,0.00
1464,0.00,0.00,0.00,0.00,-0.07,0.00,53.96,0.34,0.00,0.00,0.00
1465,-0.40,10.20,0.00,0.99,0.00,0.00,3.56,0.00,-1.41,14.96,0.57
1468,0.00,0.00,0.00,-0.35,0.00,10.20,0.00,0.00,0.00,0.00,0.00
1811,0.00,0.00,-10.22,0.00,0.00,0.00,0.00,69.99,0.00,0.00,0.00
1814,0.00,-0.35,0.00,0.00,3.43,0.00,0.00,0.00,0.00,35.08,0.00
1856,0.00,6.73,0.00,0.00,0.00,0.00,0.00,0.00,4.66,83.10,0.00
1857,29.92,5.98,38.19,0.23,-5.01,27.43,-0.32,1.39,8.83,102.00,29.59
1858,0.00,0.00,1.30,0.17,-14.05,0.00,0.00,10.20,-0.23,93.86,0.00
1859,0.00,-0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.96,0.00
1860,0.00,22.18,17.68,2.03,9.21,0.15,8.83,-0.54,8.83,102.00,14.87
1861,0.00,0.00,0.00,86.69,-18.04,0.74,-0.35,0.00,0.00,0.00,0.00
1862,7.13,-0.35,0.00,66.43,-9.07,0.00,0.00,0.00,0.00,0.00,0.00
1863,-0.35,-0.74,0.00,0.00,0.00,2.23,0.00,19.38,0.00,0.00,0.00
1864,-0.35,-0.29,0.00,2.17,-10.81,0.00,0.00,-0.21,-0.35,78.67,-0.10
1865,0.57,0.00,6.74,0.00,0.00,0.00,0.00,0.00,0.00,83.10,0.00
1868,0.00,0.00,0.00,12.53,-10.02,0.00,0.00,0.00,0.00,0.00,0.00
1872,0.00,0.00,33.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10
1873,0.00,0.00,69.63,2.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1874,0.00,0.00,35.82,0.00,-5.17,0.00,0.00,0.00,0.00,0.00,0.00
1876,0.00,0.00,67.99,0.00,-9.15,0.00,0.00,-0.35,-0.35,0.00,0.00
1880,-0.35,0.00,27.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.02
