StateIndex,SetMasterSwitch=OFF,SetMasterSwitch=ON,SetPlugZ1=OFF,SetPlugZ1=ON,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
352,0.00,0.00,0.00,0.00,0.00,3.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2593,0.00,0.00,0.00,-0.55,0.00,1.95,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00
2597,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2601,0.00,0.00,-0.37,-1.05,-0.55,7.99,-0.55,0.00,0.00,-0.55,0.00,0.00,-0.05,0.00,0.00
2625,0.00,0.29,0.00,-0.37,0.00,1.95,6.93,9.25,5.04,-1.05,9.28,0.00,0.00,109.50,0.00
2629,28.76,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,-0.05,0.00,0.00
2633,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,3.71,0.00,0.00,0.00
2857,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00
2881,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,-0.55,-0.55,0.00,0.00,0.00,-0.05,0.00,-0.30
2889,0.00,0.00,0.00,-0.55,-0.55,1.95,-1.87,0.00,-0.55,-0.55,0.00,0.00,0.00,0.00,0.00
5136,-0.55,-1.05,0.00,-0.55,-3.37,-0.55,7.56,-1.05,-0.55,-0.55,-0.05,-0.05,16.68,100.00,-0.30
5137,-0.55,-0.55,-0.55,0.00,0.00,-0.55,0.00,0.00,0.00,-0.55,-0.05,-0.05,-0.14,0.00,-0.30
5138,19.03,0.00,0.00,0.00,4.28,20.26,14.82,0.00,0.00,0.00,0.00,100.00,7.28,19.00,0.00
5139,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5140,0.00,0.00,0.00,0.00,-4.05,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,-0.30
5141,-0.55,-0.55,-0.55,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,-0.30
5144,0.00,0.00,0.00,-0.55,-4.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5145,-0.55,0.00,0.00,0.00,-3.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5162,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00
5168,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,-0.05,0.00,0.00
5169,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,-0.55,0.00,0.00,0.00,0.00,-0.30
5173,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,-0.55,0.00,-0.05,-0.05,0.00,0.00,0.00
5177,0.00,0.00,-0.55,0.00,-1.57,-0.55,0.00,0.00,-0.55,0.00,-0.05,0.00,-0.05,10.00,-0.30
5181,0.00,0.00,-0.55,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00
5186,0.00,0.00,0.00,0.00,0.00,19.00,-2.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.30
5190,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.57
5200,-0.55,0.00,0.00,-0.55,-2.52,-0.55,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00
5201,0.00,0.00,0.00,0.00,7.49,0.00,-0.55,-0.55,0.00,0.00,0.00,0.00,-0.05,0.00,0.00
5204,0.00,0.00,0.00,-0.55,-3.69,-0.55,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00
5208,0.00,-0.55,0.00,0.00,0.00,-0.55,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5209,0.00,0.00,-0.55,-0.55,0.00,-0.55,0.00,0.00,-0.55,0.00,-0.05,0.00,0.00,0.00,0.00
5212,0.00,0.00,0.00,0.00,-4.05,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
5221,0.00,0.00,-0.55,0.00,-0.55,0.00,0.00,0.00,-0.55,-0.55,-0.09,0.00,0.00,0.00,-0.30
5225,0.00,0.00,0.00,0.00,0.00,0.00,-1.87,-0.55,-0.55,-0.55,0.00,0.00,-0.05,0.00,-0.30
5232,0.00,-0.55,-0.55,0.00,-4.05,0.00,0.00,-0.55,-0.55,0.00,0.00,0.00,0.00,0.00,0.00
5233,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00
5236,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00
5392,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,-0.30
5393,0.00,0.00,0.00,0.00,-4.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00
5396,0.00,0.00,-0.55,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5424,-0.55,0.00,-0.55,0.00,0.00,0.00,0.00,-0.55,0.00,-0.55,0.00,0.00,-0.05,0.00,0.00
5425,-0.55,0.00,-0.55,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00
5456,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5460,-0.55,-0.55,-0.55,0.00,0.00,0.00,-0.55,0.00,0.00,-0.55,-0.05,0.00,-0.05,0.00,-0.30
5465,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,-0.55,0.00,0.00,0.00,0.00,0.00,0.00
5477,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,-0.05,0.00
5481,0.00,0.00,0.00,-0.55,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00
5488,0.00,0.00,0.00,0.00,-4.05,0.00,0.00,-0.55,-0.55,0.00,0.00,0.00,0.00,0.00,0.00
5492,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,-0.05,0.00,0.00,0.00,0.00
5497,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5760,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00
5761,0.00,-0.55,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5763,0.00,0.00,0.00,0.00,-0.55,27.10,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5765,0.00,-0.55,0.00,-0.55,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,-4.05,0.00,0.00
5773,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,0.00,0.00,0.00,-0.09,0.00,-4.05,-0.52,0.00
5792,0.00,0.00,0.00,0.00,0.00,19.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,-0.30
5825,0.00,-0.55,1.89,-0.55,0.00,100.00,0.00,7.10,-0.55,-0.02,8.23,0.00,0.85,0.00,2.14
5829,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00
5833,0.00,0.00,8.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5836,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00
5861,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,-0.55,0.00,0.00,0.00,0.00,0.00
5868,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00
6016,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6017,0.00,8.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6018,-0.55,-0.15,-0.55,1.03,-1.05,0.00,-0.55,10.00,0.00,-0.55,0.00,100.00,-7.68,4.17,0.00
6021,-0.55,15.71,8.45,100.00,0.00,0.00,3.14,-0.55,-0.55,0.00,8.95,-0.05,-6.80,-0.15,0.00
6022,0.00,-0.59,0.00,0.00,-0.59,0.00,-0.59,19.00,0.00,-0.59,-0.57,0.00,0.00,0.00,0.00
6026,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,27.10,0.00,0.00,0.00
6027,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6049,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6053,-0.55,0.00,0.00,0.00,-0.55,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6081,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,-0.55,12.42,0.00,0.00,0.00,0.00,0.00,0.00
6085,-0.55,0.00,-0.55,0.00,0.00,10.00,0.00,-0.55,0.00,-0.55,0.00,0.00,0.00,0.00,0.00
6089,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00
6117,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,0.00,0.00,0.00,0.00
6121,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,0.00,0.00,0.00,0.00
7437,-10.00,0.00,-8.29,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
