StateIndex,SetPlugZ1=OFF,SetPlugZ1=ON,SetPlugZ2=OFF,SetPlugZ2=ON,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
64,0.00,0.00,-0.55,-0.55,0.00,3.95,0.00,-0.05,-0.05,-0.05,0.00,0.00,0.00,0.00,0.00
68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00
72,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,-0.55,0.00,0.00,0.00,0.00
128,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00
130,0.00,0.00,0.00,0.00,0.00,3.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
131,0.00,0.00,-0.55,10.00,0.00,0.00,-0.05,0.00,0.00,-0.05,0.00,0.00,0.00,-0.55,-0.30
139,0.00,-0.05,0.00,0.00,-0.55,0.00,-0.05,0.00,-0.05,3.95,0.00,0.00,0.00,0.00,0.00
256,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,15.44,0.00,-0.55,0.00,0.00,0.00,-0.30
257,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
259,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00
260,0.00,0.00,0.00,0.00,0.00,7.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.57
261,0.00,0.00,0.00,-0.55,-0.55,0.00,-0.05,0.00,0.00,0.00,0.00,1.95,-0.55,0.00,-0.30
262,-0.05,0.00,0.00,0.00,0.00,18.29,-0.05,0.00,0.00,0.00,-0.55,0.00,-1.05,0.00,0.00
288,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,0.00
320,0.00,3.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
324,0.00,0.00,0.00,0.00,0.00,4.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
384,0.00,0.00,0.00,0.00,0.00,3.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
385,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00
386,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,0.00
387,0.00,0.00,0.00,0.00,0.00,7.51,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2601,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.71,-1.70,0.00,0.00,0.00,0.00
2629,0.00,0.00,0.00,0.00,0.00,0.00,-2.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2637,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00
3009,0.00,0.00,-0.55,0.00,0.00,5.28,-1.87,-0.05,0.00,-0.05,-0.55,0.00,0.00,0.00,0.00
5136,7.84,-0.14,-1.05,-1.49,2.02,-1.09,5.18,-0.14,2.33,89.50,-1.05,-1.05,5.93,-0.59,-0.57
5137,7.76,89.50,-1.05,-1.49,-3.69,-1.05,7.92,-0.10,6.21,-0.10,-0.55,-1.05,-0.19,-1.05,4.14
5139,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.00,0.00,0.00,0.00,0.00
5140,-0.05,-0.05,0.00,-0.55,-4.05,-0.55,-0.05,-0.05,-0.05,-0.05,0.00,-0.55,0.00,0.00,-0.30
5141,0.00,-0.05,0.00,0.00,-4.05,0.00,0.00,-0.05,0.00,-0.05,0.00,0.00,-0.55,0.00,0.00
5142,-0.05,-0.05,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,-0.55,0.00,0.00,10.00,-0.30
5144,0.00,0.00,0.00,0.00,-4.05,-0.55,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,-0.55,0.00
5145,0.00,17.00,0.00,-0.55,-4.05,8.45,13.87,-0.05,7.45,100.00,8.25,-0.52,0.00,0.35,0.00
5148,0.00,0.00,0.00,0.00,-3.69,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,10.00,0.00
5149,0.00,-0.05,0.00,-0.55,0.00,0.00,0.00,-0.05,0.00,10.00,0.00,0.00,0.00,0.00,0.00
5150,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5168,0.00,-0.05,-0.55,0.00,0.00,-0.55,-0.05,0.00,-0.05,-0.05,0.00,0.00,0.00,-0.55,-0.30
5169,-0.05,0.00,0.00,-0.55,0.00,-0.55,-0.05,0.00,0.00,0.00,6.79,0.00,-0.55,0.00,-0.30
5172,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00
5176,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00
5177,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.76,0.00,0.00,0.00,0.00
5181,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
5186,17.00,0.00,13.43,-0.55,0.00,100.00,1.72,7.45,0.00,-0.05,12.57,19.00,5.63,-0.55,-0.30
5190,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,10.00,0.00,0.00,0.00
5194,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00
5200,-0.05,-0.05,-0.55,-0.55,-4.05,-0.55,-0.05,-0.05,-0.05,0.00,-0.55,-0.55,-0.55,-0.55,-0.30
5201,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.48,0.00
5204,-0.05,0.00,-0.55,0.00,0.00,-0.55,-0.05,0.00,0.00,0.00,0.00,0.00,-0.55,10.00,0.00
5205,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00
5208,0.00,0.00,0.00,0.00,-4.05,0.00,0.00,0.00,0.00,0.00,-0.55,-0.55,0.00,0.00,0.00
5209,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,-0.05,0.00,0.00,-0.55,0.00,-0.55,0.00
5212,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5213,0.00,0.00,0.00,0.00,-2.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5229,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5232,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,-0.55,0.00,0.00,0.00,0.00
5240,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00
5241,0.00,0.00,0.00,-0.55,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5245,0.00,0.00,0.00,-0.55,-0.55,-0.55,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5264,0.00,0.00,0.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00
5265,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,6.59,0.00,-0.30
5266,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5272,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5273,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,0.00,0.00,-0.55,-0.30
5296,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5304,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
5314,0.00,0.00,-0.55,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.30
5328,-0.05,0.00,0.00,0.00,-4.05,0.00,0.00,0.00,-0.05,0.00,-0.55,0.00,0.00,-0.55,0.00
5329,0.00,0.00,0.00,27.10,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00
5336,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,-0.05,0.00,0.00,0.35,0.00,0.00,0.00
5337,0.00,0.00,-0.55,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00
5368,0.00,0.00,-1.05,19.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00
5369,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,-0.57
5392,-0.05,100.00,-1.05,-0.59,-7.70,16.04,5.81,-0.05,0.00,14.45,0.00,-0.55,0.67,-0.55,16.00
5393,0.00,0.00,0.00,-0.55,-4.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00
5395,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,19.00,0.00,0.00,0.00
5396,0.00,0.00,-0.55,-0.55,-3.69,-0.55,-0.05,-0.05,-0.05,-0.05,0.00,-0.55,-0.55,19.00,-0.30
5397,0.00,0.00,-0.55,0.00,0.00,-0.55,-0.05,-0.05,0.00,-0.05,0.00,0.00,0.00,10.00,0.00
5398,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5424,0.00,10.00,-1.05,0.00,0.00,-1.05,0.00,-0.05,0.00,0.00,-0.55,0.00,0.00,0.00,0.00
5428,0.00,0.00,-0.55,0.00,0.00,0.00,-0.05,-0.05,0.00,-0.05,-0.55,0.00,-0.55,0.00,0.00
5442,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,0.00
5456,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5460,0.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5461,-0.05,0.00,0.00,-0.55,0.00,0.00,-0.05,0.00,-0.05,0.00,-0.55,0.00,-0.55,0.00,-0.30
5488,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5492,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5520,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,6.95,0.00,-0.30
5521,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.30
5523,0.00,0.00,0.00,0.00,-3.69,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,-0.55,0.00
5584,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,-0.55,0.00,0.00,0.00
5585,-0.10,10.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,-0.55,0.00,0.00,-0.30
5616,-0.05,10.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.30
5617,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5767,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.47,0.00,0.00
6022,0.00,2.00,-10.00,0.00,0.83,0.00,0.72,0.20,0.00,0.00,1.62,0.20,-32.23,0.00,0.56
7433,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7465,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,-1.72,-0.79,-0.55,0.00,0.00,0.00,0.00
7469,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,-0.10,0.00,0.00,0.00,0.00,0.00
7496,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7497,0.00,0.00,-0.55,0.00,0.00,27.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00
7561,-4.05,0.00,8.45,0.00,8.30,100.00,2.39,-0.05,0.00,8.23,0.00,0.00,-1.43,8.45,0.00
7563,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7625,-3.40,0.00,-0.55,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,-0.55,0.00
