StateIndex,SetPlugZ1=OFF,SetPlugZ1=ON,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
0,5.49,0.77,4.20,7.51,15.97,0.00,9.04,-0.05,8.59,-0.27,0.00,101.80,26.57
1,1.90,1.19,0.00,7.54,0.00,1.95,0.13,4.54,9.45,111.12,0.21,0.00,0.00
2,0.31,-0.05,0.00,3.95,0.00,129.50,0.00,3.46,0.00,9.22,25.39,10.00,11.08
3,0.00,0.00,7.18,8.41,0.00,27.10,15.36,0.00,0.00,19.00,0.00,101.80,0.00
4,17.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5,0.00,0.00,0.00,14.48,0.00,1.95,0.00,0.00,0.00,0.00,0.00,0.00,-0.30
6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.95,0.00,0.00,0.00
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,10.00,0.00,0.00,0.00
16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.34,0.00,0.00,0.00,0.00
36,0.00,0.00,-0.55,0.00,0.00,-0.05,0.00,3.95,-0.55,0.00,0.00,0.00,0.00
128,0.00,0.00,0.00,0.00,0.00,0.00,8.73,0.00,0.00,0.00,-0.55,0.00,-0.30
129,0.00,11.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.44,0.00
130,0.00,0.00,0.00,23.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1297,11.30,0.00,8.15,9.26,7.42,6.23,7.46,0.24,0.00,0.00,10.01,101.80,7.63
1313,0.00,0.13,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1317,0.00,0.00,0.00,0.00,0.00,0.00,0.13,4.61,0.00,0.00,0.00,0.00,-0.30
1425,0.00,0.00,0.00,6.18,0.00,0.00,0.00,0.00,-1.15,0.00,0.00,0.00,0.00
2568,-0.05,0.00,5.10,0.00,0.00,-0.05,-0.05,0.00,0.00,0.00,0.00,0.00,0.00
2569,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.86,0.00,0.00,0.00
2570,0.00,0.00,-4.05,0.00,0.00,0.00,0.00,0.00,-0.55,10.00,0.00,0.00,0.00
2571,0.00,0.00,0.00,0.00,0.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2573,0.00,-0.05,-3.37,-0.55,-0.05,0.00,-0.05,19.00,-0.55,-0.55,0.00,0.00,-0.30
2578,0.00,0.00,0.00,0.00,0.00,27.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2582,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00
2585,-0.05,0.00,0.00,0.35,0.85,0.00,-0.05,-0.05,0.00,0.00,0.00,40.95,-0.30
2589,0.00,0.00,0.00,0.00,-0.05,0.00,-0.05,0.00,0.00,0.00,0.00,10.00,0.00
2594,5.08,0.81,3.67,0.00,0.84,8.95,5.81,0.00,8.45,0.00,5.31,100.00,0.00
2598,0.00,0.00,0.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
