StateIndex,SetPlugZ1=OFF,SetPlugZ1=ON,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
2600,0.00,-0.05,0.00,-0.55,0.00,-0.05,-0.05,0.00,0.00,0.00,0.00,0.00,0.00
2604,0.00,0.00,-4.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,-0.30
2609,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.16,0.00
2698,0.00,0.00,-3.69,0.00,0.00,0.00,-0.05,-0.05,0.00,0.00,0.00,34.39,0.00
2713,-0.05,0.00,-1.87,-0.55,0.00,0.00,-0.05,-0.05,0.00,0.00,-0.55,19.00,-0.30
2880,0.00,0.20,0.26,2.00,0.32,0.20,0.72,0.20,0.77,0.38,-8.87,1.19,0.50
2881,0.00,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20
2882,0.00,0.00,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2883,0.74,0.38,0.00,0.20,0.55,2.00,0.43,0.00,0.00,0.20,-6.30,0.20,0.31
2884,0.00,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,0.00,0.20
2885,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,-9.82,0.00,0.00
2887,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,-10.00,0.00,0.00
2896,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.40,0.00,0.00,0.20
2897,0.48,0.40,1.22,2.00,1.39,0.41,1.09,0.22,0.20,0.00,-17.52,8.43,1.52
2900,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2901,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.00,0.00,0.00,0.20
2912,0.22,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.22
2916,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.00
2929,0.00,0.00,0.00,0.69,0.00,0.20,0.00,0.00,0.00,0.00,-10.00,0.00,0.00
2932,0.00,0.00,0.00,0.00,0.00,0.22,0.54,0.20,0.00,0.00,0.00,0.20,0.00
3008,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.22,0.00,0.00,0.00
3009,0.00,0.00,0.20,0.00,0.00,0.20,0.00,0.00,0.00,0.62,0.00,0.00,0.00
3010,0.56,0.38,0.00,0.00,0.56,2.00,0.00,0.38,2.10,0.00,-9.32,0.54,0.56
3024,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3025,0.00,0.00,0.00,0.69,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00
3041,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3717,-5.25,0.00,-0.55,100.00,7.45,0.00,-4.05,3.05,-0.55,-0.55,8.45,10.00,8.70
3733,-1.72,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3748,0.00,0.00,-0.55,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3749,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00
