StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Eff=OFF,SetZ1Eff=ON,SetZ1Ineff=OFF,SetZ1Ineff=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Eff=OFF,SetZ2Eff=ON,SetZ2Ineff=OFF,SetZ2Ineff=ON,DO_NOTHING
0,0.00,3.95,11.60,0.08,11.37,129.50,0.00,0.00,0.00,-0.55,0.00,19.02,7.70,19.02,3.02
1,0.00,3.95,1.63,7.81,1.97,7.64,0.00,129.50,7.36,1.95,17.49,10.00,11.10,10.00,8.66
2,0.00,3.95,0.71,3.95,1.60,0.00,0.00,129.50,14.81,0.00,0.00,10.16,0.00,0.00,5.19
3,11.10,3.95,3.02,19.00,11.60,0.00,0.00,129.50,0.00,10.00,15.99,0.00,9.66,10.00,2.77
8,0.00,7.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.30
16,0.00,0.00,6.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00
2569,-0.38,0.00,0.00,0.00,0.00,0.00,0.00,3.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2577,0.00,0.00,0.00,-0.05,-0.05,0.00,-0.05,0.00,0.00,0.00,0.00,27.15,-0.55,0.00,-0.30
5124,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00
5125,-2.03,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00
5126,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00
5127,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
5132,-3.69,0.00,0.00,-0.05,-0.05,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00
5133,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,-0.55,-0.55,-0.55,0.00,0.00,0.00,0.00
5138,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00
5140,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00
5148,0.00,0.00,0.00,0.00,0.00,10.00,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5664,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00
5665,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5667,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5672,0.00,0.00,0.22,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5681,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,2.80,0.00,0.00,0.00,0.20
5696,0.20,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00
5697,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00
5698,0.00,0.00,0.25,2.00,0.00,0.20,0.74,0.20,2.09,0.00,0.00,0.00,0.64,0.00,0.00
5705,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,0.00
5713,0.00,0.00,0.00,0.00,0.23,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7297,15.99,10.00,16.48,-0.10,6.19,2.15,11.26,8.64,14.83,-0.55,16.01,100.00,6.39,10.00,0.00
7298,7.87,10.00,0.00,19.00,5.08,0.00,7.08,15.54,0.00,100.00,0.00,19.00,12.57,0.00,-0.30
7299,15.61,100.00,0.00,27.10,9.37,0.00,0.00,8.83,0.00,0.00,-0.57,27.10,0.00,0.00,8.70
7305,0.00,0.00,0.00,0.00,0.00,-0.10,-1.88,-0.70,0.00,0.00,0.00,0.00,0.00,0.00,-0.30
7313,0.00,0.00,0.00,0.00,0.00,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.57
7424,1.89,10.00,0.00,0.07,-3.37,0.00,0.00,0.00,0.00,0.00,0.35,10.00,0.00,100.00,-0.31
7425,1.89,100.00,13.54,-0.05,-3.69,0.00,2.94,-0.05,8.45,0.00,0.00,0.00,0.00,19.00,0.00
7440,0.00,0.00,0.00,-0.05,-4.05,0.00,0.16,2.38,0.00,0.00,0.00,10.00,0.00,0.00,0.00
7441,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00
7553,0.00,0.00,0.00,0.00,0.00,0.00,24.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7561,-0.55,0.00,0.00,0.00,0.00,-0.20,0.00,0.00,-0.55,0.00,-0.55,0.00,0.00,0.00,0.00
7568,0.00,27.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.16,0.00,1.16,0.00,0.00
7569,0.00,0.00,0.00,-0.20,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00
