DefectComponent,DetectEpisode,ReconvergeEpisode,RecoveryEpisodes,SecondaryDetectEpisode,RecoveredGoalRate,NominalGoal,BestEffortRank,RankShortfall,DegradedMode,BlacklistEvents,DetectorVersion,ProtocolVersion
http://example.org/was#SetZ2Light,0,327,327,15,0.7000,3,2,1,1,http://example.org/was#SetZ2Light@0;http://example.org/was#SetZ1Light@15,fault-detector-v2,phase2-v2
