DefectComponent,DetectEpisode,ReconvergeEpisode,RecoveryEpisodes,SecondaryDetectEpisode,RecoveredGoalRate,NominalGoal,BestEffortRank,RankShortfall,DegradedMode,BlacklistEvents,DetectorVersion,ProtocolVersion
http://example.org/was#SetZ1Light,0,312,312,58,1.0000,3,2,1,1,http://example.org/was#SetZ1Light@0;http://example.org/was#SetZ2Light@58,fault-detector-v2,phase2-v2
