StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Eff=OFF,SetZ1Eff=ON,SetZ1Ineff=OFF,SetZ1Ineff=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Eff=OFF,SetZ2Eff=ON,SetZ2Ineff=OFF,SetZ2Ineff=ON,DO_NOTHING
0,3.76,8.12,-0.54,-0.54,0.00,103.30,19.88,0.00,7.03,0.00,12.68,9.42,9.26,8.61,-0.29
1,0.00,0.00,13.00,4.00,-0.54,0.00,10.22,0.00,0.00,119.55,0.00,0.00,14.84,10.16,0.00
2,0.00,0.00,4.25,5.77,0.38,0.00,0.00,103.30,4.71,0.00,-0.04,0.00,9.23,4.06,8.89
3,0.00,0.00,-0.54,19.29,0.00,0.00,-0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8,0.00,25.48,-0.54,0.00,0.00,0.00,-0.54,0.00,0.00,-0.04,0.00,0.00,-0.04,0.00,-0.29
16,0.00,8.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,0.00,0.00,0.00,0.00,0.00
24,0.00,20.65,0.00,0.00,-0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2569,0.00,0.00,4.17,6.27,0.00,0.00,0.00,0.00,-1.35,16.24,9.87,110.50,0.00,0.00,2.53
2577,0.00,0.00,0.00,0.00,-0.54,0.00,0.00,0.00,0.00,0.00,0.00,18.67,0.00,0.00,-0.29
5124,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.60,0.00,0.00,0.00,0.00,0.00
5125,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.56,0.00,0.00,0.00
5126,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,10.05,0.00,0.00,0.00
5130,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.10,0.00,0.00,0.00
5132,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,65.46,-0.05,0.00,-0.30
5133,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.10,0.00
5138,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.56,0.00
5140,0.00,0.00,0.00,0.00,-0.55,27.24,0.00,0.00,0.00,0.00,-0.05,0.00,-0.05,0.00,0.00
5141,-1.37,-0.55,1.91,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,-0.05,0.00,0.00
5145,0.00,0.00,0.00,0.00,0.00,59.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5148,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.09,0.00,0.00,0.00
5149,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,10.05,-0.30
5664,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.16,0.00,0.00,0.00,0.00,0.00,0.00,-0.30
5665,0.00,0.00,0.00,0.00,0.00,52.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,0.00
5666,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,0.00,0.00,-0.30
5667,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.24,-0.63,0.00,0.00,0.00,0.00
5672,0.00,0.00,0.00,0.00,0.00,41.16,0.00,0.00,0.00,0.00,-0.43,0.00,0.00,0.00,0.00
5673,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.04,0.00
5680,-0.55,0.00,0.00,0.00,0.00,19.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5681,0.00,0.00,0.36,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5688,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,-1.72,0.00,0.86,0.00,0.00,-0.30
5689,0.00,0.00,0.00,0.00,0.00,19.10,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.00
