StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Eff=OFF,SetZ1Eff=ON,SetZ1Ineff=OFF,SetZ1Ineff=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Eff=OFF,SetZ2Eff=ON,SetZ2Ineff=OFF,SetZ2Ineff=ON,DO_NOTHING
5696,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5697,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.82,0.00,0.00,0.00
5698,0.00,0.00,0.00,19.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5699,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.24,0.00,-0.31,0.00,0.00,0.00
5704,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.14,0.00,0.00,8.99,0.00
5705,-0.55,19.10,13.27,0.00,16.15,0.00,8.01,100.50,0.00,15.03,-0.31,8.91,6.45,-0.05,19.67
5712,0.00,0.00,0.00,0.00,0.00,52.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5713,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5720,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00
5721,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.87,0.00,0.00,0.00,0.00,0.00,0.00
5728,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5729,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,-0.14,0.00,0.00,0.00,0.00,0.00
5730,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.75,0.00,0.00,0.00,0.00,0.00,-0.30
5731,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5736,-1.06,0.00,-0.55,0.00,-1.06,47.09,0.00,0.00,0.00,0.00,0.00,-0.59,0.00,0.00,0.00
5737,0.00,0.00,0.00,0.00,-0.56,0.00,0.00,0.00,-0.05,-1.27,0.00,0.00,0.00,0.00,0.00
5744,0.00,0.00,0.00,0.00,0.00,10.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5745,0.00,27.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.35,0.00,0.00,0.00
5752,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.24,0.00,-0.18,0.00,-0.06,-0.05,0.00,0.00
5753,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.46,0.00
7296,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.20,0.00
7297,0.00,0.00,0.00,0.00,11.40,0.00,0.00,1.22,0.20,0.20,0.00,0.00,0.00,0.00,0.00
7298,0.38,0.20,0.38,2.00,0.00,0.20,-8.44,0.00,0.61,0.38,0.36,0.00,0.22,0.00,0.00
7299,0.00,0.00,6.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7304,0.00,0.00,11.82,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7305,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.00
7312,0.00,0.00,0.00,0.00,0.00,5.19,-10.14,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7313,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.72,0.20,0.00,0.20,0.00,0.20,0.00,0.00
7320,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00
7321,0.20,0.00,0.00,0.00,3.14,0.00,-8.32,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.20
7424,0.00,2.00,0.26,0.43,-8.51,0.25,0.00,0.20,0.00,0.20,0.62,0.20,0.00,0.20,0.20
7425,0.00,0.38,0.00,0.66,-6.73,1.02,0.00,0.00,0.00,1.04,0.60,2.00,1.29,0.20,0.65
7426,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.00,0.00,0.00,0.00,1.04,0.00,0.00,0.00
7427,0.00,0.00,0.00,0.00,0.00,9.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7432,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00
7433,1.04,0.00,0.00,1.99,0.00,17.43,0.00,0.00,0.00,0.20,0.50,0.00,0.00,0.00,0.54
7440,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.00,0.00,0.20
7441,0.00,0.00,1.49,1.17,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.20,0.00,0.00
7448,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20
7449,0.20,0.00,10.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20
7552,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.00
7553,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7554,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00
7555,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.00,0.00,0.00,0.20
7560,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00
7561,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7568,0.00,0.00,0.00,0.00,5.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.40
7569,0.00,0.00,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7576,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.00
7577,0.20,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.20
