StateIndex,SetPlugZ1=OFF,SetPlugZ1=ON,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
0,-0.54,-1.02,9.95,4.96,18.71,-0.54,0.00,-0.54,-0.04,-0.04,-0.07,131.00,11.02
1,9.06,6.85,11.37,131.00,0.00,7.69,0.00,1.42,15.30,3.29,0.00,4.06,1.64
2,0.00,0.00,0.00,0.00,-0.54,8.61,5.06,-0.10,0.00,131.00,0.00,0.00,27.19
3,0.00,0.00,-0.54,0.00,0.00,41.57,-0.54,0.00,0.00,0.00,-0.04,0.00,-0.29
4,-0.54,-0.54,0.00,30.35,0.00,-0.54,0.00,0.00,0.00,-0.04,-0.04,0.00,-0.29
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.35,0.00,0.00,-0.04,0.00,0.00
6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.42,0.00,0.00,0.00
7,0.00,0.00,0.00,20.65,0.00,0.00,-0.54,0.00,0.00,0.00,0.00,0.00,0.00
16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.04,0.00
20,0.00,0.00,-0.54,0.00,0.00,-0.54,0.00,0.00,0.00,-0.04,0.00,25.09,0.00
32,-0.54,0.00,-0.54,0.00,0.00,-0.54,0.00,0.00,-0.04,10.51,-0.04,0.00,0.00
36,-0.51,-0.54,0.00,32.49,-0.54,-0.54,0.00,0.00,0.00,0.00,-0.04,0.00,-0.29
48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.58,0.00
52,-0.54,-0.54,-0.54,0.00,0.00,-0.54,-0.54,0.00,0.00,0.00,0.00,21.43,-0.29
128,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
129,0.00,0.00,0.00,0.00,0.00,43.42,0.00,0.00,0.00,2.01,0.00,0.00,0.00
130,0.00,0.00,0.00,36.40,0.00,0.00,-0.54,0.00,0.00,0.00,0.00,0.00,0.00
131,0.00,0.00,0.00,47.54,0.00,0.00,0.00,-0.54,0.00,0.00,0.00,0.00,0.00
144,0.00,0.00,-0.54,0.00,-0.54,0.00,0.00,0.00,0.00,-0.04,0.00,17.84,0.00
160,0.00,0.00,0.00,76.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
176,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.52,0.00,0.00,0.00,0.00
1297,-0.54,0.00,-0.54,24.33,0.00,0.00,0.00,0.00,0.00,-0.04,-0.04,0.00,-0.29
1301,-0.36,-0.54,-0.54,0.00,-0.54,0.00,-1.03,35.06,0.00,0.00,-0.04,0.00,-0.29
1313,0.00,0.00,0.00,58.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.29
1317,4.49,-0.54,-0.54,0.00,-2.09,-0.54,-0.54,0.00,0.00,0.00,-0.04,0.00,-0.29
1425,0.00,0.00,0.00,18.48,-0.20,2.01,0.00,0.00,0.00,0.30,0.00,0.00,0.00
1441,0.00,86.86,-0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2568,0.36,-0.55,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.09,-0.30
2569,7.51,-0.55,-1.76,6.82,0.00,2.08,0.00,-0.55,19.56,-0.05,8.99,100.50,8.67
2570,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.45,0.00,0.00,0.00,0.00,0.00
2571,0.00,0.00,-4.14,0.00,0.00,0.00,-0.55,0.00,-0.05,10.05,0.00,0.00,-0.30
2572,-0.55,0.00,0.00,0.00,-0.55,0.00,-0.55,57.24,0.00,0.00,-0.05,0.00,0.00
2573,0.00,0.00,-1.54,-0.55,0.00,0.00,0.00,0.00,0.00,8.99,0.00,0.00,0.00
2574,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.16,0.00
2575,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.16,0.00
2578,8.41,-0.55,8.47,19.10,-0.55,0.00,0.00,0.00,0.00,0.00,-0.05,100.50,14.48
2582,0.00,0.00,0.00,77.51,0.00,0.00,-0.55,0.00,-3.55,0.00,0.00,0.00,0.00
2584,-0.55,-1.04,0.00,0.00,-0.55,0.00,-0.55,-0.55,-0.05,0.00,-0.05,19.10,-0.30
2585,-0.55,0.00,-1.37,0.00,-0.55,0.00,-0.55,0.00,0.00,0.00,-0.05,61.56,-0.30
2588,-0.55,0.00,-3.44,-0.55,-0.55,0.00,-0.55,0.00,0.00,0.00,-0.05,0.00,-0.30
2589,0.00,-0.55,0.00,-0.55,-0.55,0.00,0.00,0.00,0.00,-0.05,-0.05,47.09,0.00
2594,0.00,0.00,0.00,41.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.61
2598,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.43,-0.05,0.00,0.00
2600,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.00
2601,0.00,0.00,-1.91,0.00,-0.55,0.00,0.00,0.00,-0.05,-0.05,0.00,88.28,0.00
2604,0.00,0.00,-4.14,-1.04,0.00,0.00,-0.55,57.24,-0.05,0.00,0.00,0.00,0.00
2605,0.00,0.00,-2.03,-0.55,-0.26,-0.55,0.00,10.05,0.00,0.00,-0.05,0.00,0.00
2609,0.00,0.00,0.00,0.00,-1.67,0.00,0.00,0.00,-2.09,0.00,0.00,26.86,0.00
2613,1.80,-0.55,-0.55,-0.55,-2.09,0.00,-0.55,0.00,-2.09,-0.05,0.00,0.00,-0.30
2616,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,-0.05,27.24,0.00
2617,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.88,0.00,0.00,0.00,0.00
2621,0.00,-0.55,-0.55,0.00,0.00,-0.55,0.00,34.56,0.00,0.00,0.00,0.00,-0.30
2696,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.10,0.00
2697,0.00,0.00,0.00,0.00,0.00,0.00,8.42,0.00,0.00,0.00,0.00,0.00,0.00
2698,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77.51,-0.05,0.00,0.00
2699,0.00,0.00,0.00,0.00,0.00,65.46,0.00,0.00,-0.05,0.00,0.00,0.00,0.00
2706,-0.55,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,-3.77,-0.05,0.00,41.16,0.00
2712,0.00,27.24,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00
2713,0.00,0.00,-1.91,0.00,-0.55,0.00,0.00,-0.55,0.00,0.00,0.00,57.24,0.00
2728,-0.55,86.92,-4.14,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,-0.30
2729,0.00,0.00,8.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2737,0.00,47.61,0.00,0.36,0.00,-0.55,-0.55,0.00,0.00,-0.05,-0.05,0.00,-0.30
2744,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00
2745,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.10,0.00
2880,1.91,-0.55,-0.55,100.50,0.00,-0.55,8.49,-0.55,0.00,0.00,7.65,0.00,8.71
2881,0.00,-0.55,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,-3.22,-0.30
2882,0.00,0.00,0.00,0.00,0.00,10.05,-0.55,0.00,0.00,0.00,0.00,0.00,0.00
2883,-0.55,0.00,0.00,77.51,0.00,0.00,0.00,0.00,-0.67,0.00,0.00,0.00,0.00
2884,-0.55,0.00,-0.59,0.00,0.00,0.00,-0.55,0.00,-1.55,0.00,-2.92,0.00,-0.30
2885,-0.55,0.00,0.00,34.56,0.00,0.00,0.00,0.00,0.00,0.00,-0.88,0.00,0.00
2886,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.05,0.00,34.56,0.00,0.00,0.00
2887,5.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2896,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,37.55,0.00,0.00,0.00,0.00
2897,0.00,11.53,0.00,0.00,0.00,0.00,0.00,-0.61,0.00,0.00,0.00,0.00,0.00
2900,0.36,-1.15,0.00,0.00,-0.55,-1.87,-1.20,0.00,0.00,-3.88,-6.88,0.00,0.00
2901,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,61.56,0.00,0.00,0.00,0.00,-0.30
2912,0.00,0.00,-0.56,90.60,-1.04,-0.57,5.00,0.00,-0.26,0.00,0.00,0.00,0.00
2913,-0.55,-0.58,-0.55,0.00,0.00,0.00,-0.55,8.64,0.00,0.00,0.00,0.00,0.00
2916,0.00,0.00,0.00,74.95,0.00,0.00,0.00,0.00,0.00,-0.65,0.00,-0.06,0.00
2917,-0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.30,-0.05,0.00,0.00,0.00
