profile,mode,n_seeds,goal_rate_mean,goal_rate_ci_lo,goal_rate_ci_hi,avg_steps_mean,avg_steps_ci_lo,avg_steps_ci_hi,avg_dev_mean,avg_dev_ci_lo,avg_dev_ci_hi,avg_policy_energy_mean,avg_policy_energy_ci_lo,avg_policy_energy_ci_hi,avg_legacy_wallclock_energy_mean,avg_legacy_wallclock_energy_ci_lo,avg_legacy_wallclock_energy_ci_hi,avg_wasted_mean,avg_wasted_ci_lo,avg_wasted_ci_hi,avg_cycling_mean,avg_cycling_ci_lo,avg_cycling_ci_hi,avg_redundant_mean,avg_redundant_ci_lo,avg_redundant_ci_hi
lab4chain3,ql_false,10,1.0,1.0,1.0,1.7875,1.6625,1.925,2.7375,2.3625,3.15,2.0375,1.55,2.625,4.444999999999999,3.4499999999999993,5.5175,0.0,0.0,0.0,1.7875,1.6625,1.925,1.7875,1.6625,1.925
lab4chain3,ql_true,10,1.0,1.0,1.0,1.7875,1.625,1.9875,2.7375,2.25,3.3375,2.15,1.725,2.6625,4.67,3.6174999999999997,5.9150624999999994,0.0,0.0,0.0,1.7875,1.625,1.9875,1.7875,1.625,1.9875
lab4chain3,rule_based,10,1.0,1.0,1.0,1.5,1.5,1.5,1.875,1.875,1.875,1.25,1.25,1.25,2.9025000000000007,2.8525,2.955,0.0,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5
labband,ql_false,10,0.9974999999999999,0.99375,1.0,1.4187499999999997,1.275,1.5775,0.7125,0.55375,0.8850312499999997,1.585,1.225,1.9775312499999997,10.680000000000001,9.82,11.653749999999999,0.25625,0.13875,0.3775312499999996,1.1625,1.11375,1.2200000000000002,1.4187499999999997,1.275,1.5775
labband,ql_true,10,0.99375,0.98125,1.0,1.30875,1.15375,1.5237499999999997,0.58125,0.4175,0.8175000000000001,1.5462500000000001,1.1612500000000001,2.01875,10.40625,9.547500000000001,11.42753125,0.16125,0.02375,0.4124999999999999,1.1475,1.0550000000000002,1.2449999999999999,1.30875,1.15375,1.5237500000000002
labband,rule_based,10,0.4375,0.4375,0.4375,11.4375,11.4375,11.4375,15.0,15.0,15.0,11.1875,11.1875,11.1875,31.94875,31.744999999999997,32.13753125,0.0,0.0,0.0,11.4375,11.4375,11.4375,11.4375,11.4375,11.4375
labrel0,ql_false,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.51,4.340000000000001,4.67,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel0,ql_true,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.569999999999999,4.39,4.78,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel0,rule_based,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.49,4.34,4.660000000000001,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel16,ql_false,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.6899999999999995,4.430000000000001,4.94,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
