StateIndex,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
0,4,2,1,282,3,2,2,1,2
1,0,0,0,3,1,1,2,294,1
2,3,1,0,317,0,3,1,0,0
3,0,11,0,0,0,0,0,0,0
4,1,0,1,9,0,0,0,0,0
8,0,0,0,0,0,1,0,15,1
12,0,0,0,0,0,0,0,12,0
69,1,3,0,0,14,0,1,0,1
134,0,0,0,15,0,0,0,0,0
199,0,8,0,0,1,0,0,0,1
208,0,0,0,15,0,0,0,2,0
209,1,2,2,0,3,581,1,2,2
210,0,0,0,0,0,0,10,0,0
211,0,0,0,17,0,0,0,0,0
212,0,0,0,11,0,0,0,0,0
213,3,1,5,595,1,0,2,2,2
214,0,2,0,7,0,1,0,0,0
215,1,0,0,12,0,0,0,9,0
216,1,1,0,26,3,1,0,12,0
220,1,3,0,19,1,39,1,0,1
265,0,0,0,15,2,0,1,0,0
333,0,1,1,0,1,0,1,12,0
473,0,0,0,39,0,0,1,0,0
477,0,0,0,0,28,1,0,0,0
522,18,0,0,0,0,0,0,0,0
654,0,0,0,0,1,0,0,14,0
730,0,1,0,44,0,0,0,0,0
734,0,0,1,0,27,0,0,1,0
779,0,0,0,0,0,46,0,0,1
800,15,4,2,1,1,3,3,565,4
801,0,0,0,16,0,0,0,14,0
802,3,0,1,2,2,2,1,338,3
803,0,13,0,0,0,0,0,0,0
804,386,1,3,0,2,0,1,1,2
808,1,0,1,5,1,0,1,15,0
809,0,0,0,0,1,0,1,33,0
810,15,13,1,0,0,0,0,0,0
811,0,0,24,0,1,0,0,0,0
812,3,224,0,0,2,1,0,0,0
869,0,1,3,69,1,0,0,24,1
877,15,0,0,0,0,0,1,0,0
934,0,42,1,0,0,0,2,0,1
942,6,0,2,0,0,0,0,42,1
