StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
0,16.32,4.85,27.25,-0.55,8.61,101.80,8.26,0.00,0.00,0.00,6.72
1,10.37,7.51,0.00,0.00,5.70,101.80,16.63,1.95,0.00,0.00,7.73
2,3.14,8.41,4.16,15.93,28.75,101.80,23.97,0.00,0.00,4.85,0.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.27,0.00,0.00,0.00
8,-0.02,0.00,-0.55,0.00,0.00,0.00,85.43,0.00,0.00,0.00,0.00
16,3.71,0.00,0.00,0.00,0.00,92.44,0.00,0.00,0.00,0.00,0.00
24,0.00,0.00,43.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
649,0.00,25.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
657,0.00,0.00,0.00,0.00,0.00,73.36,0.00,0.00,0.00,0.00,0.00
1284,0.00,0.00,0.00,0.00,0.00,34.50,0.00,0.00,0.00,0.00,0.00
1285,-0.94,-0.55,-0.55,-0.55,-1.05,19.17,-0.05,0.08,-0.05,0.00,-0.30
1286,0.00,0.00,0.00,0.00,0.00,47.18,0.00,0.00,0.00,0.00,0.00
1287,0.00,-0.55,-0.55,0.00,0.00,0.00,-0.05,27.10,-0.05,0.00,-0.30
1290,-0.55,0.00,0.00,0.00,0.00,74.58,0.00,0.00,-0.05,-0.20,0.00
1292,0.00,0.00,0.00,0.00,0.00,20.49,0.00,-0.05,0.00,0.00,0.00
1293,0.00,0.00,-0.55,38.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1298,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77.12,0.00
1300,7.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1301,0.00,0.00,0.00,0.00,0.00,56.95,0.00,0.00,0.00,0.00,0.00
1305,0.00,0.00,0.00,0.00,0.00,0.00,-1.15,0.00,0.00,37.22,0.00
1308,0.00,0.00,0.00,-0.55,0.00,19.35,0.00,0.00,0.00,0.00,-0.30
1309,0.00,0.00,0.00,0.00,0.00,87.84,0.00,3.64,0.00,0.00,3.39
1419,-1.31,0.00,0.00,94.19,-0.61,0.00,0.00,-2.45,-0.19,0.00,0.00
1422,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.17,0.00,0.00,0.00
1440,-0.55,39.56,0.00,-0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1441,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.18,0.00,0.00,0.00
1442,0.00,0.00,0.00,0.00,0.00,61.26,0.00,0.00,0.00,0.00,-0.30
1443,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.95,0.00,0.00,0.60
1444,0.00,0.00,0.00,0.00,0.00,87.84,0.00,0.00,0.00,0.00,0.00
1445,0.00,0.00,0.00,0.00,-0.55,0.00,-0.27,0.00,0.00,-2.72,0.00
1446,0.00,0.00,0.00,0.00,-0.55,27.10,0.00,0.00,1.66,0.00,0.00
1447,0.00,0.00,0.00,27.10,0.00,0.00,0.00,0.00,0.85,0.00,0.00
1448,0.00,12.33,0.00,0.00,0.00,0.00,-0.10,0.00,0.00,0.00,0.00
1449,0.00,0.00,0.00,0.00,0.00,86.49,0.00,0.00,-0.53,0.00,0.00
1450,-1.10,0.00,-0.55,40.95,-0.65,0.00,-0.05,-0.14,4.57,-2.48,-0.33
1452,0.00,0.00,0.00,0.00,0.00,56.95,0.00,0.00,0.00,0.00,0.00
1456,-0.55,-0.55,0.00,-2.06,-0.64,27.10,0.00,-0.11,0.00,-2.09,-0.35
1457,0.00,0.00,0.00,-0.57,0.00,10.00,-0.34,-0.05,1.42,-3.60,-0.87
1460,0.00,-0.60,-0.55,0.00,-0.57,0.00,-2.09,0.00,0.00,0.00,0.00
1464,-0.64,0.00,-0.55,-0.86,-0.55,0.00,0.00,0.00,0.00,-4.20,-0.53
1465,0.00,87.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1468,0.00,0.00,0.00,0.00,-0.55,40.95,0.00,0.00,0.00,-1.30,0.00
1811,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.47,1.23,0.27
1814,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.00
1856,0.00,0.38,0.99,0.00,-15.42,4.60,1.00,0.50,1.09,2.00,0.38
1857,1.56,0.97,1.16,0.33,-0.87,0.38,0.69,1.42,1.03,2.00,0.22
1858,0.32,0.46,0.33,0.20,-9.10,0.00,0.38,2.00,0.54,0.20,0.27
1859,0.45,0.00,0.00,1.04,-18.64,2.80,0.27,0.00,0.00,0.00,0.00
1860,0.48,0.20,2.80,0.00,-10.00,0.00,0.20,0.00,0.20,1.30,0.20
1861,0.00,0.00,0.00,1.37,0.00,0.25,0.00,0.00,0.00,0.00,0.00
1862,0.00,0.20,0.00,0.00,0.00,0.00,0.00,1.49,0.00,0.00,0.00
1863,0.00,0.00,0.00,0.20,-8.29,0.00,0.00,0.00,0.20,0.00,0.00
1864,0.20,0.00,3.48,0.00,-9.47,0.00,0.00,0.34,0.00,1.59,0.00
1865,0.25,0.00,17.76,0.00,-18.51,1.13,0.00,0.80,1.42,0.00,0.00
1868,0.52,0.27,15.75,0.39,0.00,0.39,0.00,0.00,0.00,0.00,0.27
1872,0.00,0.22,3.49,0.00,0.00,3.81,0.00,0.00,0.49,0.00,0.56
1873,0.00,0.00,3.48,0.00,0.00,1.36,0.25,0.00,0.00,0.00,0.00
1874,0.00,0.00,1.54,0.00,-7.56,0.00,0.00,0.00,0.00,0.00,0.00
1876,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.94,0.20
1880,0.00,0.20,0.00,1.17,0.00,0.00,0.00,0.00,0.00,1.14,0.00
1881,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.49,0.00
1884,0.00,0.20,0.57,0.20,0.00,10.88,0.20,0.00,0.00,0.00,0.26
