StateIndex,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
0,2,2,1,2,0,2,1,281,2
1,0,2,0,290,1,0,1,0,2
2,4,284,0,0,2,0,2,0,0
3,0,0,0,0,0,22,0,0,1
4,0,1,0,12,0,0,0,0,0
8,0,0,0,13,0,0,0,0,0
12,0,0,0,18,0,0,0,0,0
69,0,0,0,15,0,0,0,0,0
134,0,0,0,9,0,0,0,0,0
199,0,1,0,37,0,0,0,0,0
208,1,0,2,290,1,2,1,1,2
209,2,1,1,286,0,1,1,2,2
210,0,18,0,0,0,0,0,0,0
211,0,11,0,0,0,0,0,0,0
212,0,0,0,9,0,0,0,0,0
213,0,13,0,0,0,0,0,0,0
214,0,0,0,13,0,0,0,0,0
215,0,0,0,16,0,0,0,0,0
216,0,0,0,6,0,0,0,0,0
220,0,0,0,7,0,0,0,0,1
265,0,1,0,1,0,0,0,15,1
333,0,0,0,0,0,0,0,13,0
473,0,0,0,29,0,0,0,0,0
477,0,1,0,36,0,0,0,0,0
522,0,2,0,2,1,1,1,298,1
654,0,0,0,0,0,0,0,15,0
730,0,3,0,326,0,1,3,0,1
734,0,0,0,29,0,0,2,0,1
779,0,0,0,0,0,16,0,0,0
800,0,1,1,4,1,0,0,287,2
801,4,0,2,1,2,0,1,303,1
802,0,0,0,0,0,0,0,12,0
803,0,0,0,1,0,15,0,0,0
804,0,0,0,0,0,1,0,20,0
808,1,0,0,0,0,0,0,21,0
809,0,0,0,0,0,23,0,0,1
810,0,0,0,0,1,14,0,1,0
811,0,0,1,0,0,0,0,9,0
812,0,0,0,0,0,0,0,32,0
869,0,0,0,0,0,0,0,31,0
877,0,1,0,0,0,0,0,34,1
934,0,0,0,0,0,0,0,25,0
942,0,0,0,0,0,0,0,26,0
