DefectComponent,DetectEpisode,ReconvergeEpisode,RecoveryEpisodes,SecondaryDetectEpisode,RecoveredGoalRate,NominalGoal,BestEffortRank,RankShortfall,DegradedMode,BlacklistEvents,DetectorVersion,ProtocolVersion
http://example.org/was#SetZ2Light,0,93,93,32,1.0000,3,0,3,1,http://example.org/was#SetZ2Light@0;http://example.org/was#SetZ1Light@32,fault-detector-v2,phase2-v2
